#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
5191914|2016-08-31T03:11:36|-3.6914|152.7879|499.06|us,pt,gcmt|NEIC PDE||gcmt20160831031136,pt16244050,us10006iy0|mwp|6.7|us,pt,gcmt|NEW IRELAND REGION, P.N.G.
5191455|2016-08-25T17:04:43|30.6151|137.8462|456.0|us,gcmt|NEIC PDE||us20006ty8,gcmt20160825170443|mww|5.9|us,gcmt|SOUTHEAST OF HONSHU, JAPAN
5191342|2016-08-23T19:40:46|-7.2081|122.5412|514.33|us|NEIC PDE||us10006gj0|mb|5.8|us|FLORES SEA
5191265|2016-08-23T19:39:44|-7.2805|122.4255|532.4|us,gcmt|NEIC PDE||us10006g2n,gcmt20160823193944|mww|6.0|us,gcmt|FLORES SEA
5191146|2016-08-22T09:33:08|29.8965|139.1312|404.41|us,gcmt|NEIC PDE||gcmt20160822093308,us10006fq7|mb|5.6|us,gcmt|SOUTHEAST OF HONSHU, JAPAN
5189735|2016-08-04T16:24:33|24.9447|142.0141|510.0|us,gcmt|NEIC PDE||gcmt20160804162434,us10006a2k|mww|6.3|us,gcmt|VOLCANO ISLANDS, JAPAN REGION
5188676|2016-07-23T12:38:46|-24.025|-179.5219|486.14|us|NEIC PDE||us20006h33|mb|5.1|us|SOUTH OF FIJI ISLANDS
5188655|2016-07-23T01:00:20|47.6981|146.9212|408.0|us,gcmt|NEIC PDE||gcmt20160723010021,us20006h0d|mww|5.8|us,gcmt|NORTHWEST OF KURIL ISLANDS
5188260|2016-07-18T21:09:26|-19.1463|-177.4348|568.79|us|NEIC PDE||us20006fn0|mb|5.0|us|FIJI ISLANDS REGION
5187908|2016-07-14T21:25:16|-19.4114|-63.8598|588.41|us|NEIC PDE||us20006esd|mb|5.1|us|SOUTHERN BOLIVIA
5185985|2016-06-21T11:40:39|-23.3947|179.1233|550.1|us|NEIC PDE||us200065q4|mb|5.3|us|SOUTH OF FIJI ISLANDS
5185979|2016-06-21T07:51:44|-31.7444|179.2217|487.51|us|NEIC PDE||us200065ne|mb|5.2|us|KERMADEC ISLANDS REGION
5185574|2016-06-16T00:48:03|-20.7811|-178.6089|560.84|us|NEIC PDE||us200064pf|mb|5.1|us|FIJI ISLANDS REGION
5184737|2016-06-07T07:02:52|-23.6408|-179.8823|520.36|us,gcmt|NEIC PDE|us|us200062h6,gcmt20160607070252|Mww|5.4|us|SOUTH OF FIJI ISLANDS
5184614|2016-06-05T16:25:33|-4.587|125.6264|429.62|us,gcmt|NEIC PDE|us|us2000626m,gcmt20160605162533|Mww|6.3|us|BANDA SEA
5183964|2016-05-28T05:38:50|-21.9724|-178.2038|405.69|pt,us,gcmt,at|NEIC PDE|us|us20005yqp,gcmt20160528053851,pt16149050,at00o7vh0q|Mww|6.9|us|FIJI ISLANDS REGION
5183873|2016-05-27T04:08:43|-20.8101|-178.6481|567.48|us,gcmt|NEIC PDE|us|gcmt20160527040844,us20005yd7|mww|6.4|us|FIJI ISLANDS REGION
5182681|2016-05-13T12:57:27|-25.4822|179.3397|506.36|us|NEIC PDE|us|us10005h3z|Mww|5.6|us|SOUTH OF FIJI ISLANDS
5182082|2016-05-07T13:59:01|-17.6027|-178.5777|538.75|us|NEIC PDE|us|us10005fq9|mb|5.2|us|FIJI ISLANDS REGION
5180966|2016-04-25T08:02:45|-17.9829|-178.4312|591.52|us|NEIC PDE|us|us20005liq|mb|5.3|us|FIJI ISLANDS REGION
5176237|2016-03-04T04:25:15|-20.9941|-178.952|608.42|us|NEIC PDE||us10004ulj|mb|5.3|us|FIJI ISLANDS REGION
5175656|2016-02-27T18:20:43|-17.9958|-178.4195|557.03|us|NEIC PDE|us|us10004t6m|mb|5.1|us|FIJI ISLANDS REGION
5174892|2016-02-20T15:56:16|-21.8918|-179.4298|579.66|us|NEIC PDE|us|us10004re6|mb|5.2|us|FIJI ISLANDS REGION
5174891|2016-02-20T15:51:22|-21.9139|-179.359|579.39|us|NEIC PDE|us|us10004rdp|mb|5.8|us|FIJI ISLANDS REGION
5174884|2016-02-20T14:38:41|-22.3474|179.2886|595.52|us|NEIC PDE|us|us10004rd8|mb|5.1|us|SOUTH OF FIJI ISLANDS
5174288|2016-02-14T18:09:26|30.3018|138.8501|412.8|us|NEIC PDE|us|us2000505t|mb|5.7|us|SOUTHEAST OF HONSHU, JAPAN
5172374|2016-01-26T03:46:36|-20.5656|-177.5532|508.35|us|NEIC PDE|us|us20004ule|mb|5.2|us|FIJI ISLANDS REGION
5171122|2016-01-14T03:25:28|-19.7597|-63.3288|582.56|us,gcmt|NEIC PDE|us|gcmt20160114032528,us10004ebw|mww|6.1|us|SOUTHERN BOLIVIA
5170908|2016-01-11T22:19:56|-23.0754|179.1198|552.55|us|NEIC PDE|us|us10004dmb|mb|5.3|us|SOUTH OF FIJI ISLANDS
5169900|2016-01-02T04:22:19|44.8069|129.9406|585.47|us|NEIC PDE|us|us10004atb|mww|5.8|us|NORTHEASTERN CHINA
5169890|2016-01-01T23:04:52|-20.5653|-179.1565|642.75|us|NEIC PDE|us|us10004asd|mb|5.0|us|FIJI ISLANDS REGION
5168671|2015-12-18T22:14:09|-17.0719|-178.9574|529.96|us|NEIC PDE|us|us1000488k|mb|5.1|us|FIJI ISLANDS REGION
5168524|2015-12-17T21:31:39|47.9728|146.8521|443.02|us|NEIC PDE|us|us1000480v|mb|5.4|us|NORTHWEST OF KURIL ISLANDS
5167652|2015-12-09T13:32:56|-15.1833|-177.7597|401.54|us|NEIC PDE|us|us20004fve|mb|5.3|us|FIJI ISLANDS REGION
5167348|2015-12-06T17:09:29|-18.1602|-178.694|547.0|us|NEIC PDE|us|us100044gf|mww|5.6|us|FIJI ISLANDS REGION
5166428|2015-11-27T00:52:54|-9.2924|-71.0944|616.98|us|NEIC PDE|us|us100041lm|mb|5.1|us|PERU-BRAZIL BORDER REGION
5166405|2015-11-26T13:51:31|-17.653|179.8426|604.12|us|NEIC PDE|us|us100041iu|mb|5.1|us|FIJI ISLANDS
5166386|2015-11-26T05:45:18|-9.1825|-71.2574|602.75|us|NEIC PDE|us|us100041f1|mww|6.7|us|PERU-BRAZIL BORDER REGION
5166221|2015-11-24T22:50:54|-10.0598|-71.0184|620.56|us|NEIC PDE|us|us100040x6|mww|7.6|us|PERU-BRAZIL BORDER REGION
5166216|2015-11-24T22:45:38|-10.5372|-70.9437|606.21|us|NEIC PDE|us|us100040ww|mww|7.6|us|PERU-BRAZIL BORDER REGION
5166177|2015-11-24T13:21:35|18.7787|145.2659|586.88|us|NEIC PDE|us|us100040q8|mww|6.0|us|MARIANA ISLANDS
5163922|2015-11-02T03:04:08|-18.1736|-177.8377|608.43|us|NEIC PDE|us|us20004194|mb|5.2|us|FIJI ISLANDS REGION
5163171|2015-10-26T13:11:58|-17.9858|-178.4465|562.93|us|NEIC PDE|us|us10003ri2|mb|5.1|us|FIJI ISLANDS REGION
5163126|2015-10-26T01:41:32|-25.2314|178.717|546.02|us|NEIC PDE|us|us10003rd4|mb|5.0|us|SOUTH OF FIJI ISLANDS
5160144|2015-09-26T17:23:26|5.2649|123.7966|516.0|us|NEIC PDE|us|us20003pci|mwb|5.5|us|MINDANAO, PHILIPPINES
5157946|2015-09-07T08:46:09|-24.2427|179.1278|535.0|us|NEIC PDE|us|us20003h2i|mww|6.0|us|SOUTH OF FIJI ISLANDS
5157865|2015-09-06T04:52:56|-25.0332|179.8707|507.87|us|NEIC PDE|us|us20003gvy|mb|5.1|us|SOUTH OF FIJI ISLANDS
5157278|2015-09-01T16:08:26|-29.6825|178.6851|565.53|us|NEIC PDE|us|us20003fej|mb|5.1|us|KERMADEC ISLANDS REGION
5155283|2015-08-12T12:50:43|-16.4886|-177.2555|414.9|ISC|ISC|ISC|607650439|MW|5.3|GCMT|FIJI ISLANDS REGION
5154410|2015-08-02T13:08:46|8.1622|123.8681|624.8|ISC|ISC|ISC|607605492|MW|5.2|GCMT|MINDANAO, PHILIPPINES
5153735|2015-07-26T23:20:34|-22.024|-179.2047|583.3|ISC|ISC|ISC|607508121|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
5152978|2015-07-17T18:49:53|-18.1443|-178.1832|540.4|ISC|ISC|ISC|611712799|MW|5.8|GCMT|FIJI ISLANDS REGION
5150945|2015-07-15T22:16:19|18.7901|145.0981|523.6|ISC|ISC|ISC|607466895|MW|5.4|GCMT|MARIANA ISLANDS
5150285|2015-07-02T07:04:32|-7.44|120.2902|424.4|ISC|ISC|ISC|607675120|MW|5.2|GCMT|FLORES SEA
5154099|2015-06-23T12:22:20|27.6354|140.0979|479.0|ISC|ISC|ISC|607515651|mb|5.6|NEIC|BONIN ISLANDS, JAPAN REGION
5154168|2015-06-23T12:19:28|27.6923|139.787|462.0|ISC|ISC|ISC|611803102|mb|5.5|NEIC|BONIN ISLANDS, JAPAN REGION
5149896|2015-06-23T12:18:30|27.6883|139.7885|472.3|ISC|ISC|ISC|611803311|MW|6.5|GCMT|BONIN ISLANDS, JAPAN REGION
5149842|2015-06-21T21:28:16|-20.4655|-178.3692|570.9|ISC|ISC|ISC|611800945|MW|6.0|GCMT|FIJI ISLANDS REGION
5149577|2015-06-16T06:17:00|-20.3973|-178.9194|656.1|ISC|ISC|ISC|611800923|MW|6.0|GCMT|FIJI ISLANDS REGION
5149300|2015-06-10T10:15:53|-18.2788|-177.9435|572.4|ISC|ISC|ISC|607288529|MW|5.4|GCMT|FIJI ISLANDS REGION
5149011|2015-06-03T07:00:52|-19.7162|-179.043|669.1|ISC|ISC|ISC|607277940|MW|5.5|GCMT|FIJI ISLANDS REGION
5149010|2015-06-03T06:59:51|-19.7042|-179.0317|663.4|ISC|ISC|ISC|607277939|mb|5.0|NEIC|FIJI ISLANDS REGION
5148725|2015-05-30T11:23:02|27.8281|140.4939|685.5|ISC|ISC|ISC|607273371|MW|7.9|GCMT|BONIN ISLANDS, JAPAN REGION
5113689|2015-05-13T10:48:05|-22.7862|179.1603|600.0|ISC|ISC|ISC|607235505|MW|5.4|GCMT|SOUTH OF FIJI ISLANDS
5113424|2015-05-11T03:30:15|-20.6135|-178.6902|609.3|ISC|ISC|ISC|607281894|MW|5.3|GCMT|FIJI ISLANDS REGION
5112952|2015-05-06T12:08:39|-25.7274|178.3572|623.3|ISC|ISC|ISC|607221409|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS
5112137|2015-04-28T16:39:39|-20.8766|-178.5801|584.1|ISC|ISC|ISC|610587943|MW|6.1|GCMT|FIJI ISLANDS REGION
5111888|2015-04-26T00:23:52|-19.8108|-177.771|485.6|ISC|ISC|ISC|607211044|MW|5.3|GCMT|FIJI ISLANDS REGION
5111282|2015-04-21T13:46:30|-18.1786|-178.0664|494.3|ISC|ISC|ISC|607182603|MW|5.8|GCMT|FIJI ISLANDS REGION
5109197|2015-04-02T04:10:10|-17.8814|-178.5292|561.6|ISC|ISC|ISC|610587340|MW|5.9|GCMT|FIJI ISLANDS REGION
5075811|2015-03-22T05:46:22|-17.9137|-178.3919|615.9|ISC|ISC|ISC|606858336|MW|6.1|GCMT|FIJI ISLANDS REGION
5075423|2015-03-17T20:16:18|-17.7984|-178.5597|556.9|ISC|ISC|ISC|610586904|MW|5.6|GCMT|FIJI ISLANDS REGION
5074587|2015-03-08T15:52:22|-20.0629|-177.7972|558.0|ISC|ISC|ISC|606816204|MW|5.5|GCMT|FIJI ISLANDS REGION
5074508|2015-03-07T20:51:42|-24.4579|179.2912|523.5|ISC|ISC|ISC|606815957|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
5007016|2015-02-27T13:45:05|-7.358|122.4906|559.1|ISC|ISC|ISC|610586486|MW|7.0|GCMT|FLORES SEA
5006486|2015-02-22T13:02:15|-18.0567|-178.2576|585.0|ISC|ISC|ISC|606745688|MW|5.3|GCMT|FIJI ISLANDS REGION
5003539|2015-01-28T08:38:02|-21.7004|-179.2173|608.1|ISC|ISC|ISC|606598621|MW|5.3|GCMT|FIJI ISLANDS REGION
5003507|2015-01-28T02:43:19|-20.9998|-178.3597|485.7|ISC|ISC|ISC|610579343|MW|6.2|GCMT|FIJI ISLANDS REGION
5003244|2015-01-25T10:41:14|29.2124|139.4683|426.8|ISC|ISC|ISC|606595996|MW|5.3|GCMT|SOUTHEAST OF HONSHU, JAPAN
4894531|2015-01-17T18:41:43|-22.2363|-63.1292|560.7|ISC|ISC|ISC|610575600|MW|5.5|GCMT|SALTA PROVINCE, ARGENTINA
4843074|2015-01-14T12:09:35|48.8556|142.1102|585.1|ISC|ISC|ISC|606544467|MW|5.3|GCMT|SAKHALIN, RUSSIA
4820441|2015-01-08T08:51:50|-24.7773|179.9757|496.3|ISC|ISC|ISC|611131949|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
4819673|2014-12-31T21:17:04|-17.6985|-178.7652|575.2|NEIC|ISC|ISC|606436858|MW|5.3|GCMT|FIJI ISLANDS REGION
4819590|2014-12-31T02:47:31|-25.4948|178.2221|608.9|NEIC|ISC|ISC|606502976|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS
4819574|2014-12-31T00:06:09|-20.3096|-178.5461|605.8|NEIC|ISC|ISC|606502974|MW|5.9|GCMT|FIJI ISLANDS REGION
4819551|2014-12-30T21:17:22|-20.295|-178.576|588.0|MOS|ISC|ISC|610574915|MW|6.0|GCMT|FIJI ISLANDS REGION
4819481|2014-12-29T23:37:56|-20.7|-177.6|495.0|BJI|ISC|ISC|611165944|MW|5.3|GCMT|FIJI ISLANDS REGION
10519179|2014-12-29T09:32:32|28.039|112.143|700.0|DNK|ISC|ISC|610981577|mb|5.1|DNK|SOUTHEASTERN CHINA
4819294|2014-12-27T18:53:47|-17.9261|-179.49|621.8|NEIC|ISC|ISC|610574847|MW|5.5|GCMT|FIJI ISLANDS REGION
10514067|2014-12-24T08:44:35|-25.8546|-179.8365|468.9|NEIC|ISC|ISC|606502885|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
4818879|2014-12-22T15:13:08|-18.0179|-178.044|589.0|NEIC|ISC|ISC|606414186|MW|5.3|GCMT|FIJI ISLANDS REGION
4818563|2014-12-19T04:08:10|-21.9348|-179.4764|581.3|NEIC|ISC|ISC|606393701|MW|5.2|GCMT|FIJI ISLANDS REGION
4817785|2014-12-11T22:27:45|-20.9347|-178.9082|603.5|NEIC|ISC|ISC|606502847|MW|5.7|GCMT|FIJI ISLANDS REGION
10489730|2014-12-02T05:26:53|-6.178|-86.918|574.4|UPA|ISC|ISC|609365664|MW|5.5|UPA|SOUTHEAST OF GALAPAGOS ISLANDS
4816763|2014-12-02T05:11:31|6.1572|123.1261|614.0|NEIC|ISC|ISC|610574254|MW|6.6|GCMT|MINDANAO, PHILIPPINES
4815123|2014-11-17T19:06:31|-7.0875|120.4082|590.6|ISC|ISC|ISC|605662667|mb|5.1|NEIC|FLORES SEA
4815072|2014-11-17T06:20:29|-21.5664|-179.201|614.5|ISC|ISC|ISC|606815429|MW|5.5|GCMT|FIJI ISLANDS REGION
10530613|2014-11-09T16:26:02|-23.4167|-179.756|539.1|ISC|ISC|ISC|605652294|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
4814167|2014-11-08T16:09:02|-21.1111|-178.9788|613.4|ISC|ISC|ISC|606631987|MW|5.4|GCMT|FIJI ISLANDS REGION
4813335|2014-11-01T18:57:22|-19.8023|-177.8334|435.3|ISC|ISC|ISC|610573464|MW|7.1|GCMT|FIJI ISLANDS REGION
4813171|2014-10-30T12:11:36|-6.9627|117.5156|549.2|ISC|ISC|ISC|610610219|MW|5.8|GCMT|BALI SEA
4810045|2014-10-01T02:41:01|52.1848|151.8548|557.7|ISC|ISC|ISC|605469249|MW|5.3|GCMT|SEA OF OKHOTSK
4810015|2014-09-30T22:34:28|-17.8843|-178.485|588.2|ISC|ISC|ISC|610572791|MW|5.5|GCMT|FIJI ISLANDS REGION
4809042|2014-09-21T17:32:04|27.9979|139.5537|493.3|ISC|ISC|ISC|605477800|MW|5.5|GCMT|BONIN ISLANDS, JAPAN REGION
4808911|2014-09-20T07:15:46|-17.6518|-178.7292|547.0|ISC|ISC|ISC|605500981|MW|5.4|GCMT|FIJI ISLANDS REGION
4808702|2014-09-18T04:17:53|50.5717|150.1741|501.9|ISC|ISC|ISC|605303369|MW|5.6|GCMT|NORTHWEST OF KURIL ISLANDS
4808199|2014-09-16T13:00:20|-22.3026|-179.4728|584.8|ISC|ISC|ISC|605500964|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS
4808170|2014-09-16T01:08:18|-21.0004|-178.8818|617.8|ISC|ISC|ISC|605299061|MW|5.3|GCMT|FIJI ISLANDS REGION
10426414|2014-09-12T19:55:58|-22.2634|-179.5259|582.4|ISC|ISC|ISC|605500947|MW|5.1|GCMT|SOUTH OF FIJI ISLANDS
4807662|2014-09-10T16:32:00|-24.7094|179.1703|534.2|ISC|ISC|ISC|605477734|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS
4767546|2014-08-19T15:38:17|-22.0716|-179.465|601.8|NEIC|ISC|ISC|605150847|MW|5.4|GCMT|SOUTH OF FIJI ISLANDS
4767231|2014-08-17T02:38:26|-7.0659|125.4574|490.4|NEIC|ISC|ISC|610639922|MW|5.4|GCMT|BANDA SEA
4766295|2014-08-11T21:00:15|-21.3504|-179.2357|609.4|NEIC|ISC|ISC|605193137|MW|5.2|GCMT|FIJI ISLANDS REGION
4765849|2014-08-07T18:57:00|-20.3549|-177.9075|546.6|NEIC|ISC|ISC|605138848|MW|5.4|GCMT|FIJI ISLANDS REGION
4725694|2014-07-23T00:27:00|-20.6054|-177.6052|462.9|NEIC|ISC|ISC|605065612|MW|5.3|GCMT|FIJI ISLANDS REGION
4725571|2014-07-21T14:54:41|-19.8015|-178.4001|615.4|NEIC|ISC|ISC|605136088|MW|6.9|GCMT|FIJI ISLANDS REGION
4725377|2014-07-19T06:15:24|-31.7777|179.4668|439.7|NEIC|ISC|ISC|605136073|MW|5.4|GCMT|KERMADEC ISLANDS REGION
4724107|2014-07-07T09:15:28|-7.2928|123.7207|547.0|NEIC|ISC|ISC|604796148|MW|5.4|GCMT|BANDA SEA
4724047|2014-07-06T15:37:43|-19.9239|-177.7675|558.0|NEIC|ISC|ISC|604793692|MW|5.4|GCMT|FIJI ISLANDS REGION
10320318|2014-07-03T09:35:53|-22.07|-179.57|602.2|GCMT|ISC|ISC|610570930|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS
4723783|2014-07-03T09:35:49|-22.1067|-179.48|601.2|NEIC|ISC|ISC|605141859|Mwc|5.5|GCMT|SOUTH OF FIJI ISLANDS
4723542|2014-06-30T19:55:33|28.3906|138.8727|527.4|ISC|ISC|ISC|604772921|MW|6.2|GCMT|BONIN ISLANDS, JAPAN REGION
4639694|2014-05-23T21:20:07|18.9695|145.1006|565.1|ISC|ISC|ISC|604682137|MW|5.7|GCMT|MARIANA ISLANDS
4639111|2014-05-18T15:22:13|-18.2402|-178.2823|633.5|ISC|ISC|ISC|604682123|MW|5.3|GCMT|FIJI ISLANDS REGION
4601422|2014-05-09T17:47:01|-19.6559|-177.6823|436.5|ISC|ISC|ISC|604543547|MW|5.3|GCMT|FIJI ISLANDS REGION
4601405|2014-05-09T14:03:59|-18.4003|-178.1333|528.1|ISC|ISC|ISC|604637459|MW|5.4|GCMT|FIJI ISLANDS REGION
4601073|2014-05-06T04:32:07|-20.1224|-177.8026|557.6|ISC|ISC|ISC|604514743|MW|5.4|GCMT|FIJI ISLANDS REGION
4600911|2014-05-04T09:38:23|-25.8739|178.2723|628.0|ISC|ISC|ISC|604682032|mb|5.2|NEIC|SOUTH OF FIJI ISLANDS
4600909|2014-05-04T09:25:15|-25.9072|178.2219|627.3|ISC|ISC|ISC|604682031|MW|6.4|GCMT|SOUTH OF FIJI ISLANDS
4600908|2014-05-04T09:15:52|-24.7338|179.0407|522.8|ISC|ISC|ISC|604512323|MW|6.6|GCMT|SOUTH OF FIJI ISLANDS
4600357|2014-04-28T11:59:54|-17.6478|-178.7495|539.0|ISC|ISC|ISC|604514033|MW|5.2|GCMT|FIJI ISLANDS REGION
10192426|2014-04-23T20:04:04|-23.9097|-179.7503|514.9|ISC|ISC|ISC|604514004|MW|5.4|GCMT|SOUTH OF FIJI ISLANDS
4599063|2014-04-18T07:46:57|-27.733|-62.8113|610.4|ISC|ISC|ISC|604462793|MW|5.6|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
4598941|2014-04-17T04:38:18|4.5134|122.9934|578.9|ISC|ISC|ISC|604460507|MW|5.8|GCMT|CELEBES SEA
4597725|2014-04-07T15:27:32|-8.2688|-71.6071|564.8|ISC|ISC|ISC|604446882|MW|5.2|GCMT|WESTERN BRAZIL
4597678|2014-04-06T15:15:34|-21.6188|-178.9263|575.7|ISC|ISC|ISC|604513880|MW|5.1|GCMT|FIJI ISLANDS REGION
4597467|2014-04-03T12:56:36|-18.0314|-178.3551|579.0|ISC|ISC|ISC|604401104|mb|5.3|NEIC|FIJI ISLANDS REGION
4489677|2014-03-26T04:23:12|-26.1153|179.4626|490.5|ISC|ISC|ISC|604400779|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS
4489673|2014-03-26T03:29:36|-26.1642|179.2589|495.6|ISC|ISC|ISC|610098947|MW|6.4|GCMT|SOUTH OF FIJI ISLANDS
10079681|2014-03-25T16:40:14|-23.3528|-179.9271|535.6|ISC|ISC|ISC|604400772|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
4489227|2014-03-23T04:31:30|-20.6973|-178.8082|645.0|ISC|ISC|ISC|604273230|mb|5.4|NEIC|FIJI ISLANDS REGION
8350539|2014-03-23T04:31:01|-20.7034|-178.7898|614.8|ISC|ISC|ISC|604400764|MW|5.8|GCMT|FIJI ISLANDS REGION
4489191|2014-03-22T14:18:47|29.3252|139.3826|424.8|ISC|ISC|ISC|604187026|mb|5.4|NEIC|SOUTHEAST OF HONSHU, JAPAN
4488840|2014-03-16T01:00:15|-7.4722|125.9895|432.6|ISC|ISC|ISC|604400628|mb|5.0|NEIC|BANDA SEA
4448506|2014-03-12T18:18:40|52.0104|153.1946|418.3|ISC|ISC|ISC|604114075|MW|5.1|GCMT|NORTHWEST OF KURIL ISLANDS
10057452|2014-03-06T14:31:48|-21.5761|-178.88|602.0|ISC|ISC|ISC|604093399|MW|5.2|GCMT|FIJI ISLANDS REGION
4375044|2014-03-05T09:56:58|-14.835|169.8319|648.0|ISC|ISC|ISC|604400585|MW|6.4|GCMT|VANUATU ISLANDS
4374959|2014-03-03T16:10:40|-17.8327|-178.5681|554.5|ISC|ISC|ISC|604089772|MW|5.3|GCMT|FIJI ISLANDS REGION
4372924|2014-01-27T16:42:37|-19.234|-63.9437|599.3|ISC|ISC|ISC|604035229|MW|5.6|GCMT|SOUTHERN BOLIVIA
9981639|2014-01-23T00:52:15|-7.1346|120.2947|590.0|ISC|ISC|ISC|603991861|MW|5.5|GCMT|FLORES SEA
4371290|2014-01-10T01:32:30|-20.7198|-177.62|405.2|ISC|ISC|ISC|604060607|MW|5.3|GCMT|FIJI ISLANDS REGION
4370655|2013-12-25T13:04:42|-18.1901|-177.8214|582.8|ISC|ISC|ISC|603872171|MW|5.6|GCMT|FIJI ISLANDS REGION
4370357|2013-12-18T12:54:37|30.2216|138.6871|427.1|ISC|ISC|ISC|603862018|MW|5.2|GCMT|SOUTHEAST OF HONSHU, JAPAN
4370315|2013-12-17T17:02:01|-20.755|-178.6712|602.2|ISC|ISC|ISC|603878780|MW|5.7|GCMT|FIJI ISLANDS REGION
4369660|2013-12-08T11:43:14|-7.4746|123.2015|550.0|ISC|ISC|ISC|603834073|MW|5.3|GCMT|BANDA SEA
9918052|2013-12-04T14:55:41|-25.4687|178.3534|585.8|ISC|ISC|ISC|603878739|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS
4368979|2013-12-01T10:01:31|-17.5737|-178.2609|534.8|ISC|ISC|ISC|603823983|MW|5.7|GCMT|FIJI ISLANDS REGION
9418849|2013-11-24T11:09:59|-21.7056|-179.3437|596.2|ISC|ISC|ISC|603810477|MW|5.4|GCMT|FIJI ISLANDS REGION
9418749|2013-11-24T08:47:50|-24.4026|179.15|519.6|ISC|ISC|ISC|603824902|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS
4368801|2013-11-19T17:00:45|18.4629|145.165|531.1|ISC|ISC|ISC|603797981|MW|6.0|GCMT|MARIANA ISLANDS
9395055|2013-11-03T11:03:40|4.6415|123.4|556.8|ISC|ISC|ISC|603768440|MW|6.0|GCMT|CELEBES SEA
9391915|2013-11-01T03:24:09|-20.85|-178.4677|549.5|ISC|ISC|ISC|603828103|MW|5.5|GCMT|FIJI ISLANDS REGION
9298469|2013-10-30T14:00:00|-25.3201|179.8943|550.0|ISC|ISC|ISC|603770080|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
9297563|2013-10-29T20:17:50|43.2148|131.0068|551.2|ISC|ISC|ISC|603764093|MW|5.3|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.
9297084|2013-10-29T11:01:54|-20.0571|-178.2255|580.2|ISC|ISC|ISC|603763015|mb|5.1|NEIC|FIJI ISLANDS REGION
9296947|2013-10-29T08:17:49|43.2|131.14|550.0|SKHL|ISC|ISC|607922785|mb|5.7|SKHL|E. RUSSIA-N.E. CHINA BORDER REG.
9291074|2013-10-23T16:32:41|-22.6431|179.1795|600.0|ISC|ISC|ISC|603753294|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
9281343|2013-10-14T16:09:10|-18.5132|-177.968|545.0|ISC|ISC|ISC|603770007|mb|5.0|NEIC|FIJI ISLANDS REGION
9271874|2013-10-05T20:50:29|-21.8663|-179.2619|583.3|ISC|ISC|ISC|603769988|MW|5.2|GCMT|FIJI ISLANDS REGION
4310156|2013-10-01T03:38:21|53.1368|152.8959|578.4|ISC|ISC|ISC|603503926|MW|6.7|GCMT|SEA OF OKHOTSK
4309836|2013-09-21T01:39:15|-7.2679|119.9508|550.1|ISC|ISC|ISC|609059456|MW|6.1|GCMT|FLORES SEA
9210134|2013-09-13T09:05:20|-24.7302|178.6671|540.8|ISC|ISC|ISC|604021035|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
4225091|2013-09-04T00:18:24|29.9768|138.8376|414.4|ISC|ISC|ISC|608458267|MW|6.5|GCMT|SOUTHEAST OF HONSHU, JAPAN
9197188|2013-09-02T02:51:13|42.1874|133.6783|450.5|ISC|ISC|ISC|603377120|MW|5.7|GCMT|PRIMOR'YE, RUSSIA
9193194|2013-08-29T13:52:27|-19.3976|-179.021|674.3|ISC|ISC|ISC|608161700|MW|5.8|GCMT|FIJI ISLANDS REGION
4224692|2013-08-28T02:54:41|-27.7888|179.7461|485.1|ISC|ISC|ISC|608161661|MW|6.2|GCMT|KERMADEC ISLANDS REGION
10283813|2013-08-24T18:58:54|12.5742|-91.1782|455.8|HDC|ISC|ISC|610238804|Mw|5.3|HDC|OFF COAST OF CENTRAL AMERICA
9180938|2013-08-18T13:23:28|-18.523|-177.9354|557.0|ISC|ISC|ISC|603337774|MW|5.3|GCMT|FIJI ISLANDS REGION
9156058|2013-07-28T11:36:00|31.0726|137.9562|458.2|ISC|ISC|ISC|603273964|MW|5.4|GCMT|SOUTHEAST OF HONSHU, JAPAN
9154089|2013-07-26T19:08:30|-23.1818|179.2416|559.3|ISC|ISC|ISC|603306118|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
9133127|2013-07-09T15:44:11|-13.1792|169.6111|604.2|ISC|ISC|ISC|603212875|MW|5.3|GCMT|VANUATU ISLANDS REGION
