#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
9127076|2013-07-04T11:15:40|-17.8803|-178.4644|597.1|ISC|ISC|ISC|603176383|MW|5.4|GCMT|FIJI ISLANDS REGION
9098547|2013-06-11T13:02:22|-21.1464|-178.6894|549.2|ISC|ISC|ISC|603076297|MW|5.2|GCMT|FIJI ISLANDS REGION
9093758|2013-06-07T12:54:10|-23.8633|179.0992|557.7|ISC|ISC|ISC|603055231|MW|5.9|GCMT|SOUTH OF FIJI ISLANDS
9090855|2013-06-05T03:23:32|-23.4493|-179.7482|564.3|ISC|ISC|ISC|603236763|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
9262462|2013-05-28T08:45:52|-21.5153|-177.7298|405.4|ISC|ISC|ISC|603010462|MW|5.2|GCMT|FIJI ISLANDS REGION
9261464|2013-05-27T11:29:28|-3.57|152.4931|467.9|ISC|ISC|ISC|603044156|mb|5.1|NEIC|NEW IRELAND REGION, P.N.G.
4218719|2013-05-24T14:56:31|52.1357|151.5688|632.0|ISC|ISC|ISC|603007143|MW|6.7|GCMT|SEA OF OKHOTSK
9257756|2013-05-24T06:03:07|52.9381|153.2815|514.7|ISC|ISC|ISC|603007993|mb|5.5|NEIC|NORTHWEST OF KURIL ISLANDS
9257754|2013-05-24T05:58:40|51.4467|155.39|575.1|KRSC|ISC|ISC|604184851|ML|5.3|KRSC|NORTHWEST OF KURIL ISLANDS
4218658|2013-05-24T05:44:49|54.815|153.3912|607.0|ISC|ISC|ISC|603007131|MW|8.3|GCMT|SEA OF OKHOTSK
9248250|2013-05-16T18:27:08|-22.2332|-179.5124|596.3|ISC|ISC|ISC|603044097|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
4218030|2013-05-14T00:32:26|18.7672|145.2903|611.7|ISC|ISC|ISC|602949682|MW|6.8|GCMT|MARIANA ISLANDS
9239955|2013-05-09T17:45:12|4.3668|123.9106|469.2|ISC|ISC|ISC|602943420|MW|5.3|GCMT|CELEBES SEA
9233314|2013-05-04T09:44:45|-18.665|-177.8337|568.8|ISC|ISC|ISC|602932207|MW|5.2|GCMT|FIJI ISLANDS REGION
4215721|2013-04-21T03:22:16|29.9644|138.9741|431.3|ISC|ISC|ISC|602873208|MW|6.1|GCMT|SOUTHEAST OF HONSHU, JAPAN
9315069|2013-04-15T22:57:05|-16.0067|-177.4463|446.2|ISC|ISC|ISC|602789418|MW|5.2|GCMT|FIJI ISLANDS REGION
9310635|2013-04-12T16:22:26|-17.7398|-178.7958|539.0|ISC|ISC|ISC|602921208|MW|5.3|GCMT|FIJI ISLANDS REGION
9084935|2013-04-06T00:29:55|42.7356|131.0457|572.3|ISC|ISC|ISC|602761442|MW|5.8|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.
4214963|2013-04-05T13:00:02|42.7359|131.064|571.3|ISC|ISC|ISC|607304526|MW|6.3|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.
9080378|2013-04-01T22:02:04|-20.8822|-178.3958|568.7|ISC|ISC|ISC|602755751|MW|5.2|GCMT|FIJI ISLANDS REGION
9057211|2013-03-25T03:59:53|-17.6935|-178.4149|550.1|ISC|ISC|ISC|602758705|MW|5.4|GCMT|FIJI ISLANDS REGION
9052842|2013-03-21T05:27:36|-22.116|-179.4605|602.1|ISC|ISC|ISC|602711641|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
9052125|2013-03-20T14:02:29|-22.0864|-179.4787|590.1|ISC|ISC|ISC|602758646|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
9025015|2013-02-26T19:57:54|-21.45|-179.2791|603.5|ISC|ISC|ISC|602563843|MW|5.8|GCMT|FIJI ISLANDS REGION
4212015|2013-02-22T12:01:58|-27.9052|-63.1349|585.6|ISC|ISC|ISC|602539432|MW|6.1|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
9016090|2013-02-19T19:01:46|-17.5388|-178.8979|539.0|ISC|ISC|ISC|602448259|mb|5.0|NEIC|FIJI ISLANDS REGION
9010953|2013-02-15T19:55:30|-17.6944|-178.8049|539.0|ISC|ISC|ISC|602444204|MW|5.4|GCMT|FIJI ISLANDS REGION
9005984|2013-02-12T01:23:55|-18.2234|-177.8458|524.7|ISC|ISC|ISC|602563748|MW|5.6|GCMT|FIJI ISLANDS REGION
8964453|2013-01-06T16:28:19|-26.2255|178.3986|631.0|ISC|ISC|ISC|602400886|MW|5.4|GCMT|SOUTH OF FIJI ISLANDS
8952092|2012-12-26T05:17:35|-24.5343|-179.7643|508.9|ISC|ISC|ISC|602090249|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
8951999|2012-12-26T02:58:23|-20.7015|-178.5238|587.4|ISC|ISC|ISC|602058485|MW|5.3|GCMT|FIJI ISLANDS REGION
8931267|2012-12-05T23:08:36|-20.7374|-178.8266|622.0|ISC|ISC|ISC|601996101|MW|5.3|GCMT|FIJI ISLANDS REGION
8924729|2012-11-29T00:30:31|-21.2095|-178.619|550.9|ISC|ISC|ISC|601995144|MW|5.5|GCMT|FIJI ISLANDS REGION
8919660|2012-11-24T18:47:58|-21.466|-178.7255|538.3|ISC|ISC|ISC|601994195|MW|5.3|GCMT|FIJI ISLANDS REGION
8917356|2012-11-22T13:07:11|-22.7006|-63.6265|535.3|ISC|ISC|ISC|601993726|MW|5.9|GCMT|SALTA PROVINCE, ARGENTINA
8909187|2012-11-14T18:22:31|-14.4875|173.7825|600.0|ISC|ISC|ISC|601991982|MW|5.3|GCMT|FIJI ISLANDS REGION
8906815|2012-11-12T14:47:41|-24.2236|179.0279|555.7|ISC|ISC|ISC|601888253|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS
8906627|2012-11-12T11:15:08|29.7083|138.0196|502.3|ISC|ISC|ISC|601885152|MW|5.7|GCMT|SOUTHEAST OF HONSHU, JAPAN
8895297|2012-11-01T09:48:03|-20.2918|-177.6144|493.5|ISC|ISC|ISC|601867328|MW|5.2|GCMT|FIJI ISLANDS REGION
8892910|2012-10-30T07:12:36|-17.97|-178.4601|579.0|ISC|ISC|ISC|601859283|MW|5.5|GCMT|FIJI ISLANDS REGION
8887463|2012-10-25T18:40:38|-19.8932|-178.1286|603.4|ISC|ISC|ISC|601847473|MW|5.5|GCMT|FIJI ISLANDS REGION
8884373|2012-10-23T08:53:38|29.0656|139.2767|445.6|ISC|ISC|ISC|601842550|MW|5.9|GCMT|SOUTHEAST OF HONSHU, JAPAN
8875986|2012-10-15T20:19:00|-20.4601|-178.1592|541.5|ISC|ISC|ISC|601835750|MW|5.3|GCMT|FIJI ISLANDS REGION
8860098|2012-10-01T17:24:43|-24.7467|-179.327|490.0|ISC|ISC|ISC|601775518|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
8852942|2012-09-25T05:37:57|-25.5124|178.2678|585.0|ISC|ISC|ISC|604029873|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
8847907|2012-09-20T21:03:42|-20.8048|-178.3483|570.2|ISC|ISC|ISC|604029851|MW|5.7|GCMT|FIJI ISLANDS REGION
8820945|2012-08-29T09:49:12|3.4428|122.7019|551.4|ISC|ISC|ISC|601630295|MW|5.3|GCMT|CELEBES SEA
8813691|2012-08-22T18:19:32|-24.0465|179.0561|548.0|ISC|ISC|ISC|601614659|mb|5.2|NEIC|SOUTH OF FIJI ISLANDS
8805880|2012-08-16T06:35:39|-18.483|-177.7612|570.1|ISC|ISC|ISC|601564035|MW|5.4|GCMT|FIJI ISLANDS REGION
3377518|2012-08-14T02:59:38|49.75|145.3057|590.7|ISC|ISC|ISC|601562030|MW|7.7|GCMT|SEA OF OKHOTSK
8794268|2012-08-05T13:55:10|-21.071|-178.3057|486.3|ISC|ISC|ISC|604029654|MW|5.8|GCMT|FIJI ISLANDS REGION
8786871|2012-07-29T09:20:55|47.3882|139.1282|506.4|ISC|ISC|ISC|601488090|MW|5.7|GCMT|PRIMOR'YE, RUSSIA
8776698|2012-07-20T14:03:13|-21.2362|-179.1433|625.4|ISC|ISC|ISC|601453281|MW|5.5|GCMT|FIJI ISLANDS REGION
8774227|2012-07-18T08:09:46|-20.8493|-178.4092|538.9|ISC|ISC|ISC|601506011|MW|5.9|GCMT|FIJI ISLANDS REGION
8769758|2012-07-14T08:05:28|-16.2935|-177.6649|418.3|ISC|ISC|ISC|601273223|MW|5.3|GCMT|FIJI ISLANDS REGION
8768479|2012-07-13T04:50:42|-18.2658|-178.37|626.3|ISC|ISC|ISC|601505987|MW|5.2|GCMT|FIJI ISLANDS REGION
8763500|2012-07-09T07:20:54|49.133|147.4196|560.3|ISC|ISC|ISC|601258058|MW|5.4|GCMT|SEA OF OKHOTSK
8743895|2012-06-23T18:37:19|-21.3096|-179.0874|617.2|ISC|ISC|ISC|604029504|MW|5.2|GCMT|FIJI ISLANDS REGION
8741773|2012-06-21T22:34:37|-17.9503|-178.0674|542.8|ISC|ISC|ISC|604029477|MW|5.5|GCMT|FIJI ISLANDS REGION
8738774|2012-06-19T04:37:34|-20.5407|-178.5189|607.9|ISC|ISC|ISC|604029460|MW|5.3|GCMT|FIJI ISLANDS REGION
8732768|2012-06-14T11:04:03|-22.2198|179.8347|577.5|ISC|ISC|ISC|601121382|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
8717457|2012-06-02T07:52:54|-22.1017|-63.6574|539.4|ISC|ISC|ISC|601094239|MW|6.0|GCMT|SALTA PROVINCE, ARGENTINA
8716366|2012-06-01T13:31:43|-20.3512|-177.7544|527.5|ISC|ISC|ISC|604029283|MW|5.2|GCMT|FIJI ISLANDS REGION
8711688|2012-05-29T03:33:24|-22.0687|-179.4969|596.2|ISC|ISC|ISC|601068936|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS
8710959|2012-05-28T11:50:55|-28.0916|-63.1651|594.0|ISC|ISC|ISC|601038931|MW|5.5|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
3340371|2012-05-28T05:07:23|-28.021|-63.1134|591.1|ISC|ISC|ISC|601038861|MW|6.7|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
3340348|2012-05-26T21:48:09|26.9015|140.1681|481.6|ISC|ISC|ISC|601036709|MW|6.0|GCMT|BONIN ISLANDS, JAPAN REGION
8708873|2012-05-26T20:00:26|26.993|140.3501|495.9|ISC|ISC|ISC|601036699|MW|5.3|GCMT|BONIN ISLANDS, JAPAN REGION
8679868|2012-05-03T11:10:41|-23.7077|179.1612|543.5|ISC|ISC|ISC|601090774|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
3338362|2012-04-26T06:38:30|-18.7855|-177.881|600.0|ISC|ISC|ISC|600940199|mb|5.0|NEIC|FIJI ISLANDS REGION
3337924|2012-04-18T05:37:56|28.7121|138.8976|502.9|ISC|ISC|ISC|600889648|MW|5.5|GCMT|BONIN ISLANDS, JAPAN REGION
3337324|2012-04-07T08:44:47|-20.9076|-178.0228|551.5|ISC|ISC|ISC|600983843|MW|5.2|GCMT|FIJI ISLANDS REGION
3337136|2012-04-03T11:26:59|-7.1142|125.3668|480.5|ISC|ISC|ISC|600847178|mb|5.0|NEIC|BANDA SEA
3337030|2012-03-31T09:04:39|-23.607|179.4885|544.4|ISC|ISC|ISC|600841764|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3336943|2012-03-30T09:39:00|-21.1322|-178.8281|619.0|ISC|ISC|ISC|600841759|MW|5.2|GCMT|FIJI ISLANDS REGION
3336720|2012-03-25T13:59:22|-18.6959|-178.6455|511.8|ISC|ISC|ISC|600841737|MW|5.4|GCMT|FIJI ISLANDS REGION
3336286|2012-03-16T18:37:55|37.8303|133.6292|437.8|ISC|ISC|ISC|600791139|MW|5.2|GCMT|SEA OF JAPAN
3338381|2012-03-13T18:23:42|-23.6834|-179.9574|539.2|ISC|ISC|ISC|600841659|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3335575|2012-03-05T07:46:09|-28.2579|-63.2916|551.9|ISC|ISC|ISC|600761019|MW|6.1|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
3335525|2012-03-04T00:51:38|-17.8102|-178.5547|561.4|ISC|ISC|ISC|600760716|MW|5.3|GCMT|FIJI ISLANDS REGION
3335289|2012-02-28T15:07:35|28.2088|139.452|508.9|ISC|ISC|ISC|600739405|MW|5.5|GCMT|BONIN ISLANDS, JAPAN REGION
3335228|2012-02-27T20:12:10|-20.3191|-178.5986|587.0|ISC|ISC|ISC|600846453|MW|5.5|GCMT|FIJI ISLANDS REGION
3335221|2012-02-27T13:54:53|-20.5092|-177.7929|539.5|ISC|ISC|ISC|600719798|MW|5.1|GCMT|FIJI ISLANDS REGION
3335168|2012-02-26T16:27:14|-18.1898|-178.3363|599.4|ISC|ISC|ISC|600717282|MW|5.5|GCMT|FIJI ISLANDS REGION
3335064|2012-02-25T05:06:21|-25.5796|179.6461|508.4|ISC|ISC|ISC|600714784|MW|5.4|GCMT|SOUTH OF FIJI ISLANDS
3334949|2012-02-23T04:05:33|-20.5661|-178.5794|590.2|ISC|ISC|ISC|600707643|MW|5.3|GCMT|FIJI ISLANDS REGION
3334763|2012-02-19T23:33:09|-17.8881|-178.4722|579.0|ISC|ISC|ISC|600678383|mb|5.0|NEIC|FIJI ISLANDS REGION
3334228|2012-02-10T01:47:33|-18.012|-178.4364|577.4|ISC|ISC|ISC|603415407|MW|6.0|GCMT|FIJI ISLANDS REGION
3334059|2012-02-05T23:50:41|-20.4529|-177.8543|534.2|ISC|ISC|ISC|600321517|MW|5.3|GCMT|FIJI ISLANDS REGION
3333744|2012-01-31T07:26:10|-22.074|-179.4434|603.5|ISC|ISC|ISC|600273084|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3333415|2012-01-24T00:52:04|-24.8986|178.5999|579.0|ISC|ISC|ISC|603838896|MW|6.3|GCMT|SOUTH OF FIJI ISLANDS
3332839|2012-01-11T22:21:34|-6.9256|123.4372|650.8|ISC|ISC|ISC|600190211|MW|5.5|GCMT|BANDA SEA
3332687|2012-01-08T23:40:57|-23.4901|-179.8039|532.0|ISC|ISC|ISC|600142868|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3332650|2012-01-08T00:35:53|-17.9938|-178.4333|572.2|ISC|ISC|ISC|600142515|MW|5.3|GCMT|FIJI ISLANDS REGION
3332264|2011-12-30T17:07:22|30.8147|138.3909|405.9|ISC|ISC|ISC|602011512|MW|5.2|GCMT|SOUTHEAST OF HONSHU, JAPAN
3332226|2011-12-29T22:25:50|-4.7011|155.2518|505.8|ISC|ISC|ISC|600133893|MW|5.4|GCMT|SOLOMON ISLANDS
3332048|2011-12-26T13:05:30|-18.3746|-177.7226|588.7|ISC|ISC|ISC|600097825|MW|5.2|GCMT|FIJI ISLANDS REGION
3331571|2011-12-17T22:42:23|-22.5003|179.2314|610.2|ISC|ISC|ISC|600058477|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3331202|2011-12-11T05:30:57|-24.0858|178.665|551.8|ISC|ISC|ISC|600024360|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS
3330720|2011-12-01T20:21:44|-17.8793|-178.5459|567.2|ISC|ISC|ISC|600138769|MW|5.2|GCMT|FIJI ISLANDS REGION
3330518|2011-11-28T09:13:11|-7.0337|116.9648|623.6|ISC|ISC|ISC|17595673|MW|5.8|GCMT|BALI SEA
3330345|2011-11-24T10:23:51|-21.9205|-179.3949|596.6|ISC|ISC|ISC|17577909|mb|5.3|NEIC|FIJI ISLANDS REGION
3330284|2011-11-22T18:48:16|-15.3083|-65.1634|560.3|ISC|ISC|ISC|602009793|MW|6.6|GCMT|CENTRAL BOLIVIA
3330208|2011-11-21T01:39:08|-23.0814|-178.7455|401.2|ISC|ISC|ISC|17545938|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS
3324521|2011-10-27T00:15:24|-17.9419|-179.4302|606.0|ISC|ISC|ISC|17433354|MW|6.0|GCMT|FIJI ISLANDS REGION
3323209|2011-10-04T01:37:28|26.7744|140.5372|447.7|ISC|ISC|ISC|17325206|MW|5.7|GCMT|BONIN ISLANDS, JAPAN REGION
3323040|2011-10-01T04:21:51|7.3803|123.7425|611.5|ISC|ISC|ISC|17316616|MW|5.3|GCMT|MINDANAO, PHILIPPINES
3322809|2011-09-27T00:37:35|-17.7448|-178.2491|530.4|ISC|ISC|ISC|17271053|MW|5.3|GCMT|FIJI ISLANDS REGION
3322742|2011-09-26T03:39:24|-7.3526|123.1553|566.2|ISC|ISC|ISC|17268942|MW|5.2|GCMT|BANDA SEA
3322357|2011-09-19T09:07:21|47.6636|147.5431|412.7|ISC|ISC|ISC|17240087|MW|5.2|GCMT|NORTHWEST OF KURIL ISLANDS
3322252|2011-09-15T19:31:03|-21.593|-179.324|629.0|ISC|ISC|ISC|17227549|MW|7.3|GCMT|FIJI ISLANDS REGION
4603427|2011-09-02T13:50:40|-28.4875|-63.1571|602.0|ISC|ISC|ISC|17497182|mb|5.3|ISC|SANTIAGO DEL ESTERO PROV., ARG.
3321489|2011-09-02T13:47:10|-28.4135|-63.136|592.7|ISC|ISC|ISC|17172511|MW|6.7|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
3321329|2011-08-31T21:37:57|-23.8215|-179.7177|515.0|ISC|ISC|ISC|17103727|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3321216|2011-08-30T06:57:41|-6.3592|126.7502|467.2|ISC|ISC|ISC|17033144|MW|6.9|GCMT|BANDA SEA
3321129|2011-08-27T20:31:53|-24.5528|179.9945|509.5|ISC|ISC|ISC|17030708|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS
3320855|2011-08-22T22:18:50|-18.3168|-177.988|600.0|ISC|ISC|ISC|16998167|mb|5.0|NEIC|FIJI ISLANDS REGION
3320665|2011-08-19T03:54:26|-16.5461|-176.8522|405.9|ISC|ISC|ISC|603237729|MW|6.2|GCMT|FIJI ISLANDS REGION
3320292|2011-08-14T12:58:24|-22.8442|-179.4651|564.5|ISC|ISC|ISC|16949738|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
4570780|2011-08-11T01:13:41|-24.7842|-179.9469|499.7|ISC|ISC|ISC|16944251|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS
3319904|2011-08-09T11:11:21|-20.5027|-178.3504|552.2|ISC|ISC|ISC|16922381|MW|5.4|GCMT|FIJI ISLANDS REGION
3319845|2011-08-08T02:35:04|-5.8738|111.3023|508.3|ISC|ISC|ISC|16921566|mb|5.0|NEIC|JAVA SEA
3319798|2011-08-07T06:22:34|-11.7919|168.3842|402.5|ISC|ISC|ISC|16919922|MW|5.7|GCMT|SANTA CRUZ ISLANDS REGION
3319468|2011-08-02T19:18:47|-23.951|179.131|535.4|ISC|ISC|ISC|603237568|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS
3318959|2011-07-29T08:19:08|-23.5071|-179.818|532.0|ISC|ISC|ISC|16910312|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3318958|2011-07-29T07:50:54|-23.7911|179.7822|525.8|ISC|ISC|ISC|16918093|mb|5.2|NEIC|SOUTH OF FIJI ISLANDS
3318957|2011-07-29T07:42:22|-23.7284|179.8252|522.8|ISC|ISC|ISC|603487600|MW|6.7|GCMT|SOUTH OF FIJI ISLANDS
3318415|2011-07-22T06:56:39|-20.2978|-178.4441|602.9|ISC|ISC|ISC|16876717|MW|5.9|GCMT|FIJI ISLANDS REGION
3318280|2011-07-19T18:20:30|-25.0717|178.5711|575.1|ISC|ISC|ISC|16918013|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3318218|2011-07-19T07:15:54|-23.6004|179.1942|548.3|ISC|ISC|ISC|16918006|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS
3318208|2011-07-18T18:15:25|52.7153|153.1818|503.0|ISC|ISC|ISC|16917999|MW|5.5|GCMT|NORTHWEST OF KURIL ISLANDS
3317986|2011-07-15T18:00:24|27.0547|140.2077|483.4|ISC|ISC|ISC|16844777|MW|5.4|GCMT|BONIN ISLANDS, JAPAN REGION
3317328|2011-07-07T19:08:35|-17.8235|-178.6161|556.5|ISC|ISC|ISC|16719726|MW|5.4|GCMT|FIJI ISLANDS REGION
3316549|2011-06-25T21:16:55|-24.4927|179.5213|533.5|ISC|ISC|ISC|602918769|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS
3316516|2011-06-24T17:23:43|6.6737|123.6211|595.9|ISC|ISC|ISC|16679647|MW|5.3|GCMT|MINDANAO, PHILIPPINES
3316387|2011-06-22T22:16:55|-21.7836|-179.0205|550.0|ISC|ISC|ISC|16720973|mb|5.2|NEIC|FIJI ISLANDS REGION
3314920|2011-06-13T12:46:00|-19.2604|-177.4123|569.9|ISC|ISC|ISC|16593458|MW|5.3|GCMT|FIJI ISLANDS REGION
3314806|2011-06-12T05:24:26|-14.339|171.3982|621.9|ISC|ISC|ISC|16720904|mb|5.2|NEIC|VANUATU ISLANDS REGION
3289354|2011-06-08T15:40:14|-4.5571|150.0123|505.4|ISC|ISC|ISC|16720886|MW|5.5|GCMT|NEW BRITAIN REGION, P.N.G.
3288892|2011-06-01T23:34:18|27.0672|140.3956|467.5|ISC|ISC|ISC|16554282|MW|5.2|GCMT|BONIN ISLANDS, JAPAN REGION
8667365|2011-05-25T10:02:52|49.0973|147.613|568.4|ISC|ISC|ISC|602608607|MW|5.3|GCMT|SEA OF OKHOTSK
3287922|2011-05-19T06:33:11|-7.0059|123.4152|624.5|ISC|ISC|ISC|16528330|MW|5.3|GCMT|BANDA SEA
3287848|2011-05-17T12:44:10|-23.5217|-63.7135|544.7|ISC|ISC|ISC|16527335|MW|5.4|GCMT|SALTA PROVINCE, ARGENTINA
3287434|2011-05-12T12:29:25|-19.7309|-177.7593|600.0|ISC|ISC|ISC|16560042|mb|5.1|NEIC|FIJI ISLANDS REGION
3287001|2011-05-10T15:26:05|43.3199|131.0913|554.9|ISC|ISC|ISC|16503286|MW|5.7|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.
3286426|2011-05-08T00:09:20|-20.3756|-178.2771|587.0|ISC|ISC|ISC|16560931|mb|5.0|NEIC|FIJI ISLANDS REGION
3286124|2011-05-04T16:13:27|-20.3188|-178.4423|576.8|ISC|ISC|ISC|16493787|MW|5.6|GCMT|FIJI ISLANDS REGION
3285144|2011-04-23T21:09:10|-16.306|-179.4328|514.8|ISC|ISC|ISC|16452975|MW|5.4|GCMT|FIJI ISLANDS REGION
3284470|2011-04-17T13:02:07|-20.3204|-178.6575|610.4|ISC|ISC|ISC|16505415|MW|5.4|GCMT|FIJI ISLANDS REGION
3284455|2011-04-17T01:58:49|-27.5503|-63.3064|562.1|ISC|ISC|ISC|16442401|MW|5.8|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
3284453|2011-04-17T01:24:32|-27.6129|-63.3399|565.7|ISC|ISC|ISC|16442398|MW|5.4|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
3284320|2011-04-16T09:20:26|27.9827|139.456|520.7|ISC|ISC|ISC|601721538|MW|5.2|GCMT|BONIN ISLANDS, JAPAN REGION
3283261|2011-04-11T02:01:19|-17.7572|-178.3942|537.5|ISC|ISC|ISC|16706349|MW|5.4|GCMT|FIJI ISLANDS REGION
3283250|2011-04-10T16:18:18|-23.6305|179.9529|528.4|ISC|ISC|ISC|16416048|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3282428|2011-04-05T04:10:07|-17.6396|-178.5315|552.4|ISC|ISC|ISC|16408846|MW|5.7|GCMT|FIJI ISLANDS REGION
3282255|2011-04-03T14:07:08|-17.6066|-178.5336|547.2|ISC|ISC|ISC|16506172|MW|6.4|GCMT|FIJI ISLANDS REGION
3282168|2011-04-02T18:50:22|-24.4752|-179.7074|483.3|ISC|ISC|ISC|16506159|mb|5.1|NEIC|SOUTH OF FIJI ISLANDS
3280870|2011-03-27T10:59:25|-24.0476|179.9984|515.8|ISC|ISC|ISC|16459614|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3280824|2011-03-26T11:10:38|-18.3497|-178.0623|464.6|ISC|ISC|ISC|16361187|MW|5.4|GCMT|FIJI ISLANDS REGION
3280647|2011-03-23T14:14:40|-21.0144|-178.5535|583.4|ISC|ISC|ISC|600018278|MW|5.3|GCMT|FIJI ISLANDS REGION
3280453|2011-03-20T19:46:54|-25.244|179.767|494.6|ISC|ISC|ISC|16462028|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3279356|2011-03-10T17:08:37|-6.8567|116.73|518.6|ISC|ISC|ISC|16298996|MW|6.6|GCMT|BALI SEA
3278475|2011-02-24T18:32:00|-18.0152|-178.3029|623.3|ISC|ISC|ISC|16155427|MW|5.2|GCMT|FIJI ISLANDS REGION
3283529|2011-02-21T11:02:51|-26.0689|178.4231|631.0|ISC|ISC|ISC|16168889|mb|5.1|NEIC|SOUTH OF FIJI ISLANDS
3278381|2011-02-21T10:57:51|-26.0435|178.4765|551.8|ISC|ISC|ISC|16245260|MW|6.5|GCMT|SOUTH OF FIJI ISLANDS
3278117|2011-02-16T15:55:59|-20.2134|-177.5816|525.9|ISC|ISC|ISC|16168864|mb|5.0|NEIC|FIJI ISLANDS REGION
3277825|2011-02-11T03:31:31|-23.4788|-179.7992|555.5|ISC|ISC|ISC|16020433|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3277780|2011-02-10T14:41:59|4.0464|123.0339|531.2|ISC|ISC|ISC|16020160|MW|6.5|GCMT|CELEBES SEA
3277775|2011-02-10T14:39:28|4.1297|123.0624|532.8|ISC|ISC|ISC|602064445|MW|6.5|GCMT|CELEBES SEA
3277679|2011-02-07T19:53:42|-7.0927|155.3183|414.8|ISC|ISC|ISC|16009379|MW|6.5|GCMT|SOLOMON ISLANDS
3277322|2011-02-02T16:38:11|-24.786|-179.9506|515.5|ISC|ISC|ISC|16168794|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3276973|2011-01-29T02:41:18|-17.9804|-178.0363|593.7|ISC|ISC|ISC|16019276|MW|5.3|GCMT|FIJI ISLANDS REGION
3276898|2011-01-28T12:41:01|-19.1969|-178.0479|615.5|ISC|ISC|ISC|16019274|MW|5.4|GCMT|FIJI ISLANDS REGION
3276897|2011-01-28T12:37:18|-21.3506|-178.5962|569.0|ISC|ISC|ISC|15978004|MW|5.3|GCMT|FIJI ISLANDS REGION
3276494|2011-01-24T08:37:44|-23.4535|-179.6981|536.0|ISC|ISC|ISC|16019257|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3275810|2011-01-13T10:41:41|-22.4026|-179.1942|555.5|ISC|ISC|ISC|15931416|MW|5.3|GCMT|SOUTH OF FIJI ISLANDS
3275804|2011-01-12T21:32:54|26.967|140.0156|524.5|ISC|ISC|ISC|15925918|MW|6.5|GCMT|BONIN ISLANDS, JAPAN REGION
4252115|2011-01-01T09:59:37|-26.8683|-63.2194|600.0|ISC|ISC|ISC|16394566|mb|5.7|ISC|SANTIAGO DEL ESTERO PROV., ARG.
3207531|2011-01-01T09:56:58|-26.8513|-63.2373|584.3|ISC|ISC|ISC|601988567|MW|7.0|GCMT|SANTIAGO DEL ESTERO PROV., ARG.
3207693|2010-12-29T23:27:03|-23.2654|-179.9345|550.0|ISC|ISC|ISC|15897948|mb|5.0|NEIC|SOUTH OF FIJI ISLANDS
3207524|2010-12-28T08:34:17|-23.4129|-179.7154|550.9|ISC|ISC|ISC|600191624|MW|6.3|GCMT|SOUTH OF FIJI ISLANDS
3207002|2010-12-17T22:14:26|-8.5761|-71.5152|572.9|ISC|ISC|ISC|15898465|MW|5.2|GCMT|WESTERN BRAZIL
