#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | gcmt_lat | gcmt_lon | gcmt_dep | gcmt_mag | gcmt magtype| M0(dyne_cm)
2876716|2010-07-24T05:35:01|6.1711|123.5626|564.7|ISC|ISC|ISC|15009694|MW|6.6|GCMT|MINDANAO, PHILIPPINES|6.23|123.56|556.4|6.6|Mw|8.86e25
2876688|2010-07-23T23:15:09|6.7403|123.327|633.7|ISC|ISC|ISC|15640291|MW|7.5|GCMT|MINDANAO, PHILIPPINES|6.83|123.48|641.4|7.4|Mw|1.87e27
2876682|2010-07-23T22:51:13|6.4232|123.5796|584.7|ISC|ISC|ISC|17178792|MW|7.7|GCMT|MINDANAO, PHILIPPINES|nan|nan|nan|nan|nan|3.64e27
2876678|2010-07-23T22:08:11|6.7113|123.4876|610.2|ISC|ISC|ISC|15008002|MW|7.3|GCMT|MINDANAO, PHILIPPINES|6.54|123.59|596.8|7.3|Mw|1.15e27
2875009|2010-07-08T12:48:21|-24.0106|-179.7461|505.5|ISC|ISC|ISC|15088660|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS|-24.03|-179.70|536.5|5.8|Mw|5.37e24
2874669|2010-06-30T04:31:01|-23.285|179.1797|572.8|ISC|ISC|ISC|600793004|MW|6.4|GCMT|SOUTH OF FIJI ISLANDS|-23.19|179.26|581.6|6.4|Mw|4.47e25
2874365|2010-06-22T22:16:21|-19.2325|-177.4436|571.7|ISC|ISC|ISC|14834745|MW|5.8|GCMT|FIJI ISLANDS REGION|-19.16|-177.49|587.4|5.8|Mw|6.5e24
2850834|2010-05-24T16:18:28|-8.1152|-71.6412|582.1|ISC|ISC|ISC|14721069|MW|6.5|GCMT|WESTERN BRAZIL|-8.08|-71.64|591.4|6.4|Mw|5.83e25
8192424|2010-04-11T22:08:11|37.0075|-3.4764|619.6|ISC|ISC|ISC|600257778|MW|6.3|GCMT|SPAIN|37.10|-3.69|616.5|6.3|Mw|4.16e25
2847149|2010-03-20T14:00:50|-3.3752|152.2786|418.9|ISC|ISC|ISC|15192163|MW|6.6|GCMT|NEW IRELAND REGION, P.N.G.|-3.32|152.33|413.5|6.6|Mw|9.2e25
2846275|2010-03-08T09:47:10|19.3514|144.7599|446.9|ISC|ISC|ISC|14374408|MW|6.1|GCMT|MARIANA ISLANDS|19.26|144.67|432.2|6.1|Mw|1.66e25
2844629|2010-02-18T01:13:18|42.6027|130.6993|573.7|ISC|ISC|ISC|14316424|MW|6.9|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.|42.48|130.66|578.7|6.9|Mw|2.61e26
2844260|2010-02-07T23:22:53|-23.3397|-179.8307|531.9|ISC|ISC|ISC|14298529|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|2.82e24
2844256|2010-02-07T22:28:20|-23.315|-179.8153|545.5|ISC|ISC|ISC|14298519|MW|5.9|GCMT|SOUTH OF FIJI ISLANDS|-23.26|-179.83|554.8|5.8|Mw|7.46e24
2842323|2009-12-23T05:42:01|-6.8692|125.6928|525.1|ISC|ISC|ISC|14198543|MW|5.7|GCMT|BANDA SEA|-6.92|125.70|535.3|5.6|Mw|3.76e24
2841914|2009-12-10T02:30:52|53.3987|152.7985|653.2|ISC|ISC|ISC|16413692|MW|6.3|GCMT|SEA OF OKHOTSK|53.44|152.77|655.7|6.3|Mw|3.26e25
2841295|2009-11-22T22:47:27|-31.5501|179.5594|434.9|ISC|ISC|ISC|16012912|MW|6.2|GCMT|KERMADEC ISLANDS REGION|-31.47|179.66|437.1|6.2|Mw|2.18e25
2841270|2009-11-22T07:48:21|-17.8225|-178.3704|526.8|ISC|ISC|ISC|13980832|MW|6.3|GCMT|FIJI ISLANDS REGION|-17.72|-178.36|546.4|6.3|Mw|3.82e25
2840937|2009-11-13T07:27:13|-17.9607|-64.2228|612.0|ISC|ISC|ISC|16012840|MW|5.8|GCMT|CENTRAL BOLIVIA|-17.96|-64.22|611.8|5.8|Mw|7.11e24
2840898|2009-11-12T02:13:38|-21.054|-178.6818|581.5|ISC|ISC|ISC|16012831|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.93|-178.70|583.6|5.7|Mw|5.07e24
2840820|2009-11-09T10:44:54|-17.2674|178.4528|591.3|ISC|ISC|ISC|13921941|MW|7.3|GCMT|FIJI ISLANDS|-17.11|178.53|603.9|7.3|Mw|1e27
2840269|2009-10-25T07:53:51|-23.0354|-179.101|413.0|ISC|ISC|ISC|13881659|MW|6.0|GCMT|SOUTH OF FIJI ISLANDS|-23.00|-178.97|419.3|6.0|Mw|1.1e25
2839291|2009-10-07T21:41:14|4.0873|122.5378|586.8|ISC|ISC|ISC|13825950|MW|6.8|GCMT|CELEBES SEA|4.11|122.51|579.6|6.8|Mw|1.79e26
2839155|2009-10-04T10:58:00|6.6747|123.5053|635.0|ISC|ISC|ISC|13894726|MW|6.6|GCMT|MINDANAO, PHILIPPINES|6.77|123.56|625.8|6.6|Mw|1.08e26
2837616|2009-08-28T01:51:19|-7.2021|123.4606|640.1|ISC|ISC|ISC|15161414|MW|6.9|GCMT|BANDA SEA|-7.09|123.46|634.4|6.9|Mw|2.74e26
2873047|2009-08-16T22:03:09|-17.9574|-179.3011|625.7|ISC|ISC|ISC|16104182|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.94|-179.18|649.1|5.5|Mw|2.15e24
2872982|2009-08-15T23:30:19|-19.8755|-178.1389|609.4|ISC|ISC|ISC|15160132|MW|5.6|GCMT|FIJI ISLANDS REGION|-19.83|-178.17|608.4|5.6|Mw|2.87e24
2872637|2009-08-08T21:53:04|-22.6942|179.2249|610.3|ISC|ISC|ISC|15159574|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-22.82|179.24|634.9|5.5|Mw|2.15e24
2870312|2009-06-08T04:33:18|-22.2368|-179.4757|607.9|ISC|ISC|ISC|15155911|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-22.20|-179.43|607.6|5.5|Mw|2.25e24
2870291|2009-06-07T12:46:29|-21.9565|-179.4974|585.9|ISC|ISC|ISC|15155855|MW|5.5|GCMT|FIJI ISLANDS REGION|-22.05|-179.39|607.3|5.5|Mw|2.53e24
2869700|2009-05-23T02:59:27|-24.4709|178.8838|559.6|ISC|ISC|ISC|12854208|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-24.40|178.99|561.0|5.5|Mw|1.93e24
2868527|2009-04-18T17:49:39|-20.6084|-178.3749|568.8|ISC|ISC|ISC|15153797|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.58|-178.41|574.8|5.7|Mw|4.78e24
2868263|2009-04-13T13:36:46|-6.8508|125.0728|549.2|ISC|ISC|ISC|15153694|MW|5.6|GCMT|BANDA SEA|-6.80|125.17|554.7|5.6|Mw|2.95e24
2866693|2009-03-05T19:33:15|-17.5205|-178.9117|538.4|ISC|ISC|ISC|15153057|MW|5.9|GCMT|FIJI ISLANDS REGION|-17.46|-178.90|553.3|5.9|Mw|8.28e24
2866206|2009-02-20T01:46:18|-18.4361|-178.6623|522.2|ISC|ISC|ISC|11712986|MW|5.6|NEIC|FIJI ISLANDS REGION|-18.44|-178.53|534.4|5.6|Mw|3.43e24
2865167|2009-01-29T22:28:06|-8.1368|-71.4838|610.0|ISC|ISC|ISC|13434078|MW|5.6|NEIC|WESTERN BRAZIL|-8.16|-71.52|614.6|5.6|Mw|3.41e24
2865073|2009-01-27T06:29:12|-17.885|-178.5536|593.0|ISC|ISC|ISC|11625177|MW|5.8|NEIC|FIJI ISLANDS REGION|-17.81|-178.51|612.7|5.9|Mw|7.72e24
2865034|2009-01-26T11:54:40|-17.8406|-178.516|595.0|ISC|ISC|ISC|11617580|MW|5.8|NEIC|FIJI ISLANDS REGION|-17.83|-178.55|616.5|5.8|Mw|6.71e24
2864942|2009-01-24T09:01:57|-19.618|-178.9905|667.0|ISC|ISC|ISC|11617194|mb|5.2|NEIC|FIJI ISLANDS REGION|-19.74|-178.90|682.5|5.6|Mw|2.8e24
2864167|2009-01-07T16:25:33|-20.6817|-179.1075|661.9|ISC|ISC|ISC|11534067|mb|5.3|NEIC|FIJI ISLANDS REGION|-20.62|-179.15|669.0|5.6|Mw|3.27e24
2862575|2008-12-18T20:57:39|-23.6882|179.9779|546.0|ISC|ISC|ISC|13403171|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-23.84|-179.65|562.4|5.6|Mw|2.66e24
2862473|2008-12-17T10:55:59|-17.8607|-178.3674|531.6|ISC|ISC|ISC|12077906|MW|5.8|GCMT|FIJI ISLANDS REGION|-17.77|-178.30|547.8|5.8|Mw|6.48e24
2861950|2008-12-09T18:51:15|-21.0018|-178.8659|599.2|ISC|ISC|ISC|13402353|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.89|-178.62|607.4|5.7|Mw|4.37e24
2861677|2008-12-06T10:55:27|-7.4744|124.6985|406.3|ISC|ISC|ISC|13402074|MW|6.4|GCMT|BANDA SEA|-7.44|124.84|407.0|6.4|Mw|5.21e25
2860926|2008-11-24T09:03:00|54.2201|154.2934|505.3|ISC|ISC|ISC|13401002|MW|7.3|GCMT|SEA OF OKHOTSK|54.27|154.72|502.3|7.3|Mw|1.11e27
2860612|2008-11-19T20:38:58|-22.36|-179.6525|598.2|ISC|ISC|ISC|13400633|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS|-22.20|-179.30|604.1|5.8|Mw|6.93e24
2854370|2008-09-03T11:25:14|-26.83|-63.1933|570.6|ISC|ISC|ISC|12951880|MW|6.3|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-26.85|-63.30|571.3|6.3|Mw|3.32e25
2798769|2008-07-20T21:30:30|27.7733|139.7055|485.0|ISC|ISC|ISC|11134010|MW|5.8|GCMT|BONIN ISLANDS, JAPAN REGION|27.81|139.60|485.6|5.8|Mw|6.96e24
2735515|2008-07-05T02:12:06|53.9462|152.8633|646.1|ISC|ISC|ISC|12951048|MW|7.7|GCMT|SEA OF OKHOTSK|54.12|153.37|610.8|7.7|Mw|4.48e27
2724685|2008-07-03T03:02:35|-23.5142|-179.7433|562.3|ISC|ISC|ISC|13379235|MW|6.2|GCMT|SOUTH OF FIJI ISLANDS|-23.41|-179.69|589.9|6.2|Mw|2.81e25
2760452|2008-06-20T03:16:02|-4.7934|148.9548|608.9|ISC|ISC|ISC|10994915|MW|5.5|GCMT|BISMARCK SEA|-4.81|148.99|606.7|5.5|Mw|1.92e24
2725850|2008-06-15T01:13:10|-17.7364|-179.7135|588.6|ISC|ISC|ISC|11783097|MW|5.9|GCMT|FIJI ISLANDS REGION|-17.77|-179.66|623.6|5.9|Mw|9.79e24
2740220|2008-05-19T10:08:36|42.4852|131.882|515.6|ISC|ISC|ISC|13376713|MW|5.7|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.|42.51|131.96|530.3|5.6|Mw|3.7e24
2784464|2008-04-29T19:10:02|-6.1692|127.557|404.9|ISC|ISC|ISC|12948722|MW|5.9|GCMT|BANDA SEA|-6.08|127.61|412.2|5.9|Mw|9.56e24
2728435|2008-04-18T20:39:07|-17.3916|-179.0091|556.2|ISC|ISC|ISC|13225416|MW|6.3|GCMT|FIJI ISLANDS REGION|-17.26|-178.98|577.8|6.3|Mw|3.71e25
2687408|2008-04-10T13:07:22|-26.2456|178.2696|619.6|ISC|ISC|ISC|10875529|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-25.98|178.19|622.6|5.5|Mw|2.11e24
2670642|2008-02-07T09:25:32|-22.6054|-179.2316|485.2|ISC|ISC|ISC|13213685|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-22.65|-178.96|494.0|5.6|Mw|2.92e24
2647592|2008-02-01T12:10:08|-21.5888|-179.3783|626.1|ISC|ISC|ISC|12942168|MW|6.0|GCMT|FIJI ISLANDS REGION|-21.53|-179.27|629.5|6.0|Mw|1.27e25
2717220|2008-01-18T19:31:13|-20.9809|-179.1907|641.5|ISC|ISC|ISC|13337160|MW|5.5|GCMT|FIJI ISLANDS REGION|-20.91|-179.00|649.2|5.5|Mw|1.95e24
2704829|2008-01-15T17:52:16|-21.9873|-179.5799|597.0|ISC|ISC|ISC|13335302|MW|6.5|GCMT|FIJI ISLANDS REGION|-22.05|-179.34|603.3|6.5|Mw|7.31e25
2589246|2007-11-19T00:52:12|-21.2118|-178.6727|558.9|ISC|ISC|ISC|13269419|MW|6.3|GCMT|FIJI ISLANDS REGION|-21.05|-178.63|562.5|6.3|Mw|3.27e25
2579960|2007-10-16T21:05:43|-25.7449|179.5019|501.2|ISC|ISC|ISC|13243585|MW|6.6|GCMT|SOUTH OF FIJI ISLANDS|-25.70|179.72|512.4|6.6|Mw|9.84e25
2512111|2007-10-05T07:17:54|-25.1987|179.4462|521.3|ISC|ISC|ISC|13235686|MW|6.5|GCMT|SOUTH OF FIJI ISLANDS|-25.27|179.50|540.8|6.5|Mw|6.78e25
2619435|2007-09-25T05:16:01|-31.0103|-179.9741|417.5|ISC|ISC|ISC|13204071|MW|6.2|GCMT|KERMADEC ISLANDS REGION|-30.69|-179.85|420.6|6.2|Mw|2.27e25
2573792|2007-09-14T11:51:30|-23.6272|179.6386|546.3|ISC|ISC|ISC|12963934|MW|5.9|GCMT|SOUTH OF FIJI ISLANDS|-23.64|179.83|580.2|5.9|Mw|7.81e24
2619813|2007-08-23T11:34:25|-19.9628|-177.768|556.1|ISC|ISC|ISC|12811557|MW|5.7|GCMT|FIJI ISLANDS REGION|-19.87|-177.65|579.2|5.7|Mw|3.98e24
2561144|2007-08-11T18:04:53|-22.2448|-179.5024|607.5|ISC|ISC|ISC|12801848|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|-22.20|-179.40|609.9|5.7|Mw|4.35e24
2491944|2007-08-02T15:11:43|-21.5774|-179.3861|617.4|ISC|ISC|ISC|13199746|MW|5.6|GCMT|FIJI ISLANDS REGION|-21.61|-179.03|622.1|5.6|Mw|3.56e24
2632619|2007-07-26T13:52:31|-20.6032|-178.5122|568.1|ISC|ISC|ISC|13199361|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.44|-178.41|583.2|5.7|Mw|4.01e24
2616686|2007-07-23T00:08:32|-4.4621|149.897|560.6|ISC|ISC|ISC|13199135|MW|5.9|GCMT|BISMARCK SEA|-4.45|150.01|562.2|5.9|Mw|8.4e24
2609353|2007-07-21T13:27:03|-8.0859|-71.2071|633.7|ISC|ISC|ISC|13198989|MW|6.0|GCMT|WESTERN BRAZIL|-8.08|-71.30|637.5|6.0|Mw|1.41e25
2480294|2007-07-01T10:21:59|-22.3143|-179.5583|610.1|ISC|ISC|ISC|13197899|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-22.32|-179.37|610.5|5.6|Mw|3.09e24
2452006|2007-05-13T11:26:43|-19.5716|-179.3121|672.2|ISC|ISC|ISC|12654377|MW|5.8|GCMT|FIJI ISLANDS REGION|-19.58|-179.03|694.9|5.8|Mw|6.41e24
2435670|2007-05-09T09:01:47|6.5986|123.9728|579.1|ISC|ISC|ISC|12651395|MW|5.6|GCMT|MINDANAO, PHILIPPINES|6.62|123.91|569.2|5.6|Mw|3.36e24
2429456|2007-05-07T20:32:32|-21.275|-178.6353|550.1|ISC|ISC|ISC|12650275|MW|5.7|GCMT|FIJI ISLANDS REGION|-21.08|-178.48|573.2|5.7|Mw|4.02e24
2426242|2007-05-07T00:24:46|-19.2276|-179.3602|651.6|ISC|ISC|ISC|12649686|MW|5.6|GCMT|FIJI ISLANDS REGION|-19.37|-178.99|696.6|5.6|Mw|3.49e24
2425804|2007-05-06T22:01:09|-19.4789|-179.3014|692.1|ISC|ISC|ISC|12649609|MW|6.0|GCMT|FIJI ISLANDS REGION|-19.31|-179.05|691.6|6.0|Mw|1.48e25
2540926|2007-04-21T07:12:48|-3.5537|151.3511|407.8|ISC|ISC|ISC|11930835|MW|6.1|GCMT|NEW IRELAND REGION, P.N.G.|-3.46|151.46|405.0|6.1|Mw|1.86e25
2503701|2007-04-17T03:16:05|-31.8565|179.6893|413.9|ISC|ISC|ISC|11927415|MW|5.6|GCMT|KERMADEC ISLANDS REGION|-31.55|179.93|427.8|5.6|Mw|3.04e24
2451103|2007-04-09T02:24:30|-20.2021|-178.0839|607.7|ISC|ISC|ISC|11920264|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.00|-177.97|613.7|5.9|Mw|1.02e25
2476415|2007-03-23T22:30:54|-18.9532|-178.4036|606.6|ISC|ISC|ISC|11702613|MW|5.8|GCMT|FIJI ISLANDS REGION|-18.87|-178.24|644.6|5.8|Mw|5.91e24
2427823|2007-03-09T03:22:42|43.2267|133.5104|441.4|ISC|ISC|ISC|11693238|MW|6.0|GCMT|PRIMOR'YE, RUSSIA|43.22|133.65|451.1|6.0|Mw|1.39e25
2456841|2007-02-17T23:41:45|-4.1215|154.4563|479.1|ISC|ISC|ISC|11504819|MW|5.5|GCMT|SOLOMON ISLANDS|-3.95|154.46|465.9|5.5|Mw|2.59e24
2534944|2007-01-28T08:12:32|-17.8086|179.8723|576.9|ISC|ISC|ISC|10397271|MW|5.6|GCMT|FIJI ISLANDS|-17.73|179.90|594.5|5.6|Mw|2.97e24
2429309|2007-01-08T20:52:21|-18.6573|-177.7743|410.5|ISC|ISC|ISC|10381889|MW|6.3|GCMT|FIJI ISLANDS REGION|-18.46|-177.68|423.7|6.3|Mw|3.18e25
2374242|2006-12-24T08:01:05|-6.8458|116.531|520.2|ISC|ISC|ISC|9140109|MW|5.6|GCMT|BALI SEA|-6.79|116.63|531.1|5.6|Mw|2.89e24
2368935|2006-12-22T13:51:55|-17.6931|-178.5876|569.2|ISC|ISC|ISC|9140035|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.49|-178.58|598.0|5.5|Mw|2.11e24
2321782|2006-12-10T00:43:03|-18.8051|-177.9866|566.8|ISC|ISC|ISC|11123357|MW|5.5|GCMT|FIJI ISLANDS REGION|-18.66|-177.90|567.5|5.5|Mw|2.33e24
2336312|2006-11-13T11:56:39|-17.8631|-178.4343|591.0|ISC|ISC|ISC|8943613|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.77|-178.25|619.1|5.5|Mw|2.24e24
2334570|2006-11-13T01:26:36|-26.1608|-63.2916|581.9|ISC|ISC|ISC|8943605|MW|6.8|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-26.10|-63.47|573.4|6.8|Mw|2.26e26
2360131|2006-09-22T02:32:24|-26.8454|-63.1147|583.0|ISC|ISC|ISC|8715617|MW|6.0|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-26.85|-63.05|602.4|6.0|Mw|1.08e25
2313099|2006-09-09T04:13:12|-7.2509|120.1277|579.1|ISC|ISC|ISC|11121472|MW|6.3|GCMT|FLORES SEA|-7.23|120.27|583.2|6.3|Mw|3.36e25
2282092|2006-09-03T22:57:30|-24.1471|178.8667|566.9|ISC|ISC|ISC|8652825|MW|5.9|GCMT|SOUTH OF FIJI ISLANDS|-23.92|179.03|568.8|5.9|Mw|9.45e24
2366313|2006-08-21T22:20:50|33.7334|135.8319|416.7|ISC|ISC|ISC|8652175|MW|5.5|HRVD|NEAR S. COAST OF WESTERN HONSHU|33.65|135.64|419.1|5.5|Mw|1.98e24
2267303|2006-08-02T00:47:03|-31.6192|179.5252|446.0|ISC|ISC|ISC|10699711|MW|5.7|HRVD|KERMADEC ISLANDS REGION|-31.35|179.70|454.2|5.7|Mw|4.19e24
2389963|2006-07-29T02:03:32|-22.256|-179.5635|600.0|ISC|ISC|ISC|8556458|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-22.17|-179.37|627.6|5.5|Mw|1.98e24
2372840|2006-07-23T20:50:52|-17.9133|-178.5984|587.5|ISC|ISC|ISC|8548542|MW|5.8|HRVD|FIJI ISLANDS REGION|-17.97|-178.42|597.9|5.8|Mw|5.7e24
2355691|2006-07-18T19:48:31|-3.9669|154.4046|474.7|ISC|ISC|ISC|10699472|MW|5.6|HRVD|NORTH OF SOLOMON ISLANDS|-3.94|154.44|473.3|5.6|Mw|2.85e24
2355119|2006-07-18T16:02:15|-20.1139|-178.3777|565.4|ISC|ISC|ISC|10173734|MW|5.8|HRVD|FIJI ISLANDS REGION|-20.00|-178.26|600.0|5.7|Mw|5.12e24
2346469|2006-07-16T14:24:01|-19.984|-178.3365|604.5|ISC|ISC|ISC|8531164|MW|5.7|HRVD|FIJI ISLANDS REGION|-19.95|-178.36|600.7|5.7|Mw|4.36e24
2292909|2006-06-27T02:59:16|-19.9576|-178.23|574.9|ISC|ISC|ISC|8496015|MW|6.3|HRVD|FIJI ISLANDS REGION|-19.77|-178.04|596.7|6.3|Mw|3.04e25
2216989|2006-06-11T05:46:01|-20.7525|-179.2498|666.5|ISC|ISC|ISC|8474810|MW|5.9|HRVD|FIJI ISLANDS REGION|-20.66|-179.21|670.3|5.9|Mw|7.58e24
2211042|2006-06-09T10:40:41|-17.9811|-178.5038|572.4|ISC|ISC|ISC|8650401|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.99|-178.46|601.3|5.5|Mw|1.98e24
2210432|2006-06-09T05:58:28|-17.5942|-178.7259|565.7|ISC|ISC|ISC|10698845|MW|6.1|HRVD|FIJI ISLANDS REGION|-17.36|-178.62|585.9|6.1|Mw|1.79e25
2186449|2006-06-02T07:31:36|-20.945|-178.6247|592.0|ISC|ISC|ISC|8443140|MW|6.0|HRVD|FIJI ISLANDS REGION|-20.77|-178.54|584.6|6.0|Mw|1.21e25
2202130|2006-05-06T02:29:31|-25.1388|179.7488|521.9|ISC|ISC|ISC|10698288|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-25.03|179.90|528.2|5.6|Mw|3.05e24
2237209|2006-04-16T11:48:57|30.3195|138.6014|435.6|ISC|ISC|ISC|8320638|MW|5.7|HRVD|SOUTHEAST OF HONSHU, JAPAN|30.29|138.60|423.6|5.7|Mw|5.02e24
2312375|2006-03-28T13:32:48|31.7287|137.8486|408.5|ISC|ISC|ISC|10612344|MW|5.9|HRVD|SOUTHEAST OF HONSHU, JAPAN|31.72|137.79|411.6|5.9|Mw|9.12e24
2308234|2006-03-27T20:08:27|-17.7727|-178.8599|538.5|ISC|ISC|ISC|10611923|MW|5.6|HRVD|FIJI ISLANDS REGION|-17.64|-178.72|559.3|5.6|Mw|3.61e24
2257090|2006-03-20T17:38:07|-23.8761|179.8963|530.2|ISC|ISC|ISC|10607341|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-23.85|179.97|550.7|5.8|Mw|5.43e24
2188298|2006-03-02T15:24:57|-18.0599|-178.3793|612.9|ISC|ISC|ISC|10595878|MW|5.5|HRVD|FIJI ISLANDS REGION|-18.00|-178.24|632.9|5.5|Mw|2.45e24
2287137|2006-02-26T03:08:28|-23.6678|-179.9491|534.3|ISC|ISC|ISC|8106656|MW|6.4|HRVD|SOUTH OF FIJI ISLANDS|-23.59|-179.82|553.9|6.4|Mw|4.56e25
2276285|2006-02-24T14:15:45|-18.0392|-179.5267|622.9|ISC|ISC|ISC|8106597|MW|6.1|HRVD|FIJI ISLANDS REGION|-17.94|-179.42|640.9|6.1|Mw|1.67e25
2186707|2006-02-02T12:48:43|-17.8306|-178.2842|599.6|ISC|ISC|ISC|8079750|MW|6.7|HRVD|FIJI ISLANDS REGION|-17.77|-178.13|611.6|6.7|Mw|1.48e26
2256264|2006-01-23T13:16:35|-25.3923|178.327|599.1|ISC|ISC|ISC|8037832|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-25.20|178.29|589.0|5.6|Mw|3.49e24
2188466|2006-01-02T22:13:40|-19.9742|-178.1096|584.1|ISC|ISC|ISC|8029697|MW|7.2|HRVD|FIJI ISLANDS REGION|-19.80|-177.72|589.5|7.2|Mw|6.94e26
2133175|2005-12-20T18:34:35|-25.4317|179.4629|517.4|ISC|ISC|ISC|7997075|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-25.52|179.48|529.4|5.5|Mw|2.35e24
2083727|2005-12-10T08:24:12|-24.6007|179.9289|507.4|ISC|ISC|ISC|7788815|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-24.61|179.95|503.7|5.6|Mw|2.76e24
2019856|2005-12-01T03:08:39|-21.0586|-179.1217|643.7|ISC|ISC|ISC|7785602|MW|5.5|HRVD|FIJI ISLANDS REGION|-20.97|-178.91|651.0|5.5|Mw|2.55e24
2150011|2005-11-23T19:33:43|50.0656|147.7121|629.2|ISC|ISC|ISC|7750294|MW|5.5|HRVD|SEA OF OKHOTSK|50.04|147.79|638.8|5.5|Mw|2.55e24
2026907|2005-10-01T21:54:08|-23.5988|-63.6645|544.4|ISC|ISC|ISC|7702581|MW|5.6|HRVD|SALTA PROVINCE, ARGENTINA|-23.60|-63.58|558.7|5.6|Mw|3.19e24
2101129|2005-09-12T21:15:04|-17.4748|-177.3684|402.7|ISC|ISC|ISC|7519893|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.15|-177.09|415.7|5.7|Mw|5.01e24
2048881|2005-09-04T23:58:32|2.9386|123.1755|435.6|ISC|ISC|ISC|7520073|MW|6.0|HRVD|CELEBES SEA|3.05|123.32|454.4|6.0|Mw|1.11e25
2022528|2005-09-01T11:22:10|-24.4604|179.9224|519.4|ISC|ISC|ISC|7700173|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-24.55|179.92|542.8|5.6|Mw|2.72e24
2166585|2005-08-25T23:09:17|-23.6453|179.9672|531.3|ISC|ISC|ISC|7553050|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-23.61|-179.83|553.3|5.7|Mw|4.05e24
2035908|2005-05-20T12:40:41|-24.4647|178.8084|559.7|ISC|ISC|ISC|7381637|MW|5.9|HRVD|SOUTH OF FIJI ISLANDS|-24.43|179.04|573.3|5.9|Mw|1.02e25
2031557|2005-04-19T01:46:56|29.6403|139.0243|427.1|ISC|ISC|ISC|7493390|MW|5.9|HRVD|SOUTHEAST OF HONSHU, JAPAN|29.66|139.03|417.9|5.9|Mw|8.25e24
2115376|2005-03-30T17:41:55|-22.4311|-179.7872|586.1|ISC|ISC|ISC|7487375|MW|6.1|HRVD|SOUTH OF FIJI ISLANDS|-22.31|-179.64|585.1|6.1|Mw|1.99e25
2025555|2005-03-21T12:43:11|-24.6809|-63.5083|567.1|ISC|ISC|ISC|7483546|MW|6.4|HRVD|SALTA PROVINCE, ARGENTINA|-24.71|-63.56|572.2|6.4|Mw|4.7e25
2025270|2005-03-21T12:23:53|-24.9411|-63.4567|576.6|ISC|ISC|ISC|7483534|MW|6.8|HRVD|SALTA PROVINCE, ARGENTINA|-24.88|-63.54|572.3|6.8|Mw|2.28e26
2009482|2005-03-19T17:34:45|-21.9283|-179.5441|596.1|ISC|ISC|ISC|7483038|MW|6.3|HRVD|FIJI ISLANDS REGION|-21.88|-179.27|609.2|6.3|Mw|3.45e25
1996223|2005-03-16T03:41:22|-24.3369|179.8947|491.3|ISC|ISC|ISC|7481569|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-24.42|-179.98|525.0|5.5|Mw|2.3e24
2043373|2005-02-27T04:54:49|-17.8069|-178.5689|555.1|ISC|ISC|ISC|7475495|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.66|-178.52|580.9|5.7|Mw|4.44e24
1952015|2005-02-05T12:23:18|5.2896|123.4363|540.4|ISC|ISC|ISC|7470115|MW|7.1|HRVD|MINDANAO, PHILIPPINES|5.47|1223.67|530.6|7.1|Mw|5.23e26
