#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | gcmt_lat | gcmt_lon | gcmt_dep | gcmt_mag | gcmt magtype| M0(dyne_cm)
5152978|2015-07-17T18:49:53|-18.1443|-178.1832|540.4|ISC|ISC|ISC|611712799|MW|5.8|GCMT|FIJI ISLANDS REGION|-18.05|-178.18|549.3|5.8|Mw|7.1e24
5149896|2015-06-23T12:18:30|27.6883|139.7885|472.3|ISC|ISC|ISC|611803311|MW|6.5|GCMT|BONIN ISLANDS, JAPAN REGION|27.68|139.85|458.5|6.5|Mw|7.45e25
5149842|2015-06-21T21:28:16|-20.4655|-178.3692|570.9|ISC|ISC|ISC|611800945|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.34|-178.36|571.1|6.0|Mw|1.22e25
5149577|2015-06-16T06:17:00|-20.3973|-178.9194|656.1|ISC|ISC|ISC|611800923|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.42|-178.93|664.5|6.0|Mw|1.27e25
5149010|2015-06-03T06:59:51|-19.7042|-179.0317|663.4|ISC|ISC|ISC|607277939|mb|5.0|NEIC|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|2.03e24
5148725|2015-05-30T11:23:02|27.8281|140.4939|685.5|ISC|ISC|ISC|607273371|MW|7.9|GCMT|BONIN ISLANDS, JAPAN REGION|27.94|140.56|680.7|7.9|Mw|mww7.65e27
5112952|2015-05-06T12:08:39|-25.7274|178.3572|623.3|ISC|ISC|ISC|607221409|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-25.59|178.17|618.6|5.6|Mw|2.94e24
5112137|2015-04-28T16:39:39|-20.8766|-178.5801|584.1|ISC|ISC|ISC|610587943|MW|6.1|GCMT|FIJI ISLANDS REGION|-20.79|-178.71|591.4|6.1|Mw|1.67e25
5111282|2015-04-21T13:46:30|-18.1786|-178.0664|494.3|ISC|ISC|ISC|607182603|MW|5.8|GCMT|FIJI ISLANDS REGION|-18.32|-178.08|499.6|5.7|Mw|5.3e24
5109197|2015-04-02T04:10:10|-17.8814|-178.5292|561.6|ISC|ISC|ISC|610587340|MW|5.9|GCMT|FIJI ISLANDS REGION|-17.68|-178.57|563.8|5.9|Mw|9.41e24
5075811|2015-03-22T05:46:22|-17.9137|-178.3919|615.9|ISC|ISC|ISC|606858336|MW|6.1|GCMT|FIJI ISLANDS REGION|-17.84|-178.48|615.8|6.1|Mw|1.63e25
5075423|2015-03-17T20:16:18|-17.7984|-178.5597|556.9|ISC|ISC|ISC|610586904|MW|5.6|GCMT|FIJI ISLANDS REGION|-17.79|-178.57|560.0|5.6|Mw|2.95e24
5074587|2015-03-08T15:52:22|-20.0629|-177.7972|558.0|ISC|ISC|ISC|606816204|MW|5.5|GCMT|FIJI ISLANDS REGION|-19.84|-177.95|566.3|5.5|Mw|2.63e24
5007016|2015-02-27T13:45:05|-7.358|122.4906|559.1|ISC|ISC|ISC|610586486|MW|7.0|GCMT|FLORES SEA|-7.35|122.50|551.5|7.0|Mw|3.6e26
5003507|2015-01-28T02:43:19|-20.9998|-178.3597|485.7|ISC|ISC|ISC|610579343|MW|6.2|GCMT|FIJI ISLANDS REGION|-20.97|-178.23|487.5|6.2|Mw|2.22e25
4894531|2015-01-17T18:41:43|-22.2363|-63.1292|560.7|ISC|ISC|ISC|610575600|MW|5.5|GCMT|SALTA PROVINCE, ARGENTINA|-22.12|-63.20|572.6|5.5|Mw|2.52e24
4819590|2014-12-31T02:47:31|-25.4948|178.2221|608.9|NEIC|ISC|ISC|606502976|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-25.73|178.37|606.6|5.5|Mw|2.27e24
4819574|2014-12-31T00:06:09|-20.3096|-178.5461|605.8|NEIC|ISC|ISC|606502974|MW|5.9|GCMT|FIJI ISLANDS REGION|-20.28|-178.61|608.6|5.9|Mw|1.03e25
4819551|2014-12-30T21:17:22|-20.295|-178.576|588.0|MOS|ISC|ISC|610574915|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.27|-178.59|611.5|6.0|Mw|1.33e25
4819294|2014-12-27T18:53:47|-17.9261|-179.49|621.8|NEIC|ISC|ISC|610574847|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.93|-179.48|632.6|5.5|Mw|2.08e24
4818879|2014-12-22T15:13:08|-18.0179|-178.044|589.0|NEIC|ISC|ISC|606414186|MW|5.3|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|1.07e24
4817785|2014-12-11T22:27:45|-20.9347|-178.9082|603.5|NEIC|ISC|ISC|606502847|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.96|-179.06|618.4|5.7|Mw|4.73e24
4816763|2014-12-02T05:11:31|6.1572|123.1261|614.0|NEIC|ISC|ISC|610574254|MW|6.6|GCMT|MINDANAO, PHILIPPINES|6.31|123.17|631.7|6.6|Mw|9.34e25
4815072|2014-11-17T06:20:29|-21.5664|-179.201|614.5|ISC|ISC|ISC|606815429|MW|5.5|GCMT|FIJI ISLANDS REGION|-21.52|-179.23|625.0|5.5|Mw|2.04e24
4813335|2014-11-01T18:57:22|-19.8023|-177.8334|435.3|ISC|ISC|ISC|610573464|MW|7.1|GCMT|FIJI ISLANDS REGION|-19.76|-177.61|445.4|7.1|Mw|5.74e26
4813171|2014-10-30T12:11:36|-6.9627|117.5156|549.2|ISC|ISC|ISC|610610219|MW|5.8|GCMT|BALI SEA|-6.94|117.48|547.4|5.8|Mw|5.44e24
4810015|2014-09-30T22:34:28|-17.8843|-178.485|588.2|ISC|ISC|ISC|610572791|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.85|-178.59|587.0|5.5|Mw|1.94e24
4809042|2014-09-21T17:32:04|27.9979|139.5537|493.3|ISC|ISC|ISC|605477800|MW|5.5|GCMT|BONIN ISLANDS, JAPAN REGION|28.01|139.46|486.3|5.5|Mw|1.91e24
4808702|2014-09-18T04:17:53|50.5717|150.1741|501.9|ISC|ISC|ISC|605303369|MW|5.6|GCMT|NORTHWEST OF KURIL ISLANDS|50.81|149.94|504.4|5.6|Mw|3.03e24
4808199|2014-09-16T13:00:20|-22.3026|-179.4728|584.8|ISC|ISC|ISC|605500964|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-22.30|-179.54|589.5|5.6|Mw|2.69e24
4807662|2014-09-10T16:32:00|-24.7094|179.1703|534.2|ISC|ISC|ISC|605477734|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-24.76|179.26|540.6|5.6|Mw|3.32e24
4725571|2014-07-21T14:54:41|-19.8015|-178.4001|615.4|NEIC|ISC|ISC|605136088|MW|6.9|GCMT|FIJI ISLANDS REGION|-19.68|-178.32|627.1|6.9|Mw|2.95e26
4723783|2014-07-03T09:35:49|-22.1067|-179.48|601.2|NEIC|ISC|ISC|605141859|Mwc|5.5|GCMT|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|1.92e24
4723542|2014-06-30T19:55:33|28.3906|138.8727|527.4|ISC|ISC|ISC|604772921|MW|6.2|GCMT|BONIN ISLANDS, JAPAN REGION|28.42|138.75|522.9|6.2|Mw|2.75e25
4639694|2014-05-23T21:20:07|18.9695|145.1006|565.1|ISC|ISC|ISC|604682137|MW|5.7|GCMT|MARIANA ISLANDS|18.97|145.03|541.6|5.7|Mw|5.21e24
4600909|2014-05-04T09:25:15|-25.9072|178.2219|627.3|ISC|ISC|ISC|604682031|MW|6.4|GCMT|SOUTH OF FIJI ISLANDS|-25.80|178.25|654.5|6.4|Mw|4.65e25
4600908|2014-05-04T09:15:52|-24.7338|179.0407|522.8|ISC|ISC|ISC|604512323|MW|6.6|GCMT|SOUTH OF FIJI ISLANDS|-24.67|179.12|529.6|6.6|Mw|9.02e25
4599063|2014-04-18T07:46:57|-27.733|-62.8113|610.4|ISC|ISC|ISC|604462793|MW|5.6|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-27.89|-62.56|629.3|5.6|Mw|2.83e24
4598941|2014-04-17T04:38:18|4.5134|122.9934|578.9|ISC|ISC|ISC|604460507|MW|5.8|GCMT|CELEBES SEA|4.55|122.82|575.0|5.8|Mw|5.45e24
4489677|2014-03-26T04:23:12|-26.1153|179.4626|490.5|ISC|ISC|ISC|604400779|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS|-26.13|179.59|493.2|5.8|Mw|6.24e24
4489673|2014-03-26T03:29:36|-26.1642|179.2589|495.6|ISC|ISC|ISC|610098947|MW|6.4|GCMT|SOUTH OF FIJI ISLANDS|-26.14|179.32|510.0|6.4|Mw|4.35e25
8350539|2014-03-23T04:31:01|-20.7034|-178.7898|614.8|ISC|ISC|ISC|604400764|MW|5.8|GCMT|FIJI ISLANDS REGION|-20.63|-178.83|621|5.8|Mw|7.25e24
4375044|2014-03-05T09:56:58|-14.835|169.8319|648.0|ISC|ISC|ISC|604400585|MW|6.4|GCMT|VANUATU ISLANDS|-14.64|169.80|660.6|6.4|Mw|4.61e25
4372924|2014-01-27T16:42:37|-19.234|-63.9437|599.3|ISC|ISC|ISC|604035229|MW|5.6|GCMT|SOUTHERN BOLIVIA|-19.24|-63.85|609.24|5.6|Mw|3.11e24
9981639|2014-01-23T00:52:15|-7.1346|120.2947|590.0|ISC|ISC|ISC|603991861|MW|5.5|GCMT|FLORES SEA|-6.98|120.16|587.3|5.5|Mw|1.95e24
4370655|2013-12-25T13:04:42|-18.1901|-177.8214|582.8|ISC|ISC|ISC|603872171|MW|5.6|GCMT|FIJI ISLANDS REGION|-17.87|-178.08|597.3|5.6|Mw|3.51e24
4370315|2013-12-17T17:02:01|-20.755|-178.6712|602.2|ISC|ISC|ISC|603878780|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.64|-178.75|614.2|5.7|Mw|3.99e24
9918052|2013-12-04T14:55:41|-25.4687|178.3534|585.8|ISC|ISC|ISC|603878739|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS|-25.40|178.29|586.0|5.8|Mw|5.31e24
4368979|2013-12-01T10:01:31|-17.5737|-178.2609|534.8|ISC|ISC|ISC|603823983|MW|5.7|GCMT|FIJI ISLANDS REGION|-17.46|-178.33|544.0|5.7|Mw|4.66e24
9418749|2013-11-24T08:47:50|-24.4026|179.15|519.6|ISC|ISC|ISC|603824902|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|-24.30|179.18|535.4|5.7|Mw|3.87e24
4368801|2013-11-19T17:00:45|18.4629|145.165|531.1|ISC|ISC|ISC|603797981|MW|6.0|GCMT|MARIANA ISLANDS|18.54|145.18|515.2|6.0|Mw|1.28e25
9395055|2013-11-03T11:03:40|4.6415|123.4|556.8|ISC|ISC|ISC|603768440|MW|6.0|GCMT|CELEBES SEA|4.76|123.28|543.1|6.0|Mw|1.07e25
9391915|2013-11-01T03:24:09|-20.85|-178.4677|549.5|ISC|ISC|ISC|603828103|MW|5.5|GCMT|FIJI ISLANDS REGION|-20.71|-178.48|554.4|5.5|Mw|1.97e24
4310156|2013-10-01T03:38:21|53.1368|152.8959|578.4|ISC|ISC|ISC|603503926|MW|6.7|GCMT|SEA OF OKHOTSK|53.20|152.81|585.5|6.7|Mw|1.5e26
4309836|2013-09-21T01:39:15|-7.2679|119.9508|550.1|ISC|ISC|ISC|609059456|MW|6.1|GCMT|FLORES SEA|-7.32|119.92|550.7|6.1|Mw|1.55e25
4225091|2013-09-04T00:18:24|29.9768|138.8376|414.4|ISC|ISC|ISC|608458267|MW|6.5|GCMT|SOUTHEAST OF HONSHU, JAPAN|30.02|138.79|412.0|6.5|Mw|7.3e25
9197188|2013-09-02T02:51:13|42.1874|133.6783|450.5|ISC|ISC|ISC|603377120|MW|5.7|GCMT|PRIMOR'YE, RUSSIA|42.19|133.65|454.7|5.7|Mw|4.02e24
9193194|2013-08-29T13:52:27|-19.3976|-179.021|674.3|ISC|ISC|ISC|608161700|MW|5.8|GCMT|FIJI ISLANDS REGION|-19.35|-178.94|684.6|5.8|Mw|5.57e24
9093758|2013-06-07T12:54:10|-23.8633|179.0992|557.7|ISC|ISC|ISC|603055231|MW|5.9|GCMT|SOUTH OF FIJI ISLANDS|-23.83|179.07|557.1|5.9|Mw|8.75e24
4218719|2013-05-24T14:56:31|52.1357|151.5688|632.0|ISC|ISC|ISC|603007143|MW|6.7|GCMT|SEA OF OKHOTSK|52.36|151.48|642.4|6.7|Mw|1.56e26
4218658|2013-05-24T05:44:49|54.815|153.3912|607.0|ISC|ISC|ISC|603007131|MW|8.3|GCMT|SEA OF OKHOTSK|54.61|153.77|611.0|8.3|Mw|3.95e28
4218030|2013-05-14T00:32:26|18.7672|145.2903|611.7|ISC|ISC|ISC|602949682|MW|6.8|GCMT|MARIANA ISLANDS|18.67|145.35|604.7|6.8|Mw|2.14e26
4215721|2013-04-21T03:22:16|29.9644|138.9741|431.3|ISC|ISC|ISC|602873208|MW|6.1|GCMT|SOUTHEAST OF HONSHU, JAPAN|30.02|138.88|429.8|6.1|Mw|1.87e25
9084935|2013-04-06T00:29:55|42.7356|131.0457|572.3|ISC|ISC|ISC|602761442|MW|5.8|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.|42.82|131.05|575.2|5.8|Mw|5.56e24
4214963|2013-04-05T13:00:02|42.7359|131.064|571.3|ISC|ISC|ISC|607304526|MW|6.3|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.|42.77|131.02|571.9|6.3|Mw|3.17e25
9025015|2013-02-26T19:57:54|-21.45|-179.2791|603.5|ISC|ISC|ISC|602563843|MW|5.8|GCMT|FIJI ISLANDS REGION|-21.48|-179.31|626.1|5.8|Mw|5.55e24
4212015|2013-02-22T12:01:58|-27.9052|-63.1349|585.6|ISC|ISC|ISC|602539432|MW|6.1|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-27.89|-63.00|585.7|6.1|Mw|1.77e25
9005984|2013-02-12T01:23:55|-18.2234|-177.8458|524.7|ISC|ISC|ISC|602563748|MW|5.6|GCMT|FIJI ISLANDS REGION|-18.05|-177.85|534.6|5.6|Mw|3.22e24
8924729|2012-11-29T00:30:31|-21.2095|-178.619|550.9|ISC|ISC|ISC|601995144|MW|5.5|GCMT|FIJI ISLANDS REGION|-21.03|-178.67|544.3|5.5|Mw|2.65e24
8917356|2012-11-22T13:07:11|-22.7006|-63.6265|535.3|ISC|ISC|ISC|601993726|MW|5.9|GCMT|SALTA PROVINCE, ARGENTINA|-22.86|-63.69|544.4|5.9|Mw|8.82e24
8906815|2012-11-12T14:47:41|-24.2236|179.0279|555.7|ISC|ISC|ISC|601888253|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|-24.13|178.87|551.2|5.7|Mw|4.91e24
8892910|2012-10-30T07:12:36|-17.97|-178.4601|579.0|ISC|ISC|ISC|601859283|MW|5.5|GCMT|FIJI ISLANDS REGION|-18.04|-178.47|578.7|5.5|Mw|2.25e24
8887463|2012-10-25T18:40:38|-19.8932|-178.1286|603.4|ISC|ISC|ISC|601847473|MW|5.5|GCMT|FIJI ISLANDS REGION|-19.78|-178.13|606.0|5.5|Mw|2.27e24
8884373|2012-10-23T08:53:38|29.0656|139.2767|445.6|ISC|ISC|ISC|601842550|MW|5.9|GCMT|SOUTHEAST OF HONSHU, JAPAN|29.07|139.19|443.0|5.9|Mw|9.97e24
8847907|2012-09-20T21:03:42|-20.8048|-178.3483|570.2|ISC|ISC|ISC|604029851|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.64|-178.30|569.6|5.7|Mw|4.2e24
3377518|2012-08-14T02:59:38|49.75|145.3057|590.7|ISC|ISC|ISC|601562030|MW|7.7|GCMT|SEA OF OKHOTSK|49.97|145.70|598.2|7.7|Mw|4.84e27
8794268|2012-08-05T13:55:10|-21.071|-178.3057|486.3|ISC|ISC|ISC|604029654|MW|5.8|GCMT|FIJI ISLANDS REGION|-21.03|-178.26|491.0|5.8|Mw|5.97e24
8786871|2012-07-29T09:20:55|47.3882|139.1282|506.4|ISC|ISC|ISC|601488090|MW|5.7|GCMT|PRIMOR'YE, RUSSIA|47.29|138.90|506.9|5.7|Mw|4.69e24
8776698|2012-07-20T14:03:13|-21.2362|-179.1433|625.4|ISC|ISC|ISC|601453281|MW|5.5|GCMT|FIJI ISLANDS REGION|-21.26|-179.30|639.3|5.5|Mw|2.27e24
8774227|2012-07-18T08:09:46|-20.8493|-178.4092|538.9|ISC|ISC|ISC|601506011|MW|5.9|GCMT|FIJI ISLANDS REGION|-20.78|-178.49|544.2|5.9|Mw|9.4e24
8741773|2012-06-21T22:34:37|-17.9503|-178.0674|542.8|ISC|ISC|ISC|604029477|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.97|-178.15|552.6|5.5|Mw|2.08e24
8717457|2012-06-02T07:52:54|-22.1017|-63.6574|539.4|ISC|ISC|ISC|601094239|MW|6.0|GCMT|SALTA PROVINCE, ARGENTINA|-22.08|-63.59|549.5|6.0|Mw|1.17e25
8711688|2012-05-29T03:33:24|-22.0687|-179.4969|596.2|ISC|ISC|ISC|601068936|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS|-22.12|-179.37|596.4|5.8|Mw|7.28e24
8710959|2012-05-28T11:50:55|-28.0916|-63.1651|594.0|ISC|ISC|ISC|601038931|MW|5.5|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-28.10|-63.06|595.2|5.5|Mw|1.93e24
3340371|2012-05-28T05:07:23|-28.021|-63.1134|591.1|ISC|ISC|ISC|601038861|MW|6.7|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-28.25|-63.07|591.6|6.7|Mw|1.32e26
3340348|2012-05-26T21:48:09|26.9015|140.1681|481.6|ISC|ISC|ISC|601036709|MW|6.0|GCMT|BONIN ISLANDS, JAPAN REGION|26.48|140.17|472.1|6.0|Mw|1.09e25
3335575|2012-03-05T07:46:09|-28.2579|-63.2916|551.9|ISC|ISC|ISC|600761019|MW|6.1|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-28.19|-63.27|565.1|6.1|Mw|1.89e25
3335289|2012-02-28T15:07:35|28.2088|139.452|508.9|ISC|ISC|ISC|600739405|MW|5.5|GCMT|BONIN ISLANDS, JAPAN REGION|28.23|139.31|504.1|5.5|Mw|2.61e24
3335228|2012-02-27T20:12:10|-20.3191|-178.5986|587.0|ISC|ISC|ISC|600846453|MW|5.5|GCMT|FIJI ISLANDS REGION|-20.21|-178.77|621.4|5.5|Mw|2.04e24
3335168|2012-02-26T16:27:14|-18.1898|-178.3363|599.4|ISC|ISC|ISC|600717282|MW|5.5|GCMT|FIJI ISLANDS REGION|-18.35|-178.30|609.5|5.5|Mw|2.16e24
3334228|2012-02-10T01:47:33|-18.012|-178.4364|577.4|ISC|ISC|ISC|603415407|MW|6.0|GCMT|FIJI ISLANDS REGION|-17.98|-178.42|598.0|5.9|Mw|1.03e25
3333415|2012-01-24T00:52:04|-24.8986|178.5999|579.0|ISC|ISC|ISC|603838896|MW|6.3|GCMT|SOUTH OF FIJI ISLANDS|-25.00|178.72|581.8|6.3|Mw|4.18e25
3331202|2011-12-11T05:30:57|-24.0858|178.665|551.8|ISC|ISC|ISC|600024360|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|3.8e24
3330518|2011-11-28T09:13:11|-7.0337|116.9648|623.6|ISC|ISC|ISC|17595673|MW|5.8|GCMT|BALI SEA|-6.98|116.99|628.9|5.8|Mw|6.91e24
3330284|2011-11-22T18:48:16|-15.3083|-65.1634|560.3|ISC|ISC|ISC|602009793|MW|6.6|GCMT|CENTRAL BOLIVIA|-15.40|-65.18|553.8|6.6|Mw|8.9e25
3324521|2011-10-27T00:15:24|-17.9419|-179.4302|606.0|ISC|ISC|ISC|17433354|MW|6.0|GCMT|FIJI ISLANDS REGION|-17.98|-179.40|608.7|6.0|Mw|1.14e25
3323209|2011-10-04T01:37:28|26.7744|140.5372|447.7|ISC|ISC|ISC|17325206|MW|5.7|GCMT|BONIN ISLANDS, JAPAN REGION|26.73|140.35|439.6|5.7|Mw|3.81e24
3322252|2011-09-15T19:31:03|-21.593|-179.324|629.0|ISC|ISC|ISC|17227549|MW|7.3|GCMT|FIJI ISLANDS REGION|-21.61|-179.21|624.9|7.3|Mw|1.19e27
3321489|2011-09-02T13:47:10|-28.4135|-63.136|592.7|ISC|ISC|ISC|17172511|MW|6.7|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-28.56|-63.08|597.3|6.7|Mw|1.37e26
3321216|2011-08-30T06:57:41|-6.3592|126.7502|467.2|ISC|ISC|ISC|17033144|MW|6.9|GCMT|BANDA SEA|-6.47|126.68|468.7|6.9|Mw|2.65e26
3321129|2011-08-27T20:31:53|-24.5528|179.9945|509.5|ISC|ISC|ISC|17030708|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|-24.47|179.96|516.8|5.7|Mw|4.47e24
3320665|2011-08-19T03:54:26|-16.5461|-176.8522|405.9|ISC|ISC|ISC|603237729|MW|6.2|GCMT|FIJI ISLANDS REGION|-16.52|-176.73|415.0|6.2|Mw|2.92e25
4570780|2011-08-11T01:13:41|-24.7842|-179.9469|499.7|ISC|ISC|ISC|16944251|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|-24.68|179.99|503.5|5.7|Mw|4.86e24
3319845|2011-08-08T02:35:04|-5.8738|111.3023|508.3|ISC|ISC|ISC|16921566|mb|5.0|NEIC|JAVA SEA|nan|nan|nan|nan|nan|1.37e24
3319798|2011-08-07T06:22:34|-11.7919|168.3842|402.5|ISC|ISC|ISC|16919922|MW|5.7|GCMT|SANTA CRUZ ISLANDS REGION|-11.69|168.31|409.3|5.7|Mw|3.81e24
3319468|2011-08-02T19:18:47|-23.951|179.131|535.4|ISC|ISC|ISC|603237568|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|-23.96|179.16|546.4|5.7|Mw|5.01e24
3318957|2011-07-29T07:42:22|-23.7284|179.8252|522.8|ISC|ISC|ISC|603487600|MW|6.7|GCMT|SOUTH OF FIJI ISLANDS|-23.78|179.92|539.0|6.7|Mw|1.54e26
3318415|2011-07-22T06:56:39|-20.2978|-178.4441|602.9|ISC|ISC|ISC|16876717|MW|5.9|GCMT|FIJI ISLANDS REGION|-20.18|-178.51|604.7|5.9|Mw|9.54e24
3318218|2011-07-19T07:15:54|-23.6004|179.1942|548.3|ISC|ISC|ISC|16918006|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-23.69|179.18|557.9|5.5|Mw|2.18e24
3318208|2011-07-18T18:15:25|52.7153|153.1818|503.0|ISC|ISC|ISC|16917999|MW|5.5|GCMT|NORTHWEST OF KURIL ISLANDS|52.76|152.96|499.1|5.5|Mw|1.95e24
3316549|2011-06-25T21:16:55|-24.4927|179.5213|533.5|ISC|ISC|ISC|602918769|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-24.51|179.58|538.6|5.6|Mw|2.94e24
3289354|2011-06-08T15:40:14|-4.5571|150.0123|505.4|ISC|ISC|ISC|16720886|MW|5.5|GCMT|NEW BRITAIN REGION, P.N.G.|-4.43|149.91|500.4|5.5|Mw|1.97e24
3287001|2011-05-10T15:26:05|43.3199|131.0913|554.9|ISC|ISC|ISC|16503286|MW|5.7|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.|43.61|130.98|564.5|5.7|Mw|4.48e24
3286124|2011-05-04T16:13:27|-20.3188|-178.4423|576.8|ISC|ISC|ISC|16493787|MW|5.6|GCMT|FIJI ISLANDS REGION|-20.25|-178.40|597.2|5.6|Mw|3.02e24
3284455|2011-04-17T01:58:49|-27.5503|-63.3064|562.1|ISC|ISC|ISC|16442401|MW|5.8|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-27.61|-63.11|573.9|5.8|Mw|5.95e24
3282428|2011-04-05T04:10:07|-17.6396|-178.5315|552.4|ISC|ISC|ISC|16408846|MW|5.7|GCMT|FIJI ISLANDS REGION|-17.68|-178.39|567.9|5.7|Mw|4.28e24
3282255|2011-04-03T14:07:08|-17.6066|-178.5336|547.2|ISC|ISC|ISC|16506172|MW|6.4|GCMT|FIJI ISLANDS REGION|-17.65|-178.45|562.3|6.4|Mw|4.94e25
3280647|2011-03-23T14:14:40|-21.0144|-178.5535|583.4|ISC|ISC|ISC|600018278|MW|5.3|GCMT|FIJI ISLANDS REGION|-6.95|116.71|516.9|6.6|Mw|1.11e24
3279356|2011-03-10T17:08:37|-6.8567|116.73|518.6|ISC|ISC|ISC|16298996|MW|6.6|GCMT|BALI SEA|-6.95|116.71|516.9|6.6|Mw|9.72e25
3283529|2011-02-21T11:02:51|-26.0689|178.4231|631.0|ISC|ISC|ISC|16168889|mb|5.1|NEIC|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|7.88e25
3278381|2011-02-21T10:57:51|-26.0435|178.4765|551.8|ISC|ISC|ISC|16245260|MW|6.5|GCMT|SOUTH OF FIJI ISLANDS|-25.95|178.47|567.5|6.5|Mw|7.88e25
3277780|2011-02-10T14:41:59|4.0464|123.0339|531.2|ISC|ISC|ISC|16020160|MW|6.5|GCMT|CELEBES SEA|4.22|123.28|517.6|6.5|Mw|7.24e25
3277775|2011-02-10T14:39:28|4.1297|123.0624|532.8|ISC|ISC|ISC|602064445|MW|6.5|GCMT|CELEBES SEA|4.14|122.91|520.9|6.5|Mw|7.71e25
3277679|2011-02-07T19:53:42|-7.0927|155.3183|414.8|ISC|ISC|ISC|16009379|MW|6.5|GCMT|SOLOMON ISLANDS|-7.04|155.34|425.5|6.5|Mw|6.02e25
3275804|2011-01-12T21:32:54|26.967|140.0156|524.5|ISC|ISC|ISC|15925918|MW|6.5|GCMT|BONIN ISLANDS, JAPAN REGION|26.94|139.94|511.5|6.5|Mw|7.39e25
3207531|2011-01-01T09:56:58|-26.8513|-63.2373|584.3|ISC|ISC|ISC|601988567|MW|7.0|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-27.02|-63.21|586.0|7.0|Mw|4.35e26
3207524|2010-12-28T08:34:17|-23.4129|-179.7154|550.9|ISC|ISC|ISC|600191624|MW|6.3|GCMT|SOUTH OF FIJI ISLANDS|-23.49|-179.73|571.4|6.3|Mw|3.38e25
3206603|2010-12-11T13:43:19|-21.8267|-179.2306|588.2|ISC|ISC|ISC|15933511|MW|5.5|GCMT|FIJI ISLANDS REGION|-21.88|-179.06|603.1|5.5|Mw|2.09e24
3202775|2010-11-30T03:24:41|28.3941|139.239|485.0|ISC|ISC|ISC|15678112|MW|6.8|GCMT|BONIN ISLANDS, JAPAN REGION|28.69|139.26|460.6|6.8|Mw|1.9e26
2879536|2010-09-05T23:48:26|-23.7906|-179.9314|531.3|ISC|ISC|ISC|15217340|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-23.86|-179.83|559.3|5.6|Mw|3.24e24
2878496|2010-08-16T19:35:48|-20.8416|-178.7564|600.8|ISC|ISC|ISC|15166685|MW|6.2|GCMT|FIJI ISLANDS REGION|-20.74|-178.67|604.0|6.2|Mw|2.17e25
2878391|2010-08-15T02:51:19|-22.1426|-179.632|593.7|ISC|ISC|ISC|15166675|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-21.82|-179.61|584.6|5.5|Mw|2.42e24
2877771|2010-08-06T05:03:59|-21.768|-179.3995|595.0|ISC|ISC|ISC|15075853|MW|5.5|GCMT|FIJI ISLANDS REGION|-21.89|-179.24|611.5|5.5|Mw|2.15e24
2877199|2010-07-29T07:31:56|6.5583|123.3602|615.8|ISC|ISC|ISC|600183837|MW|6.6|GCMT|MINDANAO, PHILIPPINES|6.69|123.41|614.0|6.6|Mw|1.03e26
