#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | neic_lat | neic_lon | neic_dep | neic_mag | neic magtype| M0(dyne_cm)
1703200|2004-02-04T05:18:43|-26.1088|-63.4234|551.9|ISC|ISC|ISC|7247444|MW|5.7|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-26.134|-63.461|558.4|5.8|mwc|4.94e24
1719192|2004-01-11T09:29:07|-20.2042|-179.1342|661.8|ISC|ISC|ISC|7231743|MW|6.0|HRVD|FIJI ISLANDS REGION|-20.14|-179.154|673.1|6|mwb|1.3e25
1691670|2003-12-26T08:18:32|-17.5019|-178.8233|548.5|ISC|ISC|ISC|7217911|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.421|-178.877|548|5.5|mwc|2.2e24
1604731|2003-12-03T07:33:56|-20.8047|-178.7026|599.8|ISC|ISC|ISC|7197429|MW|5.4|HRVD|FIJI ISLANDS REGION|-20.842|-178.723|611.5|5.6|mwb|1.79e24
1688838|2003-11-28T19:00:05|-19.8633|-178.2196|595.0|ISC|ISC|ISC|7193893|MW|5.4|HRVD|FIJI ISLANDS REGION|-19.846|-178.198|575|5.5|mwc|1.7e24
1673950|2003-11-20T02:01:25|-24.3943|-179.7385|485.2|ISC|ISC|ISC|7187967|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-24.369|-179.713|480.5|5.6|mwb|2.74e24
1681115|2003-10-23T07:58:28|-23.8916|179.853|543.4|ISC|ISC|ISC|7164202|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-23.704|179.802|503.8|5.8|mwc|4.76e24
1660728|2003-10-15T02:19:41|-17.8391|-178.6937|552.3|ISC|ISC|ISC|7158105|MW|5.9|HRVD|FIJI ISLANDS REGION|-17.822|-178.704|582.6|6|mwb|9.92e24
1648780|2003-10-11T19:46:06|-18.0483|-178.502|584.4|ISC|ISC|ISC|7155776|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.9|-178.57|597.4|5.7|mwb|3.9e24
1616727|2003-10-04T14:49:03|-7.046|125.4509|547.9|ISC|ISC|ISC|7149906|MW|5.8|HRVD|BANDA SEA|-7.05|125.407|532.7|5.9|mwb|7.36e24
1670626|2003-08-31T23:07:59|43.3971|132.316|467.3|ISC|ISC|ISC|7074554|MW|6.1|HRVD|PRIMOR'YE, RUSSIA|43.393|132.267|481.1|6.2|mwb|1.75e25
1660428|2003-08-28T20:39:45|-22.0442|-179.5069|580.5|ISC|ISC|ISC|7072495|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-21.983|-179.584|602|5.5|mwb|1.87e24
1658230|2003-08-28T06:38:13|-7.3069|126.0649|434.2|ISC|ISC|ISC|7072050|MW|5.9|HRVD|BANDA SEA|-7.324|126.051|409.2|6|mwc|9.71e24
1593746|2003-08-14T18:23:06|-19.9299|-177.9453|568.0|ISC|ISC|ISC|7061809|MW|5.9|HRVD|FIJI ISLANDS REGION|-19.899|-177.984|563.3|5.9|mwc|9.12e24
1560547|2003-08-05T04:45:38|-21.0944|-178.844|614.5|ISC|ISC|ISC|7055406|MW|5.4|HRVD|FIJI ISLANDS REGION|-20.941|-178.926|616.7|5.5|mwb|1.77e24
1652283|2003-07-27T06:25:31|47.1047|139.2147|467.5|ISC|ISC|ISC|7008571|MW|6.7|HRVD|PRIMOR'YE, RUSSIA|47.151|139.248|470.3|6.8|mwb|1.46e26
1542753|2003-07-01T05:52:24|4.5867|122.6442|617.1|ISC|ISC|ISC|6989142|MW|6.0|HRVD|CELEBES SEA|4.529|122.511|635.4|6|mwb|1.09e25
1576919|2003-06-20T06:19:40|-7.6253|-71.7128|572.0|ISC|ISC|ISC|6941806|MW|7.0|HRVD|WESTERN BRAZIL|-7.606|-71.722|558.1|7.1|mwc|4.41e26
1584889|2003-05-26T23:13:31|6.7707|123.8067|586.9|ISC|ISC|ISC|6851110|MW|6.8|HRVD|MINDANAO, PHILIPPINES|6.761|123.707|565.8|6.9|mwc|2.27e26
1547900|2003-05-19T10:43:21|-18.1179|-178.6388|548.3|ISC|ISC|ISC|6844223|MW|5.9|HRVD|FIJI ISLANDS REGION|-18.044|-178.67|563.8|6|mwb|9.34e24
1494933|2003-05-01T04:02:05|-7.2474|122.679|577.8|ISC|ISC|ISC|6832261|MW|5.6|HRVD|FLORES SEA|-7.207|122.697|573.4|5.6|mwc|2.83e24
1573338|2003-04-27T22:57:44|-8.168|-71.5775|554.3|ISC|ISC|ISC|6701164|MW|5.9|HRVD|WESTERN BRAZIL|-8.195|-71.592|559.9|6|mwb|7.68e24
1500965|2003-04-02T21:31:37|-25.2119|179.9183|498.2|ISC|ISC|ISC|6685988|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-25.124|179.896|498|5.7|mwb|4.24e24
1485333|2003-02-13T15:38:51|-22.2888|-179.6293|596.2|ISC|ISC|ISC|6586642|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-22.207|-179.64|591|5.6|mwc|2.51e24
1494457|2003-01-20T18:43:49|-20.5057|-178.243|557.3|ISC|ISC|ISC|6540574|MW|5.5|HRVD|FIJI ISLANDS REGION|-20.393|-178.427|600|5.6|mwc|2.64e24
1489985|2003-01-17T23:46:08|1.9314|122.6731|481.8|ISC|ISC|ISC|6538854|MW|5.8|HRVD|MINAHASSA PENINSULA, SULAWESI|1.947|122.682|483|5.8|mwc|6.05e24
1453387|2002-12-28T03:20:44|-18.2557|-178.5328|634.6|ISC|ISC|ISC|6265443|MW|5.8|HRVD|FIJI ISLANDS REGION|-18.247|-178.534|626.6|5.9|mwc|7.42e24
1449568|2002-12-25T08:54:25|-17.7709|-178.9035|569.0|ISC|ISC|ISC|6264030|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.745|-178.899|568.2|5.5|mwc|1.95e24
1443426|2002-12-21T17:41:13|4.9842|123.2002|603.8|ISC|ISC|ISC|6261955|MW|5.7|HRVD|CELEBES SEA|4.983|123.158|602.5|5.7|mwc|3.77e24
1437247|2002-12-17T16:09:13|-7.066|125.3995|511.8|ISC|ISC|ISC|6259827|MW|5.6|HRVD|BANDA SEA|-7.003|125.411|493.2|5.7|mwc|3.38e24
1422670|2002-12-10T04:27:54|-24.1952|179.2548|531.4|ISC|ISC|ISC|6255700|MW|6.0|HRVD|SOUTH OF FIJI ISLANDS|-24.139|179.24|530.6|6.1|mwb|1.12e25
1401732|2002-12-03T20:13:54|-17.8331|-178.8163|566.0|ISC|ISC|ISC|6251983|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.818|-178.817|568.4|5.6|mwc|2.53e24
1460736|2002-11-29T06:18:10|-28.8286|-63.0302|602.2|ISC|ISC|ISC|6142889|MW|5.4|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-28.879|-63.069|601.2|5.5|mwc|1.68e24
1441973|2002-11-17T04:53:55|47.7708|145.9942|483.9|ISC|ISC|ISC|6144404|MW|7.3|HRVD|SEA OF OKHOTSK|47.824|146.209|459.1|7.3|mwc|1.05e27
1441409|2002-11-16T20:44:49|-26.4825|178.2356|628.9|ISC|ISC|ISC|6134496|MW|5.4|HRVD|SOUTH OF FIJI ISLANDS|-26.397|178.201|633.2|5.5|mwc|1.72e24
1437461|2002-11-14T11:05:20|-17.8574|-178.7761|551.9|ISC|ISC|ISC|6132838|MW|5.6|HRVD|FIJI ISLANDS REGION|-17.783|-178.783|553.5|5.6|mwc|2.86e24
1432914|2002-11-11T16:39:02|-23.3734|-179.9128|544.2|ISC|ISC|ISC|6130881|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-23.313|-179.902|539.9|5.7|mwc|3.99e24
1412814|2002-11-05T08:47:26|48.9756|142.2963|604.9|ISC|ISC|ISC|6126031|MW|5.6|HRVD|SAKHALIN, RUSSIA|49.073|142.303|596.5|5.6|mwc|2.81e24
1449061|2002-10-22T11:39:04|-20.6722|-178.4125|555.4|ISC|ISC|ISC|3492027|MW|6.1|HRVD|FIJI ISLANDS REGION|-20.633|-178.391|549|6.2|mwc|1.85e25
1439449|2002-10-17T04:23:54|-19.8132|-178.3862|610.9|ISC|ISC|ISC|3492456|MW|6.1|HRVD|FIJI ISLANDS REGION|-19.842|-178.401|627.6|6.2|mwc|1.98e25
1432102|2002-10-12T20:09:09|-8.3159|-71.6696|516.4|ISC|ISC|ISC|3482135|MW|6.9|HRVD|WESTERN BRAZIL|-8.295|-71.738|534.3|6.9|mwc|2.39e26
1404671|2002-10-04T19:05:49|-20.9802|-178.9677|628.4|ISC|ISC|ISC|3483509|MW|6.3|HRVD|FIJI ISLANDS REGION|-20.991|-179.016|621.1|6.3|mwc|3.45e25
1382571|2002-09-15T08:39:31|44.763|130.042|574.3|ISC|ISC|ISC|3369179|MW|6.4|HRVD|E. RUSSIA-N.E. CHINA BORDER REG.|44.833|129.923|586.3|6.4|mwc|4.24e25
1362043|2002-09-08T13:15:56|-22.866|178.96|623.2|ISC|ISC|ISC|3367706|MW|5.9|HRVD|SOUTH OF FIJI ISLANDS|-22.836|178.933|618.8|6|mwb|8.28e24
1357842|2002-09-07T10:40:27|-24.886|179.899|508.5|ISC|ISC|ISC|3369124|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-24.852|179.917|503.2|5.5|mwc|1.97e24
1406641|2002-08-25T04:42:11|-20.588|-178.353|549.0|ISC|ISC|ISC|3255977|MW|5.4|HRVD|FIJI ISLANDS REGION|-20.543|-178.409|554.2|5.5|mwc|1.75e24
1398761|2002-08-22T23:58:08|-21.191|-179.072|607.6|ISC|ISC|ISC|3255796|MW|5.3|HRVD|FIJI ISLANDS REGION|-21.104|-179.1|618.6|5.5|mwb|1.23e24
1388787|2002-08-19T11:08:22|-23.868|178.454|649.9|ISC|ISC|ISC|3466220|MW|7.7|HRVD|SOUTH OF FIJI ISLANDS|-23.884|178.495|675.4|7.7|mw|4.26e27
1388755|2002-08-19T11:01:02|-21.7|-179.464|587.7|ISC|ISC|ISC|4009018|MW|7.6|HRVD|FIJI ISLANDS REGION|-21.696|-179.513|580|7.7|mwc|3.46e27
1369568|2002-08-11T05:06:32|-5.543|-71.883|560.2|ISC|ISC|ISC|3250285|MW|5.4|HRVD|WESTERN BRAZIL|-5.576|-71.882|567.7|5.5|mwc|1.67e24
1341973|2002-08-02T23:11:38|29.186|139.115|425.4|ISC|ISC|ISC|3234696|MW|6.2|HRVD|SOUTHEAST OF HONSHU, JAPAN|29.28|138.97|426.1|6.3|mwb|2.57e25
1410908|2002-07-28T19:01:19|-17.977|-178.31|575.7|ISC|ISC|ISC|3233395|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.933|-178.342|580.2|5.5|mwc|2.33e24
1369933|2002-06-30T21:29:36|-22.237|179.239|626.5|ISC|ISC|ISC|3208891|MW|6.4|HRVD|SOUTH OF FIJI ISLANDS|-22.201|179.25|620.4|6.5|mwb|4.94e25
1362494|2002-06-28T17:19:30|43.763|130.665|568.0|ISC|ISC|ISC|3465321|MW|7.3|HRVD|E. RUSSIA-N.E. CHINA BORDER REG.|43.752|130.666|566|7.3|mwc|1.11e27
1327033|2002-06-16T06:55:13|-17.92|-178.65|571.2|ISC|ISC|ISC|3182856|MW|5.9|HRVD|FIJI ISLANDS REGION|-17.866|-178.696|569|5.9|mwc|8.4e24
1293514|2002-06-03T09:15:02|27.454|139.912|506.9|ISC|ISC|ISC|3165938|MW|5.8|HRVD|BONIN ISLANDS, JAPAN REGION|27.564|139.78|488.7|5.9|mwc|6.88e24
1296178|2002-05-04T07:00:48|-17.94|-178.703|562.0|ISC|ISC|ISC|3022205|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.898|-178.737|559.9|5.8|mwb|4.71e24
1257572|2002-03-07T00:07:06|47.853|146.956|433.6|ISC|ISC|ISC|3364772|MW|5.6|HRVD|NORTHWEST OF KURIL ISLANDS|47.88|146.958|440.4|5.6|mwc|2.78e24
1312468|2002-01-31T16:27:18|-12.782|169.556|660.2|ISC|ISC|ISC|2789224|MW|5.7|HRVD|SANTA CRUZ ISLANDS REGION|-12.797|169.531|667.1|5.8|mwb|3.93e24
1293963|2002-01-25T03:28:12|-21.016|-178.72|588.5|ISC|ISC|ISC|2748990|MW|5.7|HRVD|FIJI ISLANDS REGION|-20.865|-178.763|576.4|5.7|mwc|4.58e24
1258248|2002-01-07T13:26:29|18.933|144.971|633.8|ISC|ISC|ISC|2682122|MW|5.9|HRVD|MARIANA ISLANDS|18.957|144.958|599.4|5.9|mwc|8.09e24
1251900|2002-01-05T18:22:43|-18.034|178.86|679.6|ISC|ISC|ISC|2678264|MW|5.5|HRVD|FIJI ISLANDS|-17.841|178.887|638.5|5.5|mwc|2.15e24
1246706|2002-01-04T08:44:20|-26.431|178.317|620.5|ISC|ISC|ISC|2545253|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-26.373|178.281|514.2|5.5|mwc|1.96e24
1240451|2002-01-02T14:50:32|-17.939|178.812|653.0|ISC|ISC|ISC|2545461|MW|6.2|HRVD|FIJI ISLANDS|-17.963|178.744|665.8|6.2|mwc|2.05e25
1197588|2001-11-13T16:02:38|-17.602|-178.654|544.4|ISC|ISC|ISC|2331872|MW|5.4|HRVD|FIJI ISLANDS REGION|-17.431|-178.705|543.4|5.5|mwc|1.74e24
1149145|2001-11-05T23:07:10|-17.339|-179.156|551.6|ISC|ISC|ISC|2299219|MW|6.2|HRVD|FIJI ISLANDS REGION|-17.289|-179.251|564.1|6.3|mwc|2.71e25
1235408|2001-10-22T06:46:46|-21.012|-179.042|597.8|ISC|ISC|ISC|2332151|MW|5.6|HRVD|FIJI ISLANDS REGION|-20.908|-179.125|622.5|5.6|mwc|2.6e24
1185006|2001-10-10T16:18:49|-23.922|-179.877|520.8|ISC|ISC|ISC|2340360|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-23.846|-179.892|520.8|5.5|mwc|2.15e24
1200679|2001-09-26T21:31:12|-26.635|178.265|634.9|ISC|ISC|ISC|2120020|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-26.559|178.158|631.1|5.9|mwc|6.96e24
1103281|2001-09-13T03:48:33|-21.19|-179.127|642.1|ISC|ISC|ISC|2083565|MW|5.5|HRVD|FIJI ISLANDS REGION|-21.092|-179.108|619.3|5.5|mwc|2.09e24
1097023|2001-09-12T08:48:37|-21.015|-179.06|610.6|ISC|ISC|ISC|2060517|MW|6.4|HRVD|FIJI ISLANDS REGION|-20.993|-179.109|608.1|6.5|mwc|5.72e25
1133121|2001-08-15T15:08:20|-22.681|179.296|587.6|ISC|ISC|ISC|2051682|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-22.664|179.317|586.8|5.6|mwc|3.06e24
1180970|2001-07-23T01:02:28|-22.607|-179.676|598.5|ISC|ISC|ISC|2030085|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-22.586|-179.683|595.6|5.6|mwc|2.36e24
1125195|2001-06-14T12:27:03|-22.047|-179.482|594.9|ISC|ISC|ISC|1884433|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-22.053|-179.461|604|5.7|mwc|4.31e24
1179413|2001-05-23T15:35:22|-17.866|-178.626|557.4|ISC|ISC|ISC|1844130|MW|5.6|HRVD|FIJI ISLANDS REGION|-17.708|-178.703|567.2|5.6|mwc|3.13e24
1044622|2001-02-16T05:59:09|-7.138|117.487|526.6|ISC|ISC|ISC|1780632|MW|6.1|HRVD|BALI SEA|-7.161|117.488|521|6.1|mwc|1.49e25
975946|2001-02-07T15:16:15|52.707|153.841|432.1|ISC|ISC|ISC|1799989|MW|5.7|HRVD|NORTHWEST OF KURIL ISLANDS|52.751|153.848|426.6|5.7|mwc|4.14e24
1093324|2000-12-25T05:11:55|-21.175|-179.088|601.8|ISC|ISC|ISC|1743336|Mw|5.7|HRVD|FIJI ISLANDS REGION|-21.264|-179.124|644.8|5.7|mwc|3.54e24
1046189|2000-12-18T21:15:27|-21.072|-179.046|598.9|ISC|ISC|ISC|1743125|Mw|5.7|HRVD|FIJI ISLANDS REGION|-21.182|-179.097|648.7|5.7|mwc|3.66e24
1039338|2000-12-18T01:19:21|-21.154|-179.115|617.7|ISC|ISC|ISC|1743111|Mw|6.6|HRVD|FIJI ISLANDS REGION|-21.178|-179.124|628.2|6.6|mwc|7.62e25
1014940|2000-11-13T23:17:26|-21.238|-179.138|604.5|ISC|ISC|ISC|1838248|Mw|5.6|HRVD|FIJI ISLANDS REGION|-21.263|-179.234|628.2|5.6|mwc|3.2e24
1017636|2000-10-11T04:13:37|-20.796|-177.937|508.9|ISC|ISC|ISC|1740710|Mw|5.8|HRVD|FIJI ISLANDS REGION|-20.645|-177.985|488.6|5.8|mwc|6.36e24
934352|2000-09-02T17:02:17|-19.953|-179.084|650.3|ISC|ISC|ISC|1739602|Mw|6.0|HRVD|FIJI ISLANDS REGION|-20.073|-179.135|687.6|6|mwc|1.04e25
932438|2000-09-02T10:19:10|-17.847|-178.298|550.6|ISC|ISC|ISC|1739594|Mw|5.7|HRVD|FIJI ISLANDS REGION|-17.917|-179.325|587.5|5.7|mwc|4.67e24
1179530|2000-08-31T08:24:11|5.045|123.224|590.7|ISC|ISC|ISC|1739542|Mw|5.7|HRVD|MINDANAO, PHILIPPINES|5.069|123.212|588.3|5.7|mwc|3.6e24
1150182|2000-08-27T04:22:20|-17.626|-178.89|478.4|ISC|ISC|ISC|1739426|Mw|5.5|HRVD|FIJI ISLANDS REGION|-17.517|-179.064|548.9|5.5|mwc|1.85e24
984711|2000-08-07T14:33:56|-6.979|123.425|666.1|ISC|ISC|ISC|1738836|Mw|6.5|HRVD|BANDA SEA|-7.018|123.357|648.5|6.5|mwc|6.03e25
974988|2000-08-06T07:27:14|28.795|139.598|416.9|ISC|ISC|ISC|1738788|Mw|7.4|HRVD|BONIN ISLANDS, JAPAN REGION|nan|nan|nan|nan|nan|1.17e27
1022473|2000-06-27T11:37:07|-7.111|125.941|516.6|ISC|ISC|ISC|1736916|Mw|5.8|HRVD|BANDA SEA|-7.096|125.908|496.1|5.8|mwc|5.22e24
926544|2000-06-14T02:15:28|-25.626|178.058|631.2|ISC|ISC|ISC|1736478|Mw|6.4|HRVD|SOUTH OF FIJI ISLANDS|-25.516|178.046|604.6|6.4|mwc|5.32e25
906697|2000-06-09T23:31:46|30.453|137.745|494.0|ISC|ISC|ISC|1736340|Mw|6.2|HRVD|SOUTHEAST OF HONSHU, JAPAN|30.491|137.73|485.3|6.3|mwb|2.6e25
906466|2000-06-09T22:35:15|30.429|137.701|490.8|ISC|ISC|ISC|1736338|Mw|5.8|HRVD|SOUTHEAST OF HONSHU, JAPAN|30.472|137.682|472.6|5.8|mwc|5.24e24
947908|2000-05-20T09:59:35|-23.806|179.949|548.9|ISC|ISC|ISC|1735634|Mw|5.6|HRVD|SOUTH OF FIJI ISLANDS|-23.775|179.956|547.6|5.6|mwc|2.81e24
896522|2000-05-08T10:28:25|-4.457|150.017|503.4|ISC|ISC|ISC|1836996|Mw|6.1|HRVD|NEW BRITAIN REGION, P.N.G.|-4.457|150.004|502|6.1|mwc|1.61e25
883990|2000-05-04T20:36:29|-17.847|-178.491|480.3|ISC|ISC|ISC|1735124|Mw|6.5|HRVD|FIJI ISLANDS REGION|-17.914|-178.522|515.8|6.5|mwc|5.83e25
877294|2000-05-03T02:51:28|-24.023|179.781|529.9|ISC|ISC|ISC|1836973|Mw|5.4|HRVD|SOUTH OF FIJI ISLANDS|-15.54|-177.521|400.6|5.5|mwc|1.23e24
946834|2000-04-23T17:01:17|-28.332|-62.926|604.6|ISC|ISC|ISC|1734700|Mw|6.1|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-28.384|-62.943|609.8|6.1|mwc|1.5e25
945196|2000-04-23T09:27:23|-28.289|-62.944|603.6|ISC|ISC|ISC|2208257|Mw|7.0|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-28.307|-62.99|608.5|7|mwb|3.08e26
915837|2000-04-17T04:25:21|-22.22|-179.318|547.0|ISC|ISC|ISC|1734506|Mw|5.6|HRVD|SOUTH OF FIJI ISLANDS|-22.169|-179.353|539.3|5.6|mwc|2.59e24
872126|2000-04-01T12:13:23|-17.931|-178.704|558.9|ISC|ISC|ISC|1734114|Mw|5.6|HRVD|FIJI ISLANDS REGION|-17.756|-178.754|555.8|5.7|mwb|3.22e24
872072|2000-04-01T12:10:49|-17.903|-178.591|599.7|ISC|ISC|ISC|1793023|Mw|5.6|HRVD|FIJI ISLANDS REGION|-17.899|-178.645|608.1|5.6|mwc|2.45e24
920970|2000-03-18T23:22:51|-24.315|178.969|529.5|ISC|ISC|ISC|1733712|Mw|5.5|HRVD|SOUTH OF FIJI ISLANDS|-24.362|178.983|551.9|5.5|mwc|2.13e24
870490|2000-03-01T04:46:27|-19.157|-179.272|651.1|ISC|ISC|ISC|1733252|Mw|5.6|HRVD|FIJI ISLANDS REGION|-19.103|-179.361|671.9|5.6|mwc|3.24e24
870436|2000-03-01T04:21:01|-19.2|-179.274|679.4|ISC|ISC|ISC|1733248|Mw|5.8|HRVD|FIJI ISLANDS REGION|-19.005|-179.361|675|5.8|mwc|5.64e24
971416|2000-02-28T22:15:17|-17.53|-178.916|500.9|ISC|ISC|ISC|2308533|Mw|6.0|HRVD|FIJI ISLANDS REGION|-17.588|-178.984|538|6|mwc|9.98e24
909246|2000-02-15T02:05:03|17.622|145.448|555.8|ISC|ISC|ISC|1728690|Mw|5.9|HRVD|MARIANA ISLANDS|17.675|145.401|521.5|5.9|mwb|6.83e24
903611|2000-02-13T02:57:07|42.863|131.68|501.5|ISC|ISC|ISC|1728518|Mw|6.0|HRVD|E. RUSSIA-N.E. CHINA BORDER REG.|42.853|131.572|513.6|6|mwc|1.1e25
976008|2000-01-28T13:17:52|-7.461|122.649|581.9|ISC|ISC|ISC|1727242|Mw|5.5|HRVD|FLORES SEA|-7.485|122.678|574.9|5.5|mwc|1.88e24
911902|2000-01-15T12:49:43|-21.127|-179.203|601.2|ISC|ISC|ISC|1726280|Mw|6.0|HRVD|FIJI ISLANDS REGION|-21.216|-179.255|632.6|6|mwc|1.18e25
907306|2000-01-13T20:07:12|-17.55|-178.714|501.6|ISC|ISC|ISC|1726114|Mw|6.2|HRVD|FIJI ISLANDS REGION|-17.61|-178.742|535|6.2|mwc|2.59e25
898880|2000-01-10T16:40:44|27.32|140.04|476.3|ISC|ISC|ISC|1725920|Mw|5.7|HRVD|BONIN ISLANDS, JAPAN REGION|27.35|139.979|453.2|5.7|mwc|3.88e24
874872|2000-01-02T12:14:38|-17.911|-178.431|566.1|ISC|ISC|ISC|1725319|Mw|5.5|HRVD|FIJI ISLANDS REGION|-17.943|-178.476|582.3|5.5|mwc|2.28e24
369471|1994-06-09T00:33:16|-13.8722|-67.5125|640.0|ISC|ISC|ISC|168418|mw|8.2|NEIC|NORTHERN BOLIVIA|-13.841|-67.553|631.3|8.2|mw|2.63e28
