#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | neic_lat | neic_lon | neic_dep | neic_mag | neic magtype| M0(dyne_cm)
2869700|2009-05-23T02:59:27|-24.4709|178.8838|559.6|ISC|ISC|ISC|12854208|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-24.381|178.846|566.2|5.5|mwb|1.93e24
2868527|2009-04-18T17:49:39|-20.6084|-178.3749|568.8|ISC|ISC|ISC|15153797|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.613|-178.482|566.1|5.7|mwb|4.78e24
2868263|2009-04-13T13:36:46|-6.8508|125.0728|549.2|ISC|ISC|ISC|15153694|MW|5.6|GCMT|BANDA SEA|-6.822|125.093|554.2|5.6|mwc|2.95e24
2867305|2009-03-20T12:26:02|-21.4887|-179.2966|620.0|ISC|ISC|ISC|15153328|MW|5.5|GCMT|FIJI ISLANDS REGION|-21.48|-179.38|622.3|5.5|mwc|1.88e24
2866693|2009-03-05T19:33:15|-17.5205|-178.9117|538.4|ISC|ISC|ISC|15153057|MW|5.9|GCMT|FIJI ISLANDS REGION|-17.512|179.056|532.2|5.9|mwc|8.28e24
2866206|2009-02-20T01:46:18|-18.4361|-178.6623|522.2|ISC|ISC|ISC|11712986|MW|5.6|NEIC|FIJI ISLANDS REGION|-18.365|-178.749|515.2|5.6|mwb|3.43e24
2865167|2009-01-29T22:28:06|-8.1368|-71.4838|610.0|ISC|ISC|ISC|13434078|MW|5.6|NEIC|WESTERN BRAZIL|-8.108|-71.402|602.4|5.6|mwb|3.41e24
2865073|2009-01-27T06:29:12|-17.885|-178.5536|593.0|ISC|ISC|ISC|11625177|MW|5.8|NEIC|FIJI ISLANDS REGION|-17.837|-178.677|601|5.9|mwc|7.72e24
2865034|2009-01-26T11:54:40|-17.8406|-178.516|595.0|ISC|ISC|ISC|11617580|MW|5.8|NEIC|FIJI ISLANDS REGION|-17.796|-178.591|579.5|5.8|mwb|6.71e24
2864942|2009-01-24T09:01:57|-19.618|-178.9905|667.0|ISC|ISC|ISC|11617194|mb|5.2|NEIC|FIJI ISLANDS REGION|-19.584|-179.112|671|5.6|mwc|2.8e24
2864167|2009-01-07T16:25:33|-20.6817|-179.1075|661.9|ISC|ISC|ISC|11534067|mb|5.3|NEIC|FIJI ISLANDS REGION|-20.707|-179.224|656.6|5.6|mwc|3.27e24
2862575|2008-12-18T20:57:39|-23.6882|179.9779|546.0|ISC|ISC|ISC|13403171|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-23.495|-179.996|542.6|5.6|mwc|2.66e24
2862473|2008-12-17T10:55:59|-17.8607|-178.3674|531.6|ISC|ISC|ISC|12077906|MW|5.8|GCMT|FIJI ISLANDS REGION|-17.744|-178.371|530.3|5.8|mwc|6.48e24
2861950|2008-12-09T18:51:15|-21.0018|-178.8659|599.2|ISC|ISC|ISC|13402353|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.886|-178.855|596.8|5.7|mwc|4.37e24
2861677|2008-12-06T10:55:27|-7.4744|124.6985|406.3|ISC|ISC|ISC|13402074|MW|6.4|GCMT|BANDA SEA|nan|nan|nan|nan|nan|5.21e25
2860926|2008-11-24T09:03:00|54.2201|154.2934|505.3|ISC|ISC|ISC|13401002|MW|7.3|GCMT|SEA OF OKHOTSK|54.203|154.322|492.3|7.3|mwc|1.11e27
2860612|2008-11-19T20:38:58|-22.36|-179.6525|598.2|ISC|ISC|ISC|13400633|MW|5.8|GCMT|SOUTH OF FIJI ISLANDS|-22.168|-179.717|595.6|5.8|mwb|6.93e24
2854370|2008-09-03T11:25:14|-26.83|-63.1933|570.6|ISC|ISC|ISC|12951880|MW|6.3|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-26.736|-63.225|569.6|6.3|mwc|3.32e25
2798769|2008-07-20T21:30:30|27.7733|139.7055|485.0|ISC|ISC|ISC|11134010|MW|5.8|GCMT|BONIN ISLANDS, JAPAN REGION|27.773|139.615|481.4|5.8|mwb|6.96e24
2735515|2008-07-05T02:12:06|53.9462|152.8633|646.1|ISC|ISC|ISC|12951048|MW|7.7|GCMT|SEA OF OKHOTSK|53.882|152.886|632.8|7.7|mw|4.48e27
2724685|2008-07-03T03:02:35|-23.5142|-179.7433|562.3|ISC|ISC|ISC|13379235|MW|6.2|GCMT|SOUTH OF FIJI ISLANDS|-23.37|-179.778|581.2|6.2|mwc|2.81e25
2760452|2008-06-20T03:16:02|-4.7934|148.9548|608.9|ISC|ISC|ISC|10994915|MW|5.5|GCMT|BISMARCK SEA|-4.775|148.922|607.5|5.5|mwc|1.92e24
2725850|2008-06-15T01:13:10|-17.7364|-179.7135|588.6|ISC|ISC|ISC|11783097|MW|5.9|GCMT|FIJI ISLANDS REGION|-17.735|-179.733|611.4|5.9|mwb|9.79e24
2740220|2008-05-19T10:08:36|42.4852|131.882|515.6|ISC|ISC|ISC|13376713|MW|5.7|GCMT|E. RUSSIA-N.E. CHINA BORDER REG.|42.503|131.872|513.4|5.7|mwb|3.7e24
2784464|2008-04-29T19:10:02|-6.1692|127.557|404.9|ISC|ISC|ISC|12948722|MW|5.9|GCMT|BANDA SEA|-6.108|127.484|404.7|5.9|mwc|9.56e24
2728435|2008-04-18T20:39:07|-17.3916|-179.0091|556.2|ISC|ISC|ISC|13225416|MW|6.3|GCMT|FIJI ISLANDS REGION|-17.342|-179.022|553.8|6.3|mwc|3.71e25
2687408|2008-04-10T13:07:22|-26.2456|178.2696|619.6|ISC|ISC|ISC|10875529|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-26.289|178.178|643.5|5.5|mwc|2.11e24
2670642|2008-02-07T09:25:32|-22.6054|-179.2316|485.2|ISC|ISC|ISC|13213685|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-22.539|-179.238|465.2|5.6|mwc|2.92e24
2647592|2008-02-01T12:10:08|-21.5888|-179.3783|626.1|ISC|ISC|ISC|12942168|MW|6.0|GCMT|FIJI ISLANDS REGION|-21.495|-179.352|604.2|6|mwb|1.27e25
2720663|2008-01-19T13:45:24|-22.1582|-178.244|406.8|ISC|ISC|ISC|13337601|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|9.21e23
2717220|2008-01-18T19:31:13|-20.9809|-179.1907|641.5|ISC|ISC|ISC|13337160|MW|5.5|GCMT|FIJI ISLANDS REGION|-20.963|-179.149|639.5|5.5|mwc|1.95e24
2704829|2008-01-15T17:52:16|-21.9873|-179.5799|597.0|ISC|ISC|ISC|13335302|MW|6.5|GCMT|FIJI ISLANDS REGION|-21.984|-179.535|597.6|6.5|mwc|7.31e25
2589246|2007-11-19T00:52:12|-21.2118|-178.6727|558.9|ISC|ISC|ISC|13269419|MW|6.3|GCMT|FIJI ISLANDS REGION|-21.185|-178.752|558.3|6.3|mwb|3.27e25
2579960|2007-10-16T21:05:43|-25.7449|179.5019|501.2|ISC|ISC|ISC|13243585|MW|6.6|GCMT|SOUTH OF FIJI ISLANDS|-25.775|179.53|509.3|6.6|mwc|9.84e25
2512111|2007-10-05T07:17:54|-25.1987|179.4462|521.3|ISC|ISC|ISC|13235686|MW|6.5|GCMT|SOUTH OF FIJI ISLANDS|-25.189|179.459|509.4|6.5|mwc|6.78e25
2619435|2007-09-25T05:16:01|-31.0103|-179.9741|417.5|ISC|ISC|ISC|13204071|MW|6.2|GCMT|KERMADEC ISLANDS REGION|-30.965|179.998|416.7|6.2|mwb|2.27e25
2573792|2007-09-14T11:51:30|-23.6272|179.6386|546.3|ISC|ISC|ISC|12963934|MW|5.9|GCMT|SOUTH OF FIJI ISLANDS|-23.645|179.68|552.4|5.9|mwc|7.81e24
2619813|2007-08-23T11:34:25|-19.9628|-177.768|556.1|ISC|ISC|ISC|12811557|MW|5.7|GCMT|FIJI ISLANDS REGION|-19.925|-177.718|553.8|5.7|mwc|3.98e24
2561144|2007-08-11T18:04:53|-22.2448|-179.5024|607.5|ISC|ISC|ISC|12801848|MW|5.7|GCMT|SOUTH OF FIJI ISLANDS|-22.264|-179.493|606.2|5.7|mwc|4.35e24
2491944|2007-08-02T15:11:43|-21.5774|-179.3861|617.4|ISC|ISC|ISC|13199746|MW|5.6|GCMT|FIJI ISLANDS REGION|-21.555|-179.361|617.7|5.6|mwc|3.56e24
2641057|2007-07-28T22:02:01|-16.8279|-177.3269|404.1|ISC|ISC|ISC|12781530|MW|5.1|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|5.72e23
2632619|2007-07-26T13:52:31|-20.6032|-178.5122|568.1|ISC|ISC|ISC|13199361|MW|5.7|GCMT|FIJI ISLANDS REGION|-20.542|-178.465|567|5.7|mwc|4.01e24
2616686|2007-07-23T00:08:32|-4.4621|149.897|560.6|ISC|ISC|ISC|13199135|MW|5.9|GCMT|BISMARCK SEA|-4.469|149.854|571.7|5.9|mwb|8.4e24
2609353|2007-07-21T13:27:03|-8.0859|-71.2071|633.7|ISC|ISC|ISC|13198989|MW|6.0|GCMT|WESTERN BRAZIL|-8.133|-71.272|644.9|6.1|mwb|1.41e25
2480294|2007-07-01T10:21:59|-22.3143|-179.5583|610.1|ISC|ISC|ISC|13197899|MW|5.6|GCMT|SOUTH OF FIJI ISLANDS|-22.264|-179.582|606.4|5.6|mwc|3.09e24
2452006|2007-05-13T11:26:43|-19.5716|-179.3121|672.2|ISC|ISC|ISC|12654377|MW|5.8|GCMT|FIJI ISLANDS REGION|-19.513|-179.329|668.6|5.8|mwb|6.41e24
2450667|2007-05-13T03:36:15|-21.7668|-179.2121|606.2|ISC|ISC|ISC|12654130|MW|5.5|GCMT|FIJI ISLANDS REGION|-21.683|-179.211|604.4|5.5|mwc|1.87e24
2435670|2007-05-09T09:01:47|6.5986|123.9728|579.1|ISC|ISC|ISC|12651395|MW|5.6|GCMT|MINDANAO, PHILIPPINES|6.636|123.911|572.8|5.6|mwc|3.36e24
2429456|2007-05-07T20:32:32|-21.275|-178.6353|550.1|ISC|ISC|ISC|12650275|MW|5.7|GCMT|FIJI ISLANDS REGION|-21.213|-178.619|550|5.7|mwc|4.02e24
2426242|2007-05-07T00:24:46|-19.2276|-179.3602|651.6|ISC|ISC|ISC|12649686|MW|5.6|GCMT|FIJI ISLANDS REGION|-19.251|-179.362|682.2|5.6|mwc|3.49e24
2425804|2007-05-06T22:01:09|-19.4789|-179.3014|692.1|ISC|ISC|ISC|12649609|MW|6.0|GCMT|FIJI ISLANDS REGION|-19.406|-179.315|688|6.1|mwb|1.48e25
2425674|2007-05-06T21:11:53|-19.4681|-179.3288|678.6|ISC|ISC|ISC|12649562|MW|6.5|GCMT|FIJI ISLANDS REGION|-19.401|-179.354|676.4|6.5|mwc|6.07e25
2540926|2007-04-21T07:12:48|-3.5537|151.3511|407.8|ISC|ISC|ISC|11930835|MW|6.1|GCMT|NEW IRELAND REGION, P.N.G.|-3.548|151.266|407.4|6.1|mwb|1.86e25
2503701|2007-04-17T03:16:05|-31.8565|179.6893|413.9|ISC|ISC|ISC|11927415|MW|5.6|GCMT|KERMADEC ISLANDS REGION|-31.845|179.761|423.5|5.6|mwc|3.04e24
2451103|2007-04-09T02:24:30|-20.2021|-178.0839|607.7|ISC|ISC|ISC|11920264|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.073|-178.082|593|5.9|mwc|1.02e25
2476415|2007-03-23T22:30:54|-18.9532|-178.4036|606.6|ISC|ISC|ISC|11702613|MW|5.8|GCMT|FIJI ISLANDS REGION|-18.858|-178.371|613.1|5.8|mwc|5.91e24
2427823|2007-03-09T03:22:42|43.2267|133.5104|441.4|ISC|ISC|ISC|11693238|MW|6.0|GCMT|PRIMOR'YE, RUSSIA|43.224|133.526|441.2|6|mwb|1.39e25
2456841|2007-02-17T23:41:45|-4.1215|154.4563|479.1|ISC|ISC|ISC|11504819|MW|5.5|GCMT|SOLOMON ISLANDS|-4.095|154.45|483.1|5.5|mwc|2.59e24
2534944|2007-01-28T08:12:32|-17.8086|179.8723|576.9|ISC|ISC|ISC|10397271|MW|5.6|GCMT|FIJI ISLANDS|-17.75|179.872|567.6|5.6|mwc|2.97e24
2429309|2007-01-08T20:52:21|-18.6573|-177.7743|410.5|ISC|ISC|ISC|10381889|MW|6.3|GCMT|FIJI ISLANDS REGION|-18.58|-177.847|406.8|6.3|mwb|3.18e25
2374242|2006-12-24T08:01:05|-6.8458|116.531|520.2|ISC|ISC|ISC|9140109|MW|5.6|GCMT|BALI SEA|-6.801|116.509|518.8|5.6|mwc|2.89e24
2368935|2006-12-22T13:51:55|-17.6931|-178.5876|569.2|ISC|ISC|ISC|9140035|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.656|-178.576|570.1|5.5|mwc|2.11e24
2321782|2006-12-10T00:43:03|-18.8051|-177.9866|566.8|ISC|ISC|ISC|11123357|MW|5.5|GCMT|FIJI ISLANDS REGION|-18.742|-178.014|572.5|5.5|mwc|2.33e24
2400083|2006-11-29T23:08:15|-25.3729|179.6845|493.4|ISC|ISC|ISC|9084324|MW|5.5|GCMT|SOUTH OF FIJI ISLANDS|-25.371|179.661|498.8|5.5|mwc|1.85e24
2336312|2006-11-13T11:56:39|-17.8631|-178.4343|591.0|ISC|ISC|ISC|8943613|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.833|-178.417|587.9|5.5|mwc|2.24e24
2334570|2006-11-13T01:26:36|-26.1608|-63.2916|581.9|ISC|ISC|ISC|8943605|MW|6.8|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-26.052|-63.283|572|6.8|mwb|2.26e26
2360131|2006-09-22T02:32:24|-26.8454|-63.1147|583.0|ISC|ISC|ISC|8715617|MW|6.0|GCMT|SANTIAGO DEL ESTERO PROV., ARG.|-26.868|-63.149|598.3|6|mwb|1.08e25
2313099|2006-09-09T04:13:12|-7.2509|120.1277|579.1|ISC|ISC|ISC|11121472|MW|6.3|GCMT|FLORES SEA|-7.219|120.106|572|6.3|mwb|3.36e25
2282092|2006-09-03T22:57:30|-24.1471|178.8667|566.9|ISC|ISC|ISC|8652825|MW|5.9|GCMT|SOUTH OF FIJI ISLANDS|-24.046|178.817|568.1|5.9|mwb|9.45e24
2366313|2006-08-21T22:20:50|33.7334|135.8319|416.7|ISC|ISC|ISC|8652175|MW|5.5|HRVD|NEAR S. COAST OF WESTERN HONSHU|33.631|135.825|411.2|5.5|mwc|1.98e24
2267303|2006-08-02T00:47:03|-31.6192|179.5252|446.0|ISC|ISC|ISC|10699711|MW|5.7|HRVD|KERMADEC ISLANDS REGION|-31.342|179.57|446.6|5.7|mwc|4.19e24
2389963|2006-07-29T02:03:32|-22.256|-179.5635|600.0|ISC|ISC|ISC|8556458|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-22.25|-179.577|621.6|5.5|mwc|1.98e24
2372840|2006-07-23T20:50:52|-17.9133|-178.5984|587.5|ISC|ISC|ISC|8548542|MW|5.8|HRVD|FIJI ISLANDS REGION|-17.93|-178.608|587|5.8|mwc|5.7e24
2355691|2006-07-18T19:48:31|-3.9669|154.4046|474.7|ISC|ISC|ISC|10699472|MW|5.6|HRVD|NORTH OF SOLOMON ISLANDS|-3.908|154.373|473.8|5.6|mwc|2.85e24
2355119|2006-07-18T16:02:15|-20.1139|-178.3777|565.4|ISC|ISC|ISC|10173734|MW|5.8|HRVD|FIJI ISLANDS REGION|-20.084|-178.434|587.2|5.7|mwb|5.12e24
2346469|2006-07-16T14:24:01|-19.984|-178.3365|604.5|ISC|ISC|ISC|8531164|MW|5.7|HRVD|FIJI ISLANDS REGION|-19.937|-178.401|596.5|5.7|mwc|4.36e24
2292909|2006-06-27T02:59:16|-19.9576|-178.23|574.9|ISC|ISC|ISC|8496015|MW|6.3|HRVD|FIJI ISLANDS REGION|-19.865|-178.287|569.9|6.3|mwc|3.04e25
2216989|2006-06-11T05:46:01|-20.7525|-179.2498|666.5|ISC|ISC|ISC|8474810|MW|5.9|HRVD|FIJI ISLANDS REGION|-20.661|-179.262|662.8|5.9|mwc|7.58e24
2211042|2006-06-09T10:40:41|-17.9811|-178.5038|572.4|ISC|ISC|ISC|8650401|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.98|-178.503|575.9|5.5|mwb|1.98e24
2210432|2006-06-09T05:58:28|-17.5942|-178.7259|565.7|ISC|ISC|ISC|10698845|MW|6.1|HRVD|FIJI ISLANDS REGION|-17.531|-178.747|564.4|6.1|mwb|1.79e25
2186449|2006-06-02T07:31:36|-20.945|-178.6247|592.0|ISC|ISC|ISC|8443140|MW|6.0|HRVD|FIJI ISLANDS REGION|-20.837|-178.701|591.6|6|mwb|1.21e25
2202130|2006-05-06T02:29:31|-25.1388|179.7488|521.9|ISC|ISC|ISC|10698288|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-24.977|179.675|517.9|5.6|mwc|3.05e24
2237209|2006-04-16T11:48:57|30.3195|138.6014|435.6|ISC|ISC|ISC|8320638|MW|5.7|HRVD|SOUTHEAST OF HONSHU, JAPAN|30.242|138.565|431.6|5.7|mwb|5.02e24
2312375|2006-03-28T13:32:48|31.7287|137.8486|408.5|ISC|ISC|ISC|10612344|MW|5.9|HRVD|SOUTHEAST OF HONSHU, JAPAN|31.713|137.746|401|5.9|mwb|9.12e24
2308234|2006-03-27T20:08:27|-17.7727|-178.8599|538.5|ISC|ISC|ISC|10611923|MW|5.6|HRVD|FIJI ISLANDS REGION|-17.748|-178.895|537.8|5.6|mwc|3.61e24
2257090|2006-03-20T17:38:07|-23.8761|179.8963|530.2|ISC|ISC|ISC|10607341|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-23.797|179.893|521.6|5.8|mwc|5.43e24
2188298|2006-03-02T15:24:57|-18.0599|-178.3793|612.9|ISC|ISC|ISC|10595878|MW|5.5|HRVD|FIJI ISLANDS REGION|-18.018|-178.408|612|5.5|mwc|2.45e24
2287137|2006-02-26T03:08:28|-23.6678|-179.9491|534.3|ISC|ISC|ISC|8106656|MW|6.4|HRVD|SOUTH OF FIJI ISLANDS|-23.607|-179.989|535.2|6.4|mwb|4.56e25
2276285|2006-02-24T14:15:45|-18.0392|-179.5267|622.9|ISC|ISC|ISC|8106597|MW|6.1|HRVD|FIJI ISLANDS REGION|-17.995|-179.59|622.4|6.1|mwc|1.67e25
2186707|2006-02-02T12:48:43|-17.8306|-178.2842|599.6|ISC|ISC|ISC|8079750|MW|6.7|HRVD|FIJI ISLANDS REGION|-17.747|-178.39|597.5|6.7|mwb|1.48e26
2256264|2006-01-23T13:16:35|-25.3923|178.327|599.1|ISC|ISC|ISC|8037832|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-25.328|178.316|592.7|5.6|mwc|3.49e24
2188466|2006-01-02T22:13:40|-19.9742|-178.1096|584.1|ISC|ISC|ISC|8029697|MW|7.2|HRVD|FIJI ISLANDS REGION|-19.926|-178.178|582.9|7.2|mwc|6.94e26
2133175|2005-12-20T18:34:35|-25.4317|179.4629|517.4|ISC|ISC|ISC|7997075|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-25.484|179.484|527.7|5.5|mwc|2.35e24
2083727|2005-12-10T08:24:12|-24.6007|179.9289|507.4|ISC|ISC|ISC|7788815|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-24.599|179.948|506.5|5.6|mwc|2.76e24
2019856|2005-12-01T03:08:39|-21.0586|-179.1217|643.7|ISC|ISC|ISC|7785602|MW|5.5|HRVD|FIJI ISLANDS REGION|-21.021|-179.105|644.7|5.5|mwc|2.55e24
2150011|2005-11-23T19:33:43|50.0656|147.7121|629.2|ISC|ISC|ISC|7750294|MW|5.5|HRVD|SEA OF OKHOTSK|50.073|147.704|631.9|5.5|mwb|2.55e24
2026907|2005-10-01T21:54:08|-23.5988|-63.6645|544.4|ISC|ISC|ISC|7702581|MW|5.6|HRVD|SALTA PROVINCE, ARGENTINA|-23.609|-63.632|547.4|5.6|mwb|3.19e24
2101129|2005-09-12T21:15:04|-17.4748|-177.3684|402.7|ISC|ISC|ISC|7519893|MW|5.7|HRVD|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|5.01e24
2048881|2005-09-04T23:58:32|2.9386|123.1755|435.6|ISC|ISC|ISC|7520073|MW|6.0|HRVD|CELEBES SEA|3.004|123.073|443.9|6|mwb|1.11e25
2022528|2005-09-01T11:22:10|-24.4604|179.9224|519.4|ISC|ISC|ISC|7700173|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-24.411|179.892|513.2|5.6|mwc|2.72e24
2166585|2005-08-25T23:09:17|-23.6453|179.9672|531.3|ISC|ISC|ISC|7553050|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-23.66|-179.977|530.7|5.7|mwc|4.05e24
2035908|2005-05-20T12:40:41|-24.4647|178.8084|559.7|ISC|ISC|ISC|7381637|MW|5.9|HRVD|SOUTH OF FIJI ISLANDS|-24.529|178.84|565.3|6|mwb|1.02e25
2031557|2005-04-19T01:46:56|29.6403|139.0243|427.1|ISC|ISC|ISC|7493390|MW|5.9|HRVD|SOUTHEAST OF HONSHU, JAPAN|29.642|138.891|425.8|5.9|mwb|8.25e24
2115376|2005-03-30T17:41:55|-22.4311|-179.7872|586.1|ISC|ISC|ISC|7487375|MW|6.1|HRVD|SOUTH OF FIJI ISLANDS|-22.459|-179.754|588.7|6.1|mwc|1.99e25
2025555|2005-03-21T12:43:11|-24.6809|-63.5083|567.1|ISC|ISC|ISC|7483546|MW|6.4|HRVD|SALTA PROVINCE, ARGENTINA|-24.725|-63.507|570.1|6.4|mwc|4.7e25
2025270|2005-03-21T12:23:53|-24.9411|-63.4567|576.6|ISC|ISC|ISC|7483534|MW|6.8|HRVD|SALTA PROVINCE, ARGENTINA|-24.983|-63.47|597.1|6.9|mwb|2.28e26
2009482|2005-03-19T17:34:45|-21.9283|-179.5441|596.1|ISC|ISC|ISC|7483038|MW|6.3|HRVD|FIJI ISLANDS REGION|-21.893|-179.547|598.7|6.3|mwc|3.45e25
1996223|2005-03-16T03:41:22|-24.3369|179.8947|491.3|ISC|ISC|ISC|7481569|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-24.369|179.923|507.1|5.5|mwc|2.3e24
2043373|2005-02-27T04:54:49|-17.8069|-178.5689|555.1|ISC|ISC|ISC|7475495|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.72|-178.594|555.9|5.7|mwc|4.44e24
1952015|2005-02-05T12:23:18|5.2896|123.4363|540.4|ISC|ISC|ISC|7470115|MW|7.1|HRVD|MINDANAO, PHILIPPINES|5.293|123.337|525|7.1|mwc|5.23e26
2003855|2005-01-18T21:20:30|-23.0111|179.0232|577.6|ISC|ISC|ISC|7462497|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-22.905|179.037|588.9|5.8|mwc|6.25e24
1907367|2004-12-24T13:39:42|-20.4487|-178.6715|614.2|ISC|ISC|ISC|7451492|MW|5.7|HRVD|FIJI ISLANDS REGION|-20.358|-178.668|614.5|5.8|mwc|4.79e24
1880712|2004-12-19T20:13:35|-18.1388|-178.8991|564.1|ISC|ISC|ISC|7450046|MW|5.8|HRVD|FIJI ISLANDS REGION|-18.105|-178.853|563.8|5.8|mwc|6.37e24
1879244|2004-12-19T15:14:51|7.3606|123.8458|595.8|ISC|ISC|ISC|7449979|MW|5.7|HRVD|MINDANAO, PHILIPPINES|7.38|123.778|575.7|5.7|mwc|4.2e24
1864207|2004-12-17T07:13:09|-21.9508|-179.3575|592.2|ISC|ISC|ISC|7449322|MW|5.8|HRVD|FIJI ISLANDS REGION|-21.901|-179.301|593.3|5.8|mwb|5.68e24
1818917|2004-12-11T01:55:48|-4.6159|149.7571|531.9|ISC|ISC|ISC|7447444|MW|5.5|HRVD|BISMARCK SEA|-4.613|149.779|541.8|5.5|mwc|1.87e24
1794941|2004-12-06T16:26:28|-18.5203|-178.0798|439.7|ISC|ISC|ISC|7446259|MW|6.1|HRVD|FIJI ISLANDS REGION|-18.481|-178.076|439.2|6.1|mwc|1.55e25
1894928|2004-11-23T21:04:56|-24.3776|179.0198|549.9|ISC|ISC|ISC|7440799|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-24.294|178.99|532.3|5.9|mwc|7.26e24
1860822|2004-11-18T12:27:06|-21.0903|-179.0647|621.3|ISC|ISC|ISC|7438180|MW|5.7|HRVD|FIJI ISLANDS REGION|-21.059|-179.062|625.4|5.7|mwc|4.11e24
1857221|2004-11-17T21:09:09|-20.0526|-178.7163|592.2|ISC|ISC|ISC|8033671|MW|6.5|HRVD|FIJI ISLANDS REGION|-20.068|-178.71|622.6|6.6|mwb|7.21e25
1831773|2004-11-13T07:33:16|-26.7133|-63.3086|567.5|ISC|ISC|ISC|7435595|MW|5.8|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-26.748|-63.361|573.1|5.8|mwc|5.87e24
1825064|2004-11-12T06:36:15|-26.6664|-63.3346|561.1|ISC|ISC|ISC|7434937|MW|6.0|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-26.705|-63.319|568.7|6.1|mwb|1.37e25
1788937|2004-11-07T02:02:24|47.9611|144.4788|465.4|ISC|ISC|ISC|7431890|MW|6.1|HRVD|SEA OF OKHOTSK|47.948|144.477|474|6.2|mwb|1.81e25
1822889|2004-10-13T20:30:01|-17.6737|-178.7993|522.1|ISC|ISC|ISC|7418256|MW|5.4|HRVD|FIJI ISLANDS REGION|-17.595|-178.922|566.3|5.5|mwc|1.75e24
1894431|2004-07-25T14:35:17|-2.4931|103.9746|581.9|ISC|ISC|ISC|7375830|MW|7.3|HRVD|SOUTHERN SUMATRA, INDONESIA|-2.427|103.981|582.1|7.3|mwb|1.02e27
1833055|2004-07-15T04:27:13|-17.7045|-178.7667|560.0|ISC|ISC|ISC|7371822|MW|7.1|HRVD|FIJI ISLANDS REGION|-17.656|-178.76|565.5|7.1|mwc|4.8e26
1757225|2004-07-01T16:20:58|-25.501|-179.3987|405.5|ISC|ISC|ISC|7366750|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-25.541|-179.379|405.5|5.7|mwc|3.54e24
1828292|2004-06-13T19:28:11|-17.9942|-178.5351|567.0|ISC|ISC|ISC|7356294|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.891|-178.57|580.1|5.7|mwc|3.82e24
1785216|2004-06-06T09:38:05|-6.0511|113.1126|576.9|ISC|ISC|ISC|7353610|MW|5.8|HRVD|JAVA, INDONESIA|-6.04|113.109|579.4|5.9|mwb|7.31e24
1764785|2004-06-02T17:05:07|-23.7988|179.2392|536.8|ISC|ISC|ISC|7352262|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-23.766|179.256|537|5.6|mwc|2.55e24
1783233|2004-05-06T12:01:38|-4.5882|149.4339|571.0|ISC|ISC|ISC|7339735|MW|5.5|HRVD|BISMARCK SEA|-4.602|149.464|573.5|5.6|mwc|2.61e24
1846186|2004-04-17T12:40:15|-23.7214|179.9563|544.2|ISC|ISC|ISC|7331432|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-23.682|-179.983|542.9|5.6|mwc|2.68e24
1711457|2004-03-08T22:49:30|-20.8972|-178.952|586.6|ISC|ISC|ISC|7306338|MW|5.5|HRVD|FIJI ISLANDS REGION|-20.856|-179.008|607|5.6|mwc|2.48e24
1705277|2004-03-05T06:00:20|-20.7437|-178.7724|615.1|ISC|ISC|ISC|7303959|MW|5.5|HRVD|FIJI ISLANDS REGION|-20.615|-178.837|622.6|5.6|mwc|2.58e24
