masterID,masterTime,mastermag,masterlat,masterlon,masterdep,egfID,egfTime,egfmag,M0,magdif,egflat,egflon,egfdep,gp,gp_M0r,gp_fcegf,gp_fcmaster,gp_fc_std
1660728,2003-10-15T02:19:41,6.0,-17.822,-178.704,582.6,1150182,2000-08-27T04:22:20,5.5,9.92e+17,0.5,-17.517,-179.06400000000002,548.9,5,4.2335650983417406,0.281510097397845,0.17421001475016598,0.00718583132734
1652283,2003-07-27T06:25:31,6.8,47.151,139.248,470.3,8786871,2012-07-29T09:20:55,5.6,1.46e+19,1.2,47.379,139.07299999999998,502.3,81,23.0620048485874,0.087660479603698,0.025000000000036,1.8199042191887698e-13
1584889,2003-05-26T23:13:31,6.9,6.761,123.70700000000001,565.8,10801956,2018-05-10T18:02:28,5.9,2.27e+19,1.0,6.8698,123.762,535.0,28,8.60885981784984,0.105209884972471,0.027733611978397996,0.0012700514431619998
1547900,2003-05-19T10:43:21,6.0,-18.044,-178.67,563.8,2211042,2006-06-09T10:40:41,5.5,9.34e+17,0.5,-17.98,-178.503,575.9,15,3.11177610117123,0.551930640111323,0.28313615965571,0.01394030147442
1449061,2002-10-22T11:39:04,6.2,-20.633000000000003,-178.391,549.0,8847907,2012-09-20T21:03:42,5.7,1.85e+18,0.5,-20.756999999999998,-178.513,570.4,4,2.8615157204333697,1.4039526936140299,0.6198480275648621,0.018602397810649
1097023,2001-09-12T08:48:37,6.5,-20.993000000000002,-179.109,608.1,1293963,2002-01-25T03:28:12,5.7,5.72e+18,0.8,-20.865,-178.763,576.4,4,4.01172241471635,0.246184391998857,0.122742905274479,0.004502136967877
1097023,2001-09-12T08:48:37,6.5,-20.993000000000002,-179.109,608.1,911902,2000-01-15T12:49:43,6.0,5.72e+18,0.5,-21.215999999999998,-179.255,632.6,6,4.16603866954378,0.12855785913310197,0.07963467827291701,0.004854689969821
883990,2000-05-04T20:36:29,6.5,-17.914,-178.52200000000002,515.8,10955349,2018-10-04T04:16:21,5.5,5.83e+18,1.0,-17.8372,-178.5215,590.03,4,18.9141261345868,0.5704047131898901,0.141967823436079,0.005845490279416
883990,2000-05-04T20:36:29,6.5,-17.914,-178.52200000000002,515.8,10003813,2017-02-24T23:46:45,5.9,5.83e+18,0.6,-17.9547,-178.4384,581.62,27,3.59511895972472,0.185854658343916,0.112070542084074,0.003999628277186
883990,2000-05-04T20:36:29,6.5,-17.914,-178.52200000000002,515.8,2372840,2006-07-23T20:50:52,5.8,5.83e+18,0.7,-17.93,-178.608,587.0,37,4.403018364555,0.21447954161284902,0.128083904666147,0.0044934529278
883990,2000-05-04T20:36:29,6.5,-17.914,-178.52200000000002,515.8,1327033,2002-06-16T06:55:13,5.9,5.83e+18,0.6,-17.866,-178.696,569.0,41,3.6772264807194706,0.21915040633659602,0.14395880424663,0.004743905167747
945196,2000-04-23T09:27:23,7.0,-28.307,-62.99,608.5,4212015,2013-02-22T12:01:58,6.1,3.08e+19,0.9,-27.932,-63.097,575.2,11,17.452213188953,0.130913130058096,0.028962644803449,0.001976591902768
907306,2000-01-13T20:07:12,6.2,-17.61,-178.74200000000002,535.0,2211042,2006-06-09T10:40:41,5.5,2.59e+18,0.7,-17.98,-178.503,575.9,4,2.81085937666499,1.6389622765343401,0.75212522452397,0.032318176539326
907306,2000-01-13T20:07:12,6.2,-17.61,-178.74200000000002,535.0,1822889,2004-10-13T20:30:01,5.5,2.59e+18,0.7,-17.595,-178.922,566.3,4,3.50105329781102,1.3549653973146698,0.5784106617542161,0.019753710918686
907306,2000-01-13T20:07:12,6.2,-17.61,-178.74200000000002,535.0,1828292,2004-06-13T19:28:11,5.7,2.59e+18,0.5,-17.891,-178.57,580.1,5,3.5919259539670496,0.7081141573272371,0.41220653242131605,0.014452636837715001
907306,2000-01-13T20:07:12,6.2,-17.61,-178.74200000000002,535.0,1179413,2001-05-23T15:35:22,5.6,2.59e+18,0.600000000000001,-17.708,-178.703,567.2,5,3.5213346149740694,2.09635660192638,1.14981687626752,0.061052673406744
