Data Set S1
event_ID                  yr   mon  day    hr    min   sec        m0      Mw  mb     lat     lon     depth   fc       stress_drop   rms         nstat
Event_1996_077_17_58_20  1996   3    17    17    58   20.30   1.5200e+25  6.1 5.5   -6.151  147.769  41.8   0.0395    2.1320e-02    1.3940e-01    5
Event_1996_078_10_30_15  1996   3    18    10    30   15.60   6.2400e+24  5.8 5.5   -6.168  147.793  32.0   0.2095    1.3060e+00    1.5180e-01    5
Event_1996_079_15_00_26  1996   3    19    15     0   26.00   3.6000e+25  6.3 5.7   40.043   76.621  12.0   0.2070    7.2660e+00    7.1560e-02   32
Event_1996_079_17_12_43  1996   3    19    17    12   43.00   6.9100e+24  5.8 5.8   15.807  -97.333  16.8   0.1405    4.3610e-01    1.4120e-01    3
Event_1996_082_03_24_20  1996   3    22     3    24   20.00   1.4140e+26  6.7 5.7   51.318  178.659  20.0   0.0670    9.6770e-01    8.5900e-02   77
Event_1996_087_20_52_06  1996   3    27    20    52    6.60   1.3300e+25  6.0 5.5   11.778  -88.037  15.0   0.1295    6.5720e-01    1.4830e-01   22
Event_1996_088_07_28_28  1996   3    28     7    28   28.10   1.6000e+25  6.1 5.8   11.917   57.882  14.0   0.3050    1.0330e+01    1.2820e-01   18
Event_1996_088_19_51_07  1996   3    28    19    51    7.80   5.8700e+24  5.8 5.7   52.303 -168.791  14.0   0.3170    4.2550e+00    1.6650e-01   14
Event_1996_088_23_03_49  1996   3    28    23     3   49.80   8.4200e+24  5.9 5.8   -1.031  -78.659   9.0   0.2210    2.0680e+00    8.0100e-02   10
Event_1996_089_03_28_56  1996   3    29     3    28   56.80   5.2000e+24  5.7 5.4   24.120  122.164  30.9   0.1800    6.9000e-01    6.9130e-02   13
Event_1996_090_13_05_17  1996   3    30    13     5   17.40   3.3400e+25  6.3 5.9   52.259 -168.764  16.0   0.1340    1.8290e+00    4.7080e-02   78
Event_1996_091_23_41_43  1996   3    31    23    41   43.10   1.0740e+25  6.0 5.6  -11.231  165.825  18.0   0.3295    8.7420e+00    8.0710e-02    4
Event_1996_093_18_50_36  1996   4     2    18    50   36.60   8.2900e+24  5.9 5.7    3.081  126.176  32.7   0.3415    7.5120e+00    8.3530e-02   28
Event_1996_102_11_24_26  1996   4    11    11    24   26.90   7.1200e+24  5.8 5.9  -10.824  161.629  52.3   0.5605    2.8530e+01    1.5860e-01    6
Event_1996_109_06_12_57  1996   4    18     6    12   57.50   6.5700e+24  5.8 5.5   12.872  124.891  22.0   0.2670    2.8450e+00    4.8300e-02   18
Event_1996_110_00_19_31  1996   4    19     0    19   31.10   8.4300e+25  6.6 6.0  -23.857  -69.958  46.0   0.1620    8.1550e+00    7.5170e-02   28
Event_1996_120_14_40_41  1996   4    29    14    40   41.00   7.5500e+26  7.2 6.3   -6.518  155.116  38.0   0.0305    4.8740e-01    1.2010e-01   67
Event_1996_122_09_21_24  1996   5     1     9    21   24.20   1.4500e+25  6.0 5.5   -6.650  154.988  26.0   0.1385    8.7650e-01    1.0390e-01   13
Event_1996_123_02_32_35  1996   5     2     2    32   35.20   1.3400e+25  6.0 5.3   -6.559  154.835  37.3   0.1115    4.2270e-01    9.5990e-02   13
Event_1996_124_03_32_47  1996   5     3     3    32   47.10   1.0700e+25  6.0 5.5   40.777  109.713  24.5   0.5265    3.5530e+01    6.1160e-02    6
Event_1996_128_08_44_36  1996   5     7     8    44   36.60   1.3100e+25  6.0 5.9    1.602  126.518  10.0   0.3060    8.5410e+00    4.8220e-02   29
Event_1996_132_09_35_06  1996   5    11     9    35    6.30   6.3400e+24  5.8 5.4   -3.365  135.844  22.1   0.6575    4.1010e+01    7.1110e-02   13
Event_1996_132_13_43_45  1996   5    11    13    43   45.00   3.4100e+25  6.3 5.7   -6.629  155.164  32.0   0.0765    3.4740e-01    1.3330e-01   36
Event_1996_154_02_52_09  1996   6     2     2    52    9.50   2.9800e+26  6.9 6.1   10.803  -42.302  10.0   0.0780    3.2180e+00    6.8620e-02   51
Event_1996_154_09_37_46  1996   6     2     9    37   46.40   4.8200e+24  5.7 5.8   27.492  128.495  36.0   0.5055    1.4170e+01    1.1900e-01   13
Event_1996_155_08_15_39  1996   6     3     8    15   39.50   1.3300e+25  6.0 5.6   -9.304  157.385  15.0   0.3255    1.0440e+01    1.7400e-01    8
Event_1996_155_10_46_00  1996   6     3    10    46    0.50   1.4500e+25  6.0 5.3   -9.333  157.377  31.0   0.1915    2.3170e+00    8.5420e-02    4
Event_1996_158_17_35_38  1996   6     6    17    35   38.10   2.4100e+25  6.2 5.5  -41.231   80.606   5.0   0.3280    1.9350e+01    1.1340e-01   16
Event_1996_160_23_19_15  1996   6     8    23    19   15.10   6.7700e+25  6.5 5.9   51.454 -178.106  29.0   0.0780    7.3100e-01    1.7850e-01   78
Event_1996_162_15_24_56  1996   6    10    15    24   56.00   8.5100e+26  7.2 5.9   51.439 -176.845  26.0   0.0245    2.8480e-01    1.6670e-01  104
Event_1996_163_10_40_08  1996   6    11    10    40    8.00   8.2400e+24  5.9 5.6   51.306 -176.241  18.0   0.2690    3.6500e+00    1.3470e-01   50
Event_1996_163_18_22_55  1996   6    11    18    22   55.70   4.8600e+26  7.1 6.0   12.687  125.129  28.0   0.0440    9.4200e-01    7.0250e-02   54
Event_1996_164_02_16_48  1996   6    12     2    16   48.40   5.2700e+24  5.7 5.5   51.449 -178.213  26.0   0.2390    1.6370e+00    1.1030e-01   21
Event_1996_166_15_04_40  1996   6    14    15     4   40.70   1.6000e+25  6.1 5.6   12.866  124.961  13.0   0.3050    1.0330e+01    7.2590e-02   43
Event_1996_170_13_55_34  1996   6    18    13    55   34.20   1.1250e+25  6.0 5.6  -16.086  178.223  30.5   0.2180    2.6520e+00    1.2810e-01    8
Event_1996_173_13_57_10  1996   6    21    13    57   10.00   1.4600e+26  6.7 6.0   51.638  159.044  17.0   0.0405    2.2070e-01    1.1260e-01   91
Event_1996_174_14_50_07  1996   6    22    14    50    7.50   2.0600e+25  6.1 5.6   51.455  159.090  16.0   0.0930    3.7700e-01    8.9420e-02   66
Event_1996_175_12_45_06  1996   6    23    12    45    6.90   7.3700e+24  5.8 5.3   51.733  159.064  17.3   0.1740    8.8340e-01    1.6850e-01   21
Event_1996_181_04_46_28  1996   6    29     4    46   28.00   7.3000e+24  5.8 5.4   -2.757  139.248  31.6   0.2570    2.8200e+00    9.8400e-02   11
Event_1996_181_14_08_25  1996   6    29    14     8   25.00   5.7800e+24  5.8 5.2   -2.790  139.268  31.8   0.3020    3.6220e+00    8.3780e-02    9
Event_1996_182_11_32_35  1996   6    30    11    32   35.80   1.4140e+25  6.0 5.5   51.741  159.687   8.4   0.1535    1.1640e+00    1.6430e-01   55
Event_1996_185_16_48_27  1996   7     3    16    48   27.50   7.6500e+24  5.9 5.3  -23.231  -70.343  28.1   0.2395    2.3910e+00    1.1770e-01   10
Event_1996_186_15_50_38  1996   7     4    15    50   38.70   6.7100e+24  5.8 5.1    8.386  141.654  32.7   0.2740    3.1410e+00    8.9850e-02   19
Event_1996_189_10_49_59  1996   7     7    10    49   59.60   4.8700e+24  5.7 5.6   58.584  157.677   6.0   0.3680    5.5220e+00    7.3150e-02   41
Event_1996_192_05_48_19  1996   7    10     5    48   19.40   7.0500e+24  5.8 5.3   52.133 -171.148  41.8   0.2765    3.3910e+00    1.8130e-01    5
Event_1996_197_21_23_34  1996   7    15    21    23   34.00   9.9500e+25  6.6 5.7   17.514 -101.019  18.0   0.0210    2.0970e-02    1.6900e-01   57
Event_1996_198_10_07_36  1996   7    16    10     7   36.60   8.4000e+25  6.5 6.0    1.020  120.279  18.0   0.0680    6.0100e-01    1.2120e-01   41
Event_1996_200_22_55_03  1996   7    18    22    55    3.40   5.8700e+24  5.8 5.5   51.579  159.246  31.7   0.2855    3.1080e+00    1.0770e-01   33
Event_1996_202_00_00_41  1996   7    20     0     0   41.80   2.3800e+25  6.2 5.7   36.200   27.069   7.0   0.1525    1.9210e+00    4.6220e-02   32
Event_1996_204_14_19_35  1996   7    22    14    19   35.70   3.6100e+26  7.0 6.0    1.018  120.405  27.5   0.0370    4.1610e-01    1.0370e-01   48
Event_1996_205_03_32_12  1996   7    23     3    32   12.60   5.9200e+25  6.4 5.8  -26.965 -177.031  21.3   0.2520    2.1560e+01    1.0530e-01   30
Event_1996_209_11_40_02  1996   7    27    11    40    2.80   7.7800e+24  5.9 5.6  -28.873 -177.208  44.5   0.2655    3.3130e+00    1.1210e-01    7
Event_1996_210_10_40_43  1996   7    28    10    40   43.60   9.6700e+24  5.9 5.5    1.019  120.165  27.9   0.1150    3.3460e-01    9.1870e-02   14
Event_1996_212_17_38_30  1996   7    30    17    38   30.70   1.2300e+25  6.0 6.1   14.561  119.911  32.0   0.3705    1.4230e+01    7.9950e-02   45
Event_1996_215_12_55_29  1996   8     2    12    55   29.30   2.8500e+26  6.9 6.2  -10.750  161.517  30.0   0.0950    5.5600e+00    5.5660e-02   50
Event_1996_218_02_08_58  1996   8     5     2     8   58.20   1.1180e+26  6.6 6.0  -15.335 -172.951  42.0   0.0480    2.8130e-01    7.1440e-02   43
Event_1996_218_21_39_16  1996   8     5    21    39   16.20   3.3400e+25  6.3 5.7   -1.941  -80.909  16.0   0.0955    6.6190e-01    8.0570e-02   57
Event_1996_221_23_12_35  1996   8     8    23    12   35.10   5.6600e+24  5.8 5.4   12.001  125.610  32.1   0.3075    3.7450e+00    1.1510e-01   21
Event_1996_222_00_27_05  1996   8     9     0    27    5.90   5.3500e+24  5.8 5.4   -2.040   99.577  23.0   0.3370    4.6590e+00    6.0480e-02    7
Event_1996_223_11_20_19  1996   8    10    11    20   19.70   2.3200e+25  6.2 5.6   -4.941  152.222  38.0   0.1025    5.6850e-01    1.5790e-01   23
Event_1996_223_18_12_17  1996   8    10    18    12   17.30   9.5100e+24  5.9 6.0   38.998  140.549   9.0   0.3360    8.2080e+00    8.0990e-02   53
Event_1996_225_17_00_27  1996   8    12    17     0   27.90   1.2360e+25  6.0 5.7   -0.236  125.041  36.0   0.1515    9.7790e-01    1.6940e-01   29
Event_1996_228_07_33_50  1996   8    15     7    33   50.50   2.3400e+25  6.2 5.7  -13.342  166.976  39.0   0.1730    2.7570e+00    1.4550e-01   14
Event_1996_232_04_19_16  1996   8    19     4    19   16.10   1.1100e+25  6.0 5.7   51.470 -178.339  28.0   0.2185    2.6350e+00    7.6760e-02   67
Event_1996_236_21_56_06  1996   8    23    21    56    6.00   8.8000e+24  5.9 5.0   -4.078 -104.464  15.0   0.2415    2.8200e+00    1.2640e-01    3
Event_1996_240_10_50_49  1996   8    27    10    50   49.40   8.0800e+24  5.9 5.3  -36.786   78.474  15.3   0.4695    1.9030e+01    1.8200e-01    5
Event_1996_241_17_16_17  1996   8    28    17    16   17.10   8.1100e+24  5.9 5.5    9.400  -84.240  20.0   0.1535    6.6740e-01    7.8360e-02   17
Event_1996_246_20_41_52  1996   9     2    20    41   52.90   7.5700e+24  5.9 5.7   12.371  143.902   8.0   0.4140    1.2220e+01    1.3970e-01   23
Event_1996_248_19_06_49  1996   9     4    19     6   49.80   2.3500e+25  6.2 5.8    9.421  -84.202  18.0   0.0930    4.3010e-01    5.7920e-02   19
Event_1996_249_08_14_14  1996   9     5     8    14   14.40   2.1700e+26  6.8 6.2  -22.181 -113.458   9.3   0.0790    2.4340e+00    1.1300e-01   65
Event_1996_249_20_44_09  1996   9     5    20    44    9.20   1.2000e+25  6.0 5.6   42.764   17.981  12.0   0.3465    1.1360e+01    1.2150e-01   25
Event_1996_249_23_42_06  1996   9     5    23    42    6.10   1.9100e+26  6.8 6.4   21.975  121.513  17.0   0.1305    9.6590e+00    5.3500e-02   58
Event_1996_250_12_39_41  1996   9     6    12    39   41.40   6.8400e+24  5.8 5.5   -7.282  155.902  17.0   0.2985    4.1390e+00    6.8390e-02   13
Event_1996_250_17_03_46  1996   9     6    17     3   46.80   2.5900e+25  6.2 5.6   -7.301  155.918  18.0   0.1100    7.8440e-01    7.7800e-02   27
Event_1996_251_09_06_00  1996   9     7     9     6    0.80   6.0000e+24  5.8 5.4   -7.228  155.752  29.6   0.2710    2.7170e+00    7.9090e-02    9
Event_1996_253_00_20_39  1996   9     9     0    20   39.10   9.7100e+24  5.9 6.0  -31.942  -71.561  40.0   0.3965    1.3770e+01    1.0570e-01   40
Event_1996_259_18_17_38  1996   9    15    18    17   38.60   8.2100e+24  5.9 5.7   -6.497  154.946  33.0   0.1505    6.3680e-01    9.6940e-02   17
Event_1996_260_05_47_32  1996   9    16     5    47   32.30   8.8700e+24  5.9 5.5   -3.372  146.516  15.0   0.3565    9.1440e+00    1.2770e-01    8
Event_1996_264_00_03_18  1996   9    20     0     3   18.30   4.7800e+25  6.4 5.8    9.588  126.223  20.0   0.1085    1.3890e+00    1.0530e-01   52
Event_1996_264_04_10_27  1996   9    20     4    10   27.60   7.5100e+25  6.5 5.8    9.483  126.225  24.0   0.0635    4.3750e-01    8.5580e-02   51
Event_1996_264_12_24_42  1996   9    20    12    24   42.10   1.3800e+25  6.0 5.4    9.468  126.442  12.5   0.1330    7.3870e-01    1.8020e-01   30
Event_1996_264_17_37_06  1996   9    20    17    37    6.30   5.8200e+24  5.8 5.6  -53.027    9.875  11.1   0.3820    7.3820e+00    1.3380e-01    4
Event_1996_265_01_23_33  1996   9    21     1    23   33.30   5.3000e+24  5.7 5.7   -6.181  146.283   5.0   0.1565    4.6220e-01    7.4980e-02    5
Event_1996_269_09_26_45  1996   9    25     9    26   45.00   6.2400e+24  5.8 5.5    9.741  126.375  39.5   0.5435    2.2790e+01    1.3190e-01    9
Event_1996_275_15_50_23  1996  10     1    15    50   23.60   4.9500e+25  6.4 5.8   12.387   58.104   9.0   0.3615    5.3210e+01    9.2930e-02   27
Event_1996_276_09_48_01  1996  10     2     9    48    1.50   4.6400e+25  6.4 6.0   11.807  125.463  20.0   0.1050    1.2220e+00    9.0140e-02   30
Event_1996_282_01_36_53  1996  10     8     1    36   53.90   1.0090e+25  5.9 5.2  -45.819   95.971  19.4   0.2680    4.4190e+00    1.2780e-01   11
Event_1996_283_13_10_52  1996  10     9    13    10   52.10   1.8500e+26  6.8 6.4   34.562   32.143  22.0   0.1595    1.7080e+01    6.2380e-02   53
Event_1996_286_15_36_01  1996  10    12    15    36    1.20   1.6600e+25  6.1 5.4   -7.235  155.547  12.0   0.1410    1.0590e+00    1.1420e-01   15
Event_1996_288_00_07_58  1996  10    14     0     7   58.00   9.3200e+24  5.9 5.4   -7.169  155.466  30.5   0.1700    1.0420e+00    6.9640e-02    6
Event_1996_288_23_26_20  1996  10    14    23    26   20.00   1.6700e+26  6.7 5.9   -7.150  155.589  22.0   0.0550    6.3220e-01    7.5700e-02   37
Event_1996_292_10_50_20  1996  10    18    10    50   20.80   1.0010e+26  6.6 6.0   30.611  131.080  25.0   0.0525    3.2960e-01    1.3350e-01   34
Event_1996_298_19_31_53  1996  10    24    19    31   53.90   1.5100e+25  6.1 6.0   66.946 -173.197  19.0   0.3095    1.0190e+01    5.2170e-02   61
Event_1996_306_03_32_34  1996  11     1     3    32   34.60   8.1000e+24  5.9 5.7   -1.296  149.645  10.0   0.3375    7.0850e+00    9.2910e-02   20
Event_1996_309_17_24_57  1996  11     4    17    24   57.40   3.0500e+25  6.3 6.0    7.363  -77.374  14.0   0.1085    8.8640e-01    8.0420e-02   36
Event_1996_310_12_29_45  1996  11     5    12    29   45.90   9.7100e+24  5.9 5.7    9.809  126.342  24.0   0.4475    1.9800e+01    1.6410e-01    3
Event_1996_311_20_00_58  1996  11     6    20     0   58.80   7.9100e+25  6.5 6.4   28.032  143.602   9.0   0.2115    1.7030e+01    5.0900e-02   64
Event_1996_312_06_10_16  1996  11     7     6    10   16.70   1.5800e+25  6.1 5.7    9.866  126.243  20.0   0.2345    4.6360e+00    1.4930e-01    8
Event_1996_316_00_47_21  1996  11    11     0    47   21.10   1.6700e+25  6.1 5.9  -32.583 -178.860  32.0   0.2730    7.7310e+00    7.0750e-02   12
Event_1996_322_19_17_41  1996  11    17    19    17   41.90   9.5800e+24  5.9 5.5   11.138  -86.036  20.0   0.1965    1.6540e+00    5.1720e-02   18
Event_1996_324_10_44_46  1996  11    19    10    44   46.00   2.3700e+26  6.8 6.1   35.374   78.171  12.0   0.2065    4.7490e+01    5.2610e-02   40
Event_1996_325_02_27_47  1996  11    20     2    27   47.90   1.7900e+25  6.1 5.9   34.390  141.216  18.0   0.4110    2.8280e+01    5.2520e-02   29
Event_1996_325_17_58_04  1996  11    20    17    58    4.60   8.6200e+24  5.9 5.7   16.377  120.422  12.0   0.4055    1.3080e+01    4.5280e-02   15
Event_1996_325_19_42_56  1996  11    20    19    42   56.10   5.7400e+24  5.8 5.6   10.308  127.333  43.1   0.4155    9.3690e+00    1.2030e-01   11
Event_1996_328_10_35_45  1996  11    23    10    35   45.50   6.6500e+24  5.8 5.1   -3.250  146.809  26.4   0.2670    2.8800e+00    1.5440e-01    6
Event_1996_337_22_17_59  1996  12     2    22    17   59.20   1.2270e+26  6.7 6.0   31.828  131.323  29.0   0.0510    3.7040e-01    8.3770e-02   59
Event_1996_338_12_56_56  1996  12     3    12    56   56.90   1.9300e+25  6.1 6.0  -18.418 -172.150  30.0   0.2325    5.5190e+00    7.4250e-02   32
Event_1996_345_08_36_18  1996  12    10     8    36   18.70   1.0900e+26  6.6 6.0    0.898  -29.957   6.0   0.2340    3.1780e+01    8.2800e-02   39
Event_1996_361_20_48_23  1996  12    26    20    48   23.20   2.6000e+25  6.2 6.0   -2.213  138.947  15.0   0.2485    9.0780e+00    9.0270e-02   35
Event_1996_364_03_43_28  1996  12    29     3    43   28.30   5.8300e+24  5.8 5.8   -6.909  131.105  36.1   0.7605    5.8350e+01    6.3260e-02   21
Event_1997_009_13_43_31  1997   1     9    13    43   31.50   5.6600e+24  5.8 5.7   41.065   74.257  15.0   0.4525    1.1930e+01    4.7760e-02   13
Event_1997_017_15_53_13  1997   1    17    15    53   13.40   2.7300e+25  6.2 5.9   28.833  129.844  24.0   0.1810    3.6830e+00    5.1290e-02   34
Event_1997_019_04_33_22  1997   1    19     4    33   22.30   7.0800e+24  5.8 5.7   20.004  121.385  15.0   0.4095    1.1060e+01    8.4210e-02   18
Event_1997_029_23_19_20  1997   1    29    23    19   20.80   2.1600e+25  6.2 5.5  -12.859  166.402  46.3   0.2310    6.0580e+00    1.6940e-01    5
Event_1997_035_10_37_47  1997   2     4    10    37   47.10   6.7200e+25  6.5 5.9   37.724   57.305   8.0   0.1580    6.0310e+00    6.3990e-02   19
Event_1997_038_08_41_13  1997   2     7     8    41   13.40   4.8300e+25  6.4 6.0  -19.894 -173.103  28.0   0.0675    3.3800e-01    7.6670e-02   44
Event_1997_040_12_32_36  1997   2     9    12    32   36.20   1.7100e+25  6.1 5.7  -14.398  -76.189  20.0   0.1465    1.2230e+00    7.9380e-02    8
Event_1997_040_18_57_37  1997   2     9    18    57   37.80   7.2200e+24  5.8 5.9   55.227  161.866  27.0   0.4765    1.7770e+01    1.4450e-01   10
Event_1997_041_19_25_26  1997   2    10    19    25   26.90   8.8000e+24  5.9 5.6   -9.604  119.402  26.0   0.3010    5.4600e+00    1.1740e-01    6
Event_1997_051_07_54_58  1997   2    20     7    54   58.40   1.1830e+25  6.0 5.4   41.848  142.685  54.4   0.2315    3.3400e+00    1.8270e-01   23
Event_1997_052_23_40_24  1997   2    21    23    40   24.10   1.5000e+25  6.1 6.1   43.865  149.109  46.9   0.5505    5.6940e+01    4.2520e-02   26
Event_1997_058_21_08_02  1997   2    27    21     8    2.30   5.2000e+26  7.1 6.3   29.979   68.165  22.0   0.1180    1.9440e+01    7.1140e-02   57
Event_1997_059_11_32_18  1997   2    28    11    32   18.90   6.6700e+24  5.8 6.1   44.042  147.831  34.0   0.8755    1.0190e+02    1.0020e-01   19
Event_1997_059_12_57_18  1997   2    28    12    57   18.60   1.7300e+25  6.1 5.5   38.108   48.069   9.7   0.2515    6.2620e+00    1.2100e-01   10
Event_1997_070_19_22_00  1997   3    11    19    22    0.10   2.2300e+26  6.8 6.3    7.774  127.660  24.7   0.2365    6.7120e+01    1.2060e-01   31
Event_1997_076_08_05_48  1997   3    17     8     5   48.40   4.2300e+25  6.4 5.8   -6.708  105.338  35.0   0.1570    3.7250e+00    6.2130e-02   35
Event_1997_079_08_50_40  1997   3    20     8    50   40.30   8.0900e+24  5.9 5.5   30.161   67.998  18.0   0.4980    2.2730e+01    7.6950e-02   14
Event_1997_080_22_36_12  1997   3    21    22    36   12.90   5.0100e+24  5.7 5.3   -7.618  157.905  31.5   0.8035    5.9140e+01    1.0790e-01    3
Event_1997_085_02_08_57  1997   3    26     2     8   57.20   1.1620e+26  6.6 6.0   51.275  179.526  28.0   0.0810    1.4050e+00    1.7680e-01   51
Event_1997_085_08_31_47  1997   3    26     8    31   47.10   1.7600e+25  6.1 5.6   31.973  130.393  29.8   0.2805    8.8380e+00    4.8640e-02   20
Event_1997_091_15_11_49  1997   4     1    15    11   49.00   1.5500e+25  6.1 5.7    7.753  -82.399  25.6   0.4840    3.9990e+01    9.0040e-02    6
Event_1997_092_06_14_31  1997   4     2     6    14   31.00   1.5000e+25  6.1 5.8   11.399  -61.170  49.8   0.5200    4.7990e+01    6.9580e-02   19
Event_1997_095_23_46_19  1997   4     5    23    46   19.50   7.7300e+24  5.9 5.4   39.525   76.830  15.0   0.4985    2.1790e+01    6.3890e-02    7
Event_1997_096_04_36_35  1997   4     6     4    36   35.20   1.0510e+25  5.9 5.6   39.498   76.945  11.0   0.2410    3.3470e+00    1.0920e-01   18
Event_1997_101_05_34_42  1997   4    11     5    34   42.70   2.0600e+25  6.1 5.8   39.536   76.892  15.0   0.2065    4.1270e+00    8.5890e-02   26
Event_1997_105_18_19_10  1997   4    15    18    19   10.10   6.5600e+24  5.8 5.4   39.581   76.925  16.0   0.3385    5.7890e+00    4.7730e-02   14
Event_1997_112_09_31_23  1997   4    22     9    31   23.20   1.1280e+26  6.6 6.0   11.130  -61.060  18.0   0.1330    6.0380e+00    5.5490e-02   56
Event_1997_112_16_51_53  1997   4    22    16    51   53.50   6.1100e+24  5.8 5.5  -13.280  166.613  28.2   0.4960    1.6960e+01    6.9870e-02    8
Event_1997_113_03_47_18  1997   4    23     3    47   18.30   9.5300e+24  5.9 5.5  -13.660  166.529  33.1   0.3295    7.7570e+00    8.5300e-02   17
Event_1997_115_05_37_40  1997   4    25     5    37   40.10   7.1500e+24  5.8 5.5   46.228  152.977  13.9   0.2460    2.4220e+00    1.0610e-01   31
Event_1997_117_00_31_32  1997   4    27     0    31   32.50   1.2800e+25  6.0 5.8  -19.079  168.801  40.0   0.2380    3.9260e+00    6.6500e-02   19
Event_1997_128_02_53_14  1997   5     8     2    53   14.70   8.5700e+24  5.9 5.6   24.923   92.270  35.0   0.6080    4.3830e+01    8.7420e-02   18
Event_1997_128_13_29_24  1997   5     8    13    29   24.60   1.1550e+25  6.0 5.8   51.709 -170.822  16.0   0.2250    2.9940e+00    8.0150e-02   45
Event_1997_129_09_06_37  1997   5     9     9     6   37.20   1.2500e+25  6.0 5.9   13.221  144.844  29.0   0.3870    1.6490e+01    6.2120e-02   21
Event_1997_131_22_16_13  1997   5    11    22    16   13.90   6.0400e+25  6.5 5.6  -36.486  -97.873  15.0   0.2250    1.5650e+01    8.9250e-02   14
Event_1997_132_13_45_26  1997   5    12    13    45   26.30   8.5500e+24  5.9 5.5   10.188  121.616  20.9   0.4650    1.9560e+01    4.3880e-02   31
Event_1997_135_18_01_33  1997   5    15    18     1   33.20   9.5000e+24  5.9 5.3  -21.683  169.903  45.1   0.1885    1.4480e+00    6.6120e-02    9
Event_1997_141_22_51_28  1997   5    21    22    51   28.70   5.8300e+24  5.8 6.0   23.072   80.083  36.0   0.5605    2.3360e+01    6.1100e-02   30
Event_1997_142_13_21_36  1997   5    22    13    21   36.30   1.3600e+25  6.0 5.7   19.030  121.329  34.0   0.3360    1.1740e+01    7.8320e-02   43
Event_1997_147_08_00_29  1997   5    27     8     0   29.00   4.1800e+25  6.3 5.6  -15.357 -173.094  14.0   0.1120    1.3360e+00    1.1850e-01   34
Event_1997_149_17_02_38  1997   5    29    17     2   38.70   5.8600e+25  6.4 5.6  -35.906 -102.510   4.3   0.1965    1.0120e+01    6.5260e-02   36
Event_1997_153_21_24_38  1997   6     2    21    24   38.40   1.6200e+25  6.1 5.9  -57.838  -25.528  24.0   0.3430    1.4870e+01    7.2180e-02   22
Event_1997_161_21_53_55  1997   6    10    21    53   55.00   7.3500e+25  6.5 5.8  -35.747 -108.145   7.0   0.1835    1.0330e+01    9.9050e-02   41
Event_1997_163_12_07_33  1997   6    12    12     7   33.60   1.6200e+25  6.1 5.7   -5.961  147.065  32.0   0.1480    1.1950e+00    6.0990e-02   28
Event_1997_175_23_04_53  1997   6    24    23     4   53.10   4.1400e+25  6.3 5.9   -1.874  127.911  20.0   0.1910    6.5640e+00    7.8800e-02   50
Event_1997_176_09_50_12  1997   6    25     9    50   12.40   6.7100e+24  5.8 5.5   34.432  131.586  20.6   0.4390    1.2920e+01    8.5710e-02   16
Event_1997_176_19_38_40  1997   6    25    19    38   40.60   7.4000e+24  5.8 5.5   33.919   59.431  12.0   0.3655    8.2210e+00    7.7970e-02    8
Event_1997_177_19_21_08  1997   6    26    19    21    8.80   2.1000e+25  6.1 5.4  -49.712 -114.730   0.6   0.2965    1.2450e+01    1.3340e-01    7
Event_1997_187_09_54_00  1997   7     6     9    54    0.80   1.9300e+26  6.8 5.8  -30.119  -71.922  23.0   0.0665    1.2910e+00    9.3250e-02   78
Event_1997_187_20_13_37  1997   7     6    20    13   37.00   6.3700e+24  5.8 5.5   16.147  -87.977  15.0   0.3115    4.3810e+00    1.4160e-01   16
Event_1997_188_11_24_37  1997   7     7    11    24   37.70   7.2400e+24  5.8 5.4    0.997   97.474  22.0   0.2920    4.1010e+00    1.5920e-01   20
Event_1997_189_02_24_07  1997   7     8     2    24    7.30   5.3600e+24  5.8 5.8   23.807  142.869  24.0   0.4710    1.2740e+01    1.1300e-01   42
Event_1997_189_12_11_15  1997   7     8    12    11   15.00   6.7400e+24  5.8 5.5   51.416 -178.551  26.0   0.2385    2.0810e+00    9.3850e-02   46
Event_1997_195_16_09_35  1997   7    14    16     9   35.50   1.8000e+25  6.1 5.9   43.267  146.364  29.0   0.3355    1.5470e+01    5.1060e-02   67
Event_1997_200_12_22_57  1997   7    19    12    22   57.30   7.6500e+24  5.9 5.8  -29.279  -71.681  26.0   0.2975    4.5830e+00    8.2720e-02   48
Event_1997_200_14_22_08  1997   7    19    14    22    8.80   1.1890e+26  6.7 5.7   16.203  -98.154  15.0   0.0300    7.3050e-02    1.9450e-01   29
Event_1997_202_23_19_39  1997   7    21    23    19   39.30   8.9300e+24  5.9 5.2  -30.264  -71.946  11.7   0.1630    8.8000e-01    9.7200e-02   21
Event_1997_208_10_07_52  1997   7    27    10     7   52.50   2.5200e+24  5.5 5.5   35.480   21.152  35.0   1.5600    2.1770e+02    1.0000e-01   10
Event_1997_209_06_46_55  1997   7    28     6    46   55.70   8.2300e+24  5.9 5.7   22.338  142.875  40.5   0.3225    6.2810e+00    1.1200e-01   50
Event_1997_216_18_53_58  1997   8     4    18    53   58.90   1.4800e+25  6.0 5.5  -15.243 -175.122  15.0   0.2345    4.3430e+00    1.6180e-01   17
Event_1997_220_22_27_19  1997   8     8    22    27   19.90   9.5400e+25  6.6 5.7  -15.656 -178.984  17.0   0.1700    1.0660e+01    1.4840e-01   59
Event_1997_227_07_37_49  1997   8    15     7    37   49.10   2.3800e+25  6.2 5.3   -4.392 -105.760  10.0   0.1790    3.1060e+00    9.2790e-02   71
