Data Set S1
event_ID                  yr   mon  day    hr    min   sec        m0      Mw  mb     lat     lon     depth   fc       stress_drop   rms         nstat
Event_2000_213_22_44_30  2000   7    31    22    44   30.40   2.0000e+25  6.1 5.7  -16.714  174.666  10.0   0.2665    8.6130e+00    1.5420e-01   23
Event_2000_214_18_54_46  2000   8     1    18    54   46.10   7.7100e+24  5.9 5.2  -38.762   78.492  19.2   0.4280    1.3750e+01    1.6820e-01    4
Event_2000_216_19_22_11  2000   8     3    19    22   11.20   6.5500e+24  5.8 5.6  -17.690  -71.884  21.0   0.2425    2.1250e+00    1.2500e-01   10
Event_2000_217_21_13_02  2000   8     4    21    13    2.70   1.9200e+26  6.8 6.3   48.770  142.209  16.0   0.0535    6.6900e-01    8.3550e-02  228
Event_2000_222_00_08_41  2000   8     9     0     8   41.80   2.9800e+25  6.2 6.3  -15.700  168.086  14.0   0.1810    4.0210e+00    1.0880e-01  106
Event_2000_222_11_41_47  2000   8     9    11    41   47.90   7.1300e+25  6.5 6.1   18.151 -102.557  29.0   0.1230    3.0190e+00    9.2510e-02   74
Event_2000_225_10_26_15  2000   8    12    10    26   15.90   8.8800e+24  5.9 5.6   -3.082  136.165  36.6   0.3565    9.1550e+00    4.9940e-02   29
Event_2000_228_20_20_43  2000   8    15    20    20   43.80   6.2500e+24  5.8 5.7   43.077  146.730  55.3   0.3230    4.7920e+00    1.1950e-01   84
Event_2000_230_00_04_29  2000   8    17     0     4   29.10   5.1400e+24  5.7 5.4  -22.000 -174.575  23.2   0.3120    3.5520e+00    1.1180e-01   29
Event_2000_231_01_52_20  2000   8    18     1    52   20.90   4.5600e+24  5.7 5.6   34.160  139.198  18.9   0.2975    2.7320e+00    6.9600e-02   54
Event_2000_234_09_16_25  2000   8    21     9    16   25.50   1.5000e+25  6.1 5.8  -53.024  -46.309  18.0   0.2165    3.4640e+00    5.6090e-02    8
Event_2000_235_16_55_13  2000   8    22    16    55   13.70   3.6200e+24  5.6 5.2   38.132   57.375  14.3   0.4795    9.0810e+00    7.9550e-02    4
Event_2000_237_11_36_45  2000   8    24    11    36   45.40   5.9300e+24  5.8 5.7   -6.021  102.642  10.0   0.2310    1.6630e+00    1.2520e-01   45
Event_2000_241_15_05_47  2000   8    28    15     5   47.90   1.7300e+26  6.8 6.5   -4.093  127.423  16.0   0.0575    7.4840e-01    1.3400e-01   61
Event_2000_245_11_56_51  2000   9     1    11    56   51.80   1.0670e+25  6.0 5.6    1.392   96.460  22.0   0.1030    2.6530e-01    1.2220e-01   50
Event_2000_254_19_06_15  2000   9    10    19     6   15.60   1.4300e+25  6.0 5.9   -1.151  129.359   9.0   0.1855    2.0770e+00    1.3510e-01   44
Event_2000_256_00_27_58  2000   9    12     0    27   58.60   1.7600e+25  6.1 5.7   35.429   99.442  10.0   0.3665    1.9710e+01    7.5520e-02   34
Event_2000_256_16_27_24  2000   9    12    16    27   24.60   1.2800e+25  6.0 5.7   -5.505  101.716   9.0   0.1545    1.0740e+00    1.2410e-01   46
Event_2000_258_14_59_57  2000   9    14    14    59   57.70   2.4900e+25  6.2 5.7  -15.793 -179.931   9.0   0.1750    3.0360e+00    1.7570e-01   45
Event_2000_266_18_22_03  2000   9    22    18    22    3.20   2.1800e+25  6.2 5.8   -5.010  102.017  31.0   0.4445    4.3560e+01    4.4490e-02   50
Event_2000_269_04_00_39  2000   9    25     4     0   39.70   7.4200e+24  5.8 5.6  -46.730   37.671  18.6   0.4575    1.6170e+01    1.9140e-01    7
Event_2000_276_02_25_31  2000  10     2     2    25   31.30   5.6800e+25  6.4 6.1   -7.965   30.806  34.0   0.1050    1.4960e+00    1.1590e-01   65
Event_2000_278_16_58_44  2000  10     4    16    58   44.30   3.0200e+26  6.9 6.1  -15.341  167.005  23.0   0.0505    8.8500e-01    1.2560e-01  107
Event_2000_281_11_57_40  2000  10     7    11    57   40.90   6.9600e+24  5.8 5.8  -10.045  119.198  21.0   0.2775    3.3840e+00    5.3280e-02   29
Event_2000_283_02_30_00  2000  10     9     2    30    0.60   3.5700e+24  5.6 5.3    9.998   92.927  40.1   0.5035    1.0370e+01    6.0000e-02    7
Event_2000_299_05_26_38  2000  10    25     5    26   38.90   1.3300e+25  6.0 5.6  -34.578 -109.661  12.5   0.2305    3.7060e+00    1.4530e-01    4
Event_2000_299_19_00_17  2000  10    25    19     0   17.50   1.6000e+25  6.1 5.6  -34.625 -109.530  27.1   0.3030    1.0130e+01    1.7160e-01    8
Event_2000_301_19_02_52  2000  10    27    19     2   52.90   3.2000e+24  5.6 5.4   17.568  -61.210  24.1   0.5845    1.4540e+01    6.6820e-02    5
Event_2000_303_08_37_08  2000  10    29     8    37    8.80   3.0100e+26  6.9 6.1   -5.068  153.994  50.0   0.0575    1.3020e+00    1.6200e-01   64
Event_2000_304_12_01_30  2000  10    30    12     1   30.80   1.0050e+25  5.9 5.7   -9.864  118.908  42.5   0.7845    1.1040e+02    7.1120e-02   19
Event_2000_305_18_43_20  2000  10    31    18    43   20.90   2.4600e+25  6.2 5.8  -18.042 -175.175  15.5   0.1855    3.5730e+00    1.1310e-01   10
Event_2000_306_10_35_55  2000  11     1    10    35   55.00   1.6400e+25  6.1 5.8  -45.130  167.125  30.2   0.1310    8.3890e-01    1.0110e-01    7
Event_2000_310_04_45_34  2000  11     5     4    45   34.50   4.9200e+24  5.7 5.2   -6.022  102.508  15.0   0.4110    7.7720e+00    1.2060e-01    4
Event_2000_311_11_40_26  2000  11     6    11    40   26.80   5.7900e+24  5.8 5.5   56.185 -153.462  20.0   0.1510    4.5360e-01    8.5250e-02   64
Event_2000_313_06_59_58  2000  11     8     6    59   58.90   7.0600e+25  6.5 6.0    7.091  -77.811  17.0   0.1055    1.8860e+00    4.9980e-02  142
Event_2000_318_15_57_21  2000  11    13    15    57   21.60   1.0440e+25  5.9 6.0   42.521  144.736  26.0   0.3900    1.4090e+01    6.9190e-02   35
Event_2000_321_07_42_16  2000  11    16     7    42   16.90   6.4700e+27  7.8 6.2   -5.196  153.123  30.0   0.0135    3.6220e-01    1.6240e-01   40
Event_2000_322_01_37_04  2000  11    17     1    37    4.10   6.4800e+24  5.8 5.7   -5.148  152.873  39.6   0.3260    5.1080e+00    9.6400e-02    9
Event_2000_322_04_22_55  2000  11    17     4    22   55.80   4.6700e+24  5.7 5.5   -6.307  153.443  14.2   0.2415    1.4970e+00    1.6970e-01   17
Event_2000_322_21_01_56  2000  11    17    21     1   56.50   5.6400e+27  7.8 6.2   -5.491  151.881  29.7   0.0110    1.7080e-01    1.9350e-01  127
Event_2000_323_06_54_58  2000  11    18     6    54   58.30   1.5800e+26  6.7 6.2   -5.236  151.802  43.0   0.0515    4.9110e-01    9.5260e-02   85
Event_2000_323_23_05_39  2000  11    18    23     5   39.80   1.4000e+25  6.0 5.7   -5.417  153.464  18.0   0.1975    2.4540e+00    6.4490e-02   21
Event_2000_326_17_33_34  2000  11    21    17    33   34.50   1.8700e+25  6.1 5.7   -5.441  152.227  26.0   0.1095    5.5870e-01    9.3300e-02   23
Event_2000_326_21_21_05  2000  11    21    21    21    5.30   1.6000e+25  6.1 5.6   -5.334  152.749  15.0   0.1475    1.1680e+00    1.0980e-01   25
Event_2000_328_18_43_15  2000  11    23    18    43   15.70   3.5300e+25  6.3 5.7   -4.596  153.094  49.0   0.3625    3.8260e+01    8.1470e-02   25
Event_2000_340_22_11_34  2000  12     5    22    11   34.40   6.8400e+24  5.8 5.6   52.490 -167.970  28.6   0.2010    1.2640e+00    4.9210e-02   40
Event_2000_341_17_11_06  2000  12     6    17    11    6.40   3.9000e+26  7.0 6.7   39.532   54.801  30.0   0.0710    3.1760e+00    1.2070e-01  127
Event_2000_341_22_57_40  2000  12     6    22    57   40.00   7.4500e+25  6.5 6.1   -4.228  152.795  28.0   0.0955    1.4760e+00    7.3610e-02   64
Event_2000_342_09_31_19  2000  12     7     9    31   19.10   5.9200e+24  5.8 5.7   -4.270  152.793  26.0   0.2775    2.8780e+00    6.7340e-02   15
Event_2000_347_05_26_45  2000  12    12     5    26   45.90   1.7400e+25  6.1 5.8    5.786  -82.695   7.0   0.2350    5.1380e+00    1.1910e-01   54
Event_2000_350_16_44_47  2000  12    15    16    44   47.70   1.2100e+25  6.0 5.1   38.451   31.265  12.0   0.1180    4.5240e-01    9.7670e-02   21
Event_2000_354_13_11_47  2000  12    19    13    11   47.40   1.9300e+25  6.1 6.3   11.738  144.877  13.9   0.3765    2.3440e+01    7.9450e-02   47
Event_2000_355_11_23_54  2000  12    20    11    23   54.10   5.4600e+25  6.4 6.1  -39.104  -74.932  11.0   0.1495    4.1510e+00    1.2240e-01   67
Event_2000_356_01_01_27  2000  12    21     1     1   27.80   3.8600e+25  6.3 6.4   -5.802  151.272  44.0   0.1535    3.1770e+00    7.3960e-02   38
Event_2001_001_06_57_04  2001   1     1     6    57    4.20   1.7300e+27  7.4 6.4    6.881  126.694  36.0   0.0345    1.6160e+00    1.5140e-01   79
Event_2001_003_14_47_49  2001   1     3    14    47   49.50   7.6600e+24  5.9 5.9   43.938  147.737  60.6   0.5765    3.3400e+01    1.2130e-01   24
Event_2001_007_10_18_20  2001   1     7    10    18   20.20   9.0500e+24  5.9 5.4  -33.491  -72.129  17.6   0.1870    1.3470e+00    1.5160e-01    3
Event_2001_010_16_02_44  2001   1    10    16     2   44.20   3.2900e+26  6.9 6.2   56.936 -153.536  25.0   0.0900    5.4570e+00    8.2160e-02  164
Event_2001_015_05_52_16  2001   1    15     5    52   16.20   3.9000e+25  6.3 5.7  -40.330   78.282   8.0   0.2275    1.0450e+01    1.5490e-01   10
Event_2001_016_13_25_09  2001   1    16    13    25    9.80   1.9700e+26  6.8 6.5   -4.054  101.598  28.0   0.0920    3.4910e+00    1.3500e-01   41
Event_2001_019_08_10_14  2001   1    19     8    10   14.80   3.0000e+25  6.3 5.7  -11.633  166.455  38.0   0.1425    1.9750e+00    7.7520e-02   30
Event_2001_026_03_16_40  2001   1    26     3    16   40.50   3.4300e+27  7.6 6.9   23.402   70.287  16.0   0.0290    1.9030e+00    1.1660e-01   99
Event_2001_028_01_02_10  2001   1    28     1     2   10.70   5.2200e+24  5.7 5.9   23.464   70.541  12.0   0.3140    3.6770e+00    7.8220e-02   17
Event_2001_029_23_21_25  2001   1    29    23    21   25.90   2.5700e+25  6.2 5.9   -0.710  133.250  14.0   0.1730    3.0280e+00    7.7330e-02   24
Event_2001_032_18_19_30  2001   2     1    18    19   30.40   1.0770e+25  6.0 5.6   51.446 -177.806  27.0   0.2340    3.1400e+00    8.7320e-02   55
Event_2001_044_19_28_30  2001   2    13    19    28   30.30   1.1650e+27  7.3 6.2   -4.826  102.335  34.0   0.0340    1.0420e+00    1.1850e-01   82
Event_2001_048_20_11_30  2001   2    17    20    11   30.00   2.1800e+25  6.2 5.5   53.963 -133.875   3.3   0.1925    3.5380e+00    8.9520e-02    7
Event_2001_049_13_04_53  2001   2    18    13     4   53.40   1.2300e+25  6.0 5.5  -47.361   32.476  17.5   0.2935    7.0760e+00    8.2580e-02   15
Event_2001_052_15_22_20  2001   2    21    15    22   20.80   3.9900e+24  5.7 5.7   -4.890  102.374  33.3   0.6085    2.0460e+01    1.0250e-01    5
Event_2001_055_07_23_48  2001   2    24     7    23   48.70   4.4800e+26  7.0 6.6    1.331  126.277  35.0   0.0440    8.6830e-01    7.5750e-02   90
Event_2001_055_16_33_44  2001   2    24    16    33   44.70   2.3200e+25  6.2 5.8    1.533  126.333  29.0   0.2635    9.6580e+00    1.6390e-01    3
Event_2001_055_21_53_54  2001   2    24    21    53   54.20   7.5400e+24  5.9 5.4   37.217  142.082  31.7   0.2910    4.2280e+00    1.7590e-01   23
Event_2001_066_18_10_58  2001   3     7    18    10   58.70   1.0000e+25  5.9 5.3   -6.818  -13.054  24.6   0.5125    3.0630e+01    1.3310e-01    3
Event_2001_071_23_35_08  2001   3    12    23    35    8.40   6.4600e+24  5.8 5.5   -7.296  105.935  15.0   0.4530    1.3660e+01    1.1330e-01   28
Event_2001_074_13_02_42  2001   3    15    13     2   42.10   8.4000e+24  5.9 6.1  -32.396  -71.536  37.0   0.3270    6.6830e+00    8.7090e-02   77
Event_2001_082_11_30_10  2001   3    23    11    30   10.50   1.2570e+25  6.0 5.9   44.177  148.004  30.0   0.2655    5.3530e+00    6.3520e-02   73
Event_2001_083_06_27_53  2001   3    24     6    27   53.60   1.9700e+26  6.8 6.4   34.108  132.540  42.0   0.1135    6.5540e+00    1.3320e-01  168
Event_2001_097_12_13_27  2001   4     7    12    13   27.60   5.2000e+24  5.7 5.4   21.768  143.481  26.8   0.4245    9.0510e+00    9.2370e-02    8
Event_2001_097_23_17_37  2001   4     7    23    17   37.90   2.2000e+25  6.2 5.6  -27.712 -176.239  18.7   0.2945    1.2790e+01    9.6410e-02   11
Event_2001_099_09_00_57  2001   4     9     9     0   57.20   1.1700e+26  6.6 6.1  -32.751  -73.221  11.0   0.0800    1.3630e+00    1.2390e-01  120
Event_2001_103_15_33_53  2001   4    13    15    33   53.50   2.4300e+25  6.2 5.3  -59.839  -25.702  26.0   0.2045    4.7290e+00    9.8020e-02   13
Event_2001_109_02_40_36  2001   4    19     2    40   36.00   7.5400e+24  5.9 5.6   -7.452  156.032  16.0   0.2015    1.4040e+00    1.1450e-01    9
Event_2001_109_20_58_26  2001   4    19    20    58   26.10   2.4100e+25  6.2 5.7   -7.411  156.035  20.0   0.1265    1.1100e+00    6.7610e-02   50
Event_2001_109_21_43_42  2001   4    19    21    43   42.30   1.1150e+26  6.6 6.0   -7.425  155.874  17.0   0.0535    3.8850e-01    9.8510e-02   42
Event_2001_123_04_31_57  2001   5     3     4    31   57.10   5.7100e+24  5.8 5.7    0.365  126.203  26.7   0.6850    4.1760e+01    1.0520e-01    5
Event_2001_129_15_47_36  2001   5     9    15    47   36.80   1.9700e+24  5.5 5.8   53.650 -164.388  44.2   1.5740    1.7480e+02    1.4940e-01    3
Event_2001_138_02_05_33  2001   5    18     2     5   33.50   6.8700e+24  5.8 5.4    0.407   97.760  20.0   0.1710    7.8160e-01    1.2420e-01   44
Event_2001_140_04_21_43  2001   5    20     4    21   43.80   3.6400e+25  6.3 5.5   18.915 -104.444  18.0   0.0610    1.8800e-01    1.3000e-01   26
Event_2001_145_00_40_50  2001   5    25     0    40   50.60   1.3470e+26  6.7 6.1   44.266  148.342  30.0   0.0880    2.0890e+00    1.1010e-01  179
Event_2001_148_08_37_05  2001   5    28     8    37    5.10   1.3000e+25  6.0 5.9   -6.664  132.323  36.8   0.4535    2.7590e+01    7.8020e-02   27
Event_2001_149_23_37_19  2001   5    29    23    37   19.50   4.5700e+25  6.4 5.7   -7.055  155.178  14.0   0.0670    3.1280e-01    1.0910e-01   38
Event_2001_152_20_36_56  2001   6     1    20    36   56.80   7.9900e+24  5.9 5.6   -7.183  155.013   8.0   0.2485    2.7900e+00    1.2550e-01   44
Event_2001_156_09_00_05  2001   6     5     9     0    5.40   4.9400e+25  6.4 5.8   -6.869  146.438   9.0   0.1565    4.3090e+00    1.1390e-01   56
Event_2001_156_15_13_58  2001   6     5    15    13   58.20   1.0530e+25  5.9 5.8   -6.795  146.460   8.0   0.4150    1.7120e+01    7.9850e-02   48
Event_2001_161_01_52_08  2001   6    10     1    52    8.00   1.4900e+24  5.4 5.5   39.800   53.861  30.0   0.9745    3.1380e+01    1.2550e-01    3
Event_2001_165_02_35_25  2001   6    14     2    35   25.80   7.8000e+24  5.9 5.7   24.522  121.945  36.5   0.7215    6.6660e+01    7.9860e-02   23
Event_2001_165_19_48_47  2001   6    14    19    48   47.80   6.5900e+25  6.5 6.0   51.164 -179.868  18.0   0.1180    2.4640e+00    1.5010e-01  134
Event_2001_166_16_19_07  2001   6    15    16    19    7.60   9.7400e+24  5.9 5.5   13.879   51.668  26.0   0.4155    1.5900e+01    1.1550e-01   20
Event_2001_174_16_51_09  2001   6    23    16    51    9.90   2.2400e+24  5.5 5.2   54.917 -159.370  39.8   0.3210    1.6860e+00    1.0520e-01    3
Event_2001_175_13_18_51  2001   6    24    13    18   51.70   1.0650e+25  6.0 5.8   44.290  148.394  38.6   0.2695    4.7430e+00    1.1170e-01   46
Event_2001_177_04_18_31  2001   6    26     4    18   31.40   1.4000e+26  6.7 6.2  -17.860  -71.525  24.0   0.0760    1.3980e+00    5.7140e-02   92
Event_2001_177_12_33_52  2001   6    26    12    33   52.00   1.2500e+25  6.0 5.0   -4.040 -104.487  15.0   0.2315    3.5290e+00    1.0290e-01   12
Event_2001_177_14_05_37  2001   6    26    14     5   37.00   3.6900e+24  5.6 5.8   61.468 -140.029  13.0   0.3020    2.3130e+00    9.3250e-02    8
Event_2001_182_01_46_06  2001   7     1     1    46    6.10   1.7100e+25  6.1 5.8   -4.305  152.924  28.0   0.2330    4.9220e+00    6.0100e-02   41
Event_2001_184_12_57_42  2001   7     3    12    57   42.60   2.4100e+24  5.5 5.4  -16.659  -73.917  27.9   0.5710    1.0210e+01    1.0550e-01    3
Event_2001_185_12_09_03  2001   7     4    12     9    3.80   1.9700e+25  6.1 5.6  -17.201  -65.602  13.0   0.1450    1.3670e+00    1.3670e-01   28
Event_2001_185_17_47_45  2001   7     4    17    47   45.00   6.7100e+24  5.8 5.4   32.200  139.622  24.1   0.2190    1.6040e+00    1.3660e-01   25
Event_2001_188_09_38_43  2001   7     7     9    38   43.50   3.2000e+27  7.6 6.6  -17.532  -71.931  14.1   0.0470    7.5600e+00    9.4140e-02  112
Event_2001_189_17_54_18  2001   7     8    17    54   18.80   2.0400e+25  6.1 6.0   -6.694  152.147  18.6   0.2085    4.2070e+00    1.2800e-01   54
Event_2001_200_18_00_40  2001   7    19    18     0   40.40   7.6200e+24  5.9 5.9   57.131 -151.160  22.0   0.5620    3.0780e+01    7.5280e-02   72
Event_2001_203_18_15_09  2001   7    22    18    15    9.00   1.0630e+25  6.0 5.7   -5.216  132.322  38.5   0.3975    1.5190e+01    4.5690e-02   14
Event_2001_205_05_00_09  2001   7    24     5     0    9.10   3.5800e+25  6.3 5.7  -19.558  -69.234   9.0   0.3400    3.2020e+01    1.6510e-01   44
Event_2001_207_00_21_36  2001   7    26     0    21   36.90   5.6100e+25  6.4 6.0   39.086   24.295  12.0   0.2105    1.1910e+01    8.2750e-02   18
Event_2001_212_15_11_18  2001   7    31    15    11   18.30   3.9500e+24  5.7 5.8    1.483  126.280  50.2   0.6270    2.2150e+01    1.0740e-01    4
Event_2001_214_23_41_06  2001   8     2    23    41    6.20   3.5900e+25  6.3 5.9   56.225  163.701  14.0   0.2295    9.8740e+00    7.2130e-02  108
Event_2001_216_01_44_53  2001   8     4     1    44   53.70   6.3900e+24  5.8 5.8    2.779  126.901  32.0   0.2940    3.6950e+00    9.6390e-02   48
Event_2001_218_03_52_59  2001   8     6     3    52   59.50   1.4400e+26  6.7 6.1  -55.434 -123.334  15.0   0.1090    4.2430e+00    1.2270e-01   38
Event_2001_225_20_11_23  2001   8    13    20    11   23.40   5.1700e+25  6.4 6.0   41.058  142.283  38.0   0.1625    5.0480e+00    6.0720e-02  119
Event_2001_229_22_25_49  2001   8    17    22    25   49.00   8.3000e+24  5.9 5.6   25.791  126.237  14.0   0.2110    1.7740e+00    1.2290e-01   52
Event_2001_233_06_52_06  2001   8    21     6    52    6.20   5.1600e+26  7.1 6.4  -36.814 -179.662  58.0   0.0815    6.3560e+00    1.0460e-01   21
Event_2001_235_21_45_03  2001   8    23    21    45    3.20   1.8500e+25  6.1 5.8   -3.338  146.465  14.2   0.2470    6.3430e+00    1.8560e-01   25
Event_2001_237_02_02_02  2001   8    25     2     2    2.50   1.3800e+25  6.0 5.9    7.604  -82.767  16.0   0.2845    7.2310e+00    9.6440e-02   62
Event_2001_239_01_16_47  2001   8    27     1    16   47.50   1.5400e+25  6.1 5.8    1.059  126.326  52.4   0.3745    1.8400e+01    7.0500e-02   34
Event_2001_242_08_12_27  2001   8    30     8    12   27.20   5.1500e+24  5.7 5.6  -22.941  169.887  28.6   0.1980    9.0960e-01    1.7150e-01    3
Event_2001_245_02_25_54  2001   9     2     2    25   54.10   1.3900e+25  6.0 5.6    0.932   82.443  25.1   0.6160    7.3930e+01    8.8710e-02   41
Event_2001_246_21_10_45  2001   9     3    21    10   45.70   5.8900e+24  5.8 5.6  -16.277  178.307  19.3   0.4585    1.2920e+01    1.6680e-01    4
Event_2001_254_14_56_50  2001   9    11    14    56   50.90   6.6200e+25  6.5 5.8   -0.618  133.115  23.0   0.1635    6.5840e+00    4.3220e-02   37
Event_2001_255_22_23_44  2001   9    12    22    23   44.10   3.3900e+24  5.6 6.0   27.720  141.899  50.0   1.4795    2.4980e+02    1.1400e-01    3
Event_2001_257_04_45_08  2001   9    14     4    45    8.00   9.6700e+24  5.9 5.5   48.893 -128.336   8.0   0.1755    1.1890e+00    9.9820e-02    5
Event_2001_258_15_04_34  2001   9    15    15     4   34.10   9.3100e+24  5.9 5.6  -22.448 -174.840  27.0   0.1675    9.9550e-01    1.0060e-01   17
Event_2001_263_02_01_51  2001   9    20     2     1   51.80   2.8100e+24  5.6 5.5  -11.388  114.956  20.9   0.4585    6.1630e+00    1.7510e-01    6
Event_2001_273_19_01_18  2001   9    30    19     1   18.70   2.4200e+25  6.2 5.4  -18.464  168.263  20.0   0.0940    4.5740e-01    1.2550e-01   16
Event_2001_281_18_14_26  2001  10     8    18    14   26.40   5.8500e+25  6.4 5.9   52.573  160.208  28.0   0.0930    1.0710e+00    1.3390e-01  100
Event_2001_281_18_20_38  2001  10     8    18    20   38.20   4.0400e+25  6.3 5.9   52.682  160.133  28.0   0.1195    1.5690e+00    8.8700e-02   11
Event_2001_282_23_53_37  2001  10     9    23    53   37.00   8.3500e+24  5.9 6.5   47.742  155.040  35.2   1.0650    2.2950e+02    7.5550e-02   20
Event_2001_285_05_02_34  2001  10    12     5     2   34.00   1.3800e+25  6.0 5.6   52.697 -132.252  16.0   0.1115    4.3530e-01    1.1260e-01   49
Event_2001_285_15_02_16  2001  10    12    15     2   16.80   3.7000e+26  7.0 6.7   12.754  145.042  37.0   0.1115    1.1670e+01    8.5180e-02  121
Event_2001_286_16_27_00  2001  10    13    16    27    0.10   1.0330e+25  5.9 5.6    0.810  125.843  30.0   0.2760    4.9420e+00    7.8570e-02   37
Event_2001_290_11_29_09  2001  10    17    11    29    9.90   7.1900e+24  5.8 5.3   19.340  -64.994  22.1   0.2735    3.3470e+00    1.0430e-01   18
Event_2001_294_00_29_21  2001  10    21     0    29   21.50   1.0920e+26  6.6 6.0  -36.947  179.321  18.0   0.1600    1.0180e+01    1.1880e-01   37
Event_2001_304_09_10_20  2001  10    31     9    10   20.00   2.9700e+26  6.9 5.9   -5.968  150.248  34.0   0.0175    3.6220e-02    1.3020e-01   81
Event_2001_304_22_04_32  2001  10    31    22     4   32.30   4.6100e+24  5.7 5.6    5.351   94.274  47.2   0.6650    3.0850e+01    1.3020e-01   23
Event_2001_313_00_47_55  2001  11     9     0    47   55.00   1.3900e+25  6.0 6.1    9.714  -82.251  17.0   0.1920    2.2390e+00    1.2790e-01    8
Event_2001_317_09_47_36  2001  11    13     9    47   36.50   1.3800e+25  6.0 5.5   22.303 -107.030  26.0   0.3415    1.2510e+01    1.4950e-01    4
Event_2001_326_04_17_26  2001  11    22     4    17   26.60   6.5200e+24  5.8 5.8  -31.189 -176.575  38.7   0.7935    7.4120e+01    7.8160e-02    4
Event_2001_337_11_32_29  2001  12     3    11    32   29.80   5.2700e+25  6.4 5.7  -16.524 -177.291  21.6   0.2290    1.4400e+01    1.7250e-01    9
Event_2001_342_20_29_34  2001  12     8    20    29   34.20   2.1300e+25  6.2 5.7   28.287  129.465  40.1   0.2290    5.8200e+00    1.2100e-01   47
Event_2001_352_04_02_58  2001  12    18     4     2   58.30   2.0800e+26  6.8 6.3   23.991  122.785  14.0   0.0885    3.2810e+00    6.9700e-02  107
Event_2001_357_10_21_28  2001  12    23    10    21   28.20   9.1500e+24  5.9 5.7   27.838  141.831  32.0   0.2965    5.4270e+00    1.3990e-01   25
Event_2001_357_22_52_54  2001  12    23    22    52   54.30   2.0600e+26  6.8 6.2   -9.610  159.640  16.0   0.0685    1.5070e+00    1.0600e-01   94
Event_2001_363_14_32_22  2001  12    29    14    32   22.60   2.4000e+24  5.5 5.6   -6.056  102.718  14.5   0.3865    3.1530e+00    8.9720e-02   35
Event_2002_001_10_39_06  2002   1     1    10    39    6.80   9.5700e+24  5.9 5.2  -55.146 -129.031  12.7   0.2170    2.2250e+00    8.8920e-02    3
Event_2002_002_17_22_48  2002   1     2    17    22   48.80   7.7200e+26  7.2 6.3  -17.596  167.976  21.0   0.0415    1.2560e+00    1.0160e-01   98
Event_2002_003_10_17_36  2002   1     3    10    17   36.30   9.9100e+25  6.6 5.8  -17.669  168.085  25.0   0.0730    8.7720e-01    9.4540e-02   48
Event_2002_010_05_56_03  2002   1    10     5    56    3.50   3.8300e+24  5.7 5.5  -17.634  167.971  26.5   0.3680    4.3430e+00    5.5820e-02    5
Event_2002_010_11_14_56  2002   1    10    11    14   56.90   1.4300e+26  6.7 6.0   -3.264  142.447  11.0   0.0795    1.6350e+00    7.5960e-02   62
Event_2002_011_05_16_30  2002   1    11     5    16   30.20   4.6100e+24  5.7 5.4  -10.618  165.411  33.0   0.2505    1.6490e+00    6.3310e-02   10
Event_2002_013_11_04_19  2002   1    13    11     4   19.80   2.8000e+24  5.6 5.5  -20.482 -173.750  22.5   0.2815    1.4210e+00    1.5560e-01   10
Event_2002_013_14_10_56  2002   1    13    14    10   56.50   3.8500e+25  6.3 5.9   -5.665  151.121  34.0   0.0985    8.3720e-01    1.0170e-01   38
Event_2002_015_04_47_59  2002   1    15     4    47   59.80   1.2000e+25  6.0 5.5  -17.429  167.904  15.8   0.2195    2.8880e+00    7.1240e-02   14
Event_2002_015_07_12_58  2002   1    15     7    12   58.00   1.5500e+25  6.1 5.8   -6.287  105.189  23.8   0.3260    1.2220e+01    8.0170e-02   31
Event_2002_015_09_01_15  2002   1    15     9     1   15.90   2.2100e+25  6.2 5.5   -5.592  151.196  41.0   0.0890    3.5450e-01    8.0600e-02   29
Event_2002_028_13_50_28  2002   1    28    13    50   28.70   1.5500e+25  6.1 6.1   49.385  155.533  38.0   0.2230    3.9110e+00    7.9610e-02   34
Event_2002_028_15_09_55  2002   1    28    15     9   55.90   2.1200e+25  6.2 5.5  -15.406 -173.077  27.4   0.1130    6.9600e-01    9.3310e-02    6
Event_2002_030_12_58_19  2002   1    30    12    58   19.20   1.1800e+25  6.0 5.9   -6.251  150.944  32.4   0.2230    2.9770e+00    5.6790e-02   47
Event_2002_034_07_11_28  2002   2     3     7    11   28.40   6.0000e+25  6.5 5.7   38.527   31.227   5.0   0.1585    5.4360e+00    5.8260e-02   29
Event_2002_034_09_26_43  2002   2     3     9    26   43.30   6.1100e+24  5.8 5.7   38.668   30.919  11.0   0.2360    1.8270e+00    1.6570e-01    5
Event_2002_036_13_27_24  2002   2     5    13    27   24.70   8.9700e+25  6.6 5.8   -5.405  151.382  39.0   0.0540    3.2140e-01    1.5550e-01   54
Event_2002_038_03_15_53  2002   2     7     3    15   53.50   4.5600e+24  5.7 5.5    3.005  126.305  72.6   0.4925    1.2390e+01    7.0790e-02    9
Event_2002_059_01_50_48  2002   2    28     1    50   48.90   2.5600e+25  6.2 6.0   -5.741  151.400  40.0   0.1300    1.2800e+00    7.4340e-02   46
Event_2002_062_07_16_15  2002   3     3     7    16   15.70   7.7100e+24  5.9 5.3  -45.878  -76.310  15.0   0.1660    8.0250e-01    1.1100e-01    3
Event_2002_063_20_21_22  2002   3     4    20    21   22.90   1.8500e+24  5.4 5.5   28.443  143.355  17.7   1.0990    5.5880e+01    1.6010e-01    3
